IL,ITOT,VOUT,VDROP
0.0001,+3.629710E-03,1.39960733,0.664423594
0.0003,+3.794119E-03,1.39957057,0.611781516
0.0005,+3.987691E-03,1.399798,0.559174364
0.001,+4.482380E-03,1.39972096,0.42756259
0.002,+5.477037E-03,1.3991765,0.163591396
0.003,+6.468285E-03,1.39916795,-0.0994765211
0.004,+7.458259E-03,1.39914954,-0.361922106
0.005,+8.449228E-03,1.39907359,-0.624884803
0.006,+9.439833E-03,1.39911192,-0.887960711
0.007,+1.043069E-02,1.39904218,-1.15115056
0.008,+1.049986E-02,1.39055692,-1.41432266
0.009,+1.049985E-02,1.1498522,-1.67745828
0.01,+1.049985E-02,0.934366214,-1.94038332
