IL,ITOT,VOUT,VDROP
0.0001,+3.019054E-03,1.10050124,0.514502913
0.0003,+3.189402E-03,1.10037996,0.462051664
0.0005,+3.384798E-03,1.10048097,0.409430037
0.001,+3.881221E-03,1.10042227,0.277836686
0.002,+4.878520E-03,1.10015292,0.0138752666
0.003,+5.871729E-03,1.10000696,-0.249115311
0.004,+6.862174E-03,1.09990497,-0.511568021
0.005,+7.853870E-03,1.09987556,-0.774464432
0.006,+8.846486E-03,1.09991456,-1.03759948
0.007,+9.838588E-03,1.09985289,-1.30075839
0.008,+1.049988E-02,1.09873957,-1.56392373
0.009,+1.049987E-02,1.05674749,-1.82703845
0.01,+1.049986E-02,0.78097917,-2.08993618
