IL,ITOT,VOUT,VDROP
0.0001,+3.596768E-03,1.39962497,0.664561265
0.0003,+3.763743E-03,1.39959672,0.611926281
0.0005,+3.956100E-03,1.39962881,0.559311248
0.001,+4.450732E-03,1.39944398,0.427699482
0.002,+5.446062E-03,1.39941226,0.163732258
0.003,+6.438848E-03,1.39937942,-0.0993128305
0.004,+7.428020E-03,1.39923402,-0.361739017
0.005,+8.420114E-03,1.39938172,-0.62471537
0.006,+9.412226E-03,1.39952763,-0.887775432
0.007,+1.040413E-02,1.39947998,-1.15092517
0.008,+1.049987E-02,1.39008504,-1.41405955
0.009,+1.049987E-02,1.14865567,-1.67719998
0.01,+1.049986E-02,0.93029218,-1.94012008
