VIN,ITOT,VOUT,VDROP
3.3,+3.220482E-03,0.794241821,-2.18923316
3.2,+3.207782E-03,0.794217036,-2.18922752
3.1,+3.196366E-03,0.794210629,-2.18930122
3.0,+3.185705E-03,0.794146739,-2.18927766
2.9,+3.175172E-03,0.794079697,-2.18928052
2.8,+3.165371E-03,0.794026934,-2.18928415
2.7,+3.155409E-03,0.793958287,-2.18931121
2.6,+3.146051E-03,0.793870279,-2.18928548
2.5,+3.136820E-03,0.79384112,-2.18931978
2.4,+3.127796E-03,0.793791573,-2.18931246
2.3,+3.118696E-03,0.793734745,-2.18930526
2.2,+3.109901E-03,0.793680259,-2.18928395
2.1,+3.100934E-03,0.793688992,-2.18929693
2.0,+3.092345E-03,0.793652782,-2.18931983
1.9,+3.083442E-03,0.793700888,-2.18932791
1.8,+3.074454E-03,0.793661464,-2.18932777
1.7,+3.054071E-03,0.793629062,-2.1893069
1.6,+2.976204E-03,0.737962182,-2.18931867
1.5,+2.874284E-03,0.639000864,-2.18937249
1.4,+2.769134E-03,0.539687227,-2.18937467
1.3,+2.663817E-03,0.44026244,-2.18941222
1.2,+2.558636E-03,0.34094195,-2.18946165
