IL,ITOT,VOUT,VDROP
0.0001,+2.195281E-03,0.696390652,0.315792811
0.0003,+2.390017E-03,0.696113135,0.264068863
0.0005,+2.589838E-03,0.696710855,0.211554807
0.001,+3.080773E-03,0.69637221,0.0822590688
0.002,+4.063198E-03,0.696237514,-0.176279542
0.003,+5.042580E-03,0.696704854,-0.434117706
0.004,+6.030309E-03,0.697773265,-0.692813875
0.005,+7.007163E-03,0.696356911,-0.951393842
0.006,+7.990089E-03,0.69656152,-1.21000716
0.007,+8.970058E-03,0.696392925,-1.46838378
0.008,+9.954284E-03,0.696612256,-1.72704242
0.009,+1.049990E-02,0.695608241,-1.98562007
0.01,+1.049988E-02,0.642219972,-2.24423088
