IL,ITOT,VOUT,VDROP
0.0001,+3.725577E-03,1.49319752,0.708738822
0.0003,+3.919637E-03,1.49328327,0.657030177
0.0005,+4.116297E-03,1.49332429,0.605277266
0.001,+4.607903E-03,1.49376494,0.475929268
0.002,+5.593203E-03,1.49370742,0.216478637
0.003,+6.573220E-03,1.4934761,-0.0421398998
0.004,+7.553251E-03,1.49358406,-0.299945035
0.005,+8.535082E-03,1.49366939,-0.558613813
0.006,+9.516333E-03,1.49348661,-0.817286705
0.007,+1.049991E-02,1.49385644,-1.0759609
0.008,+1.049989E-02,1.42738564,-1.33437176
0.009,+1.049989E-02,1.2010828,-1.59300222
0.01,+1.049988E-02,0.970846921,-1.85165799
