IL,ITOT,VOUT,VDROP
0.0001,+3.534216E-03,1.39438451,0.659683105
0.0003,+3.727884E-03,1.39324268,0.607935846
0.0005,+3.923968E-03,1.39336412,0.556200996
0.001,+4.414998E-03,1.39324569,0.426890806
0.002,+5.401686E-03,1.39322562,0.167382385
0.003,+6.386447E-03,1.39402501,-0.0912156434
0.004,+7.363315E-03,1.39338212,-0.349232516
0.005,+8.343614E-03,1.3935809,-0.607707413
0.006,+9.324834E-03,1.3934768,-0.866321267
0.007,+1.030667E-02,1.39335858,-1.1249351
0.008,+1.049989E-02,1.37572446,-1.38359497
0.009,+1.049989E-02,1.1488082,-1.64222637
0.01,+1.049988E-02,0.923012804,-1.90064389
