IL,ITOT,VOUT,VDROP
0.0001,+2.958810E-03,1.09372614,0.512114491
0.0003,+3.152474E-03,1.09366469,0.460625221
0.0005,+3.349662E-03,1.09363219,0.408863895
0.001,+3.840919E-03,1.09399105,0.279533871
0.002,+4.825170E-03,1.09377676,0.0200643069
0.003,+5.807631E-03,1.09374929,-0.238474391
0.004,+6.787126E-03,1.09398902,-0.496526159
0.005,+7.768720E-03,1.09401567,-0.754899796
0.006,+8.749552E-03,1.09384959,-1.01357966
0.007,+9.731248E-03,1.09360032,-1.27221764
0.008,+1.049990E-02,1.09293731,-1.53083085
0.009,+1.049988E-02,1.05405321,-1.7894438
0.01,+1.049988E-02,0.777061003,-2.04782543
