IL,ITOT,VOUT,VDROP
0.0001,+3.342989E-03,1.29387651,0.610409963
0.0003,+3.536872E-03,1.29351191,0.558692485
0.0005,+3.733449E-03,1.29365265,0.50696174
0.001,+4.226679E-03,1.29356917,0.377614109
0.002,+5.208510E-03,1.29370806,0.118275746
0.003,+6.190200E-03,1.2936333,-0.140286127
0.004,+7.171654E-03,1.29360812,-0.398230516
0.005,+8.157447E-03,1.29445514,-0.656964088
0.006,+9.135463E-03,1.29381955,-0.915306975
0.007,+1.011564E-02,1.293776,-1.17392001
0.008,+1.049989E-02,1.29160501,-1.43255646
0.009,+1.049988E-02,1.09672203,-1.69118828
0.01,+1.049987E-02,0.874525453,-1.94984254
