IL,ITOT,VOUT,VDROP,VISET
0.0001,+8.130867E-04,0.896748521,0.856636374,0.8770680882352941
0.0003,+1.052384E-03,0.895795986,0.804723284,0.8242080882352941
0.0005,+1.267561E-03,0.895388513,0.752831087,0.7713480882352941
0.001,+1.780736E-03,0.895019814,0.62309614,0.6391980882352941
0.002,+2.779367E-03,0.894837645,0.3636478,0.37489808823529414
0.003,+3.773802E-03,0.89486916,0.103536083,0.11059808823529416
0.004,+4.763016E-03,0.895011726,-0.155797348,-0.15370191176470593
0.005,+5.745562E-03,0.895258507,-0.414456259,-0.4180019117647059
0.006,+6.732447E-03,0.89492917,-0.673959199,-0.6823019117647059
0.007,+7.718789E-03,0.89508484,-0.933061921,-0.9466019117647059
0.008,+8.704189E-03,0.895267712,-1.19246883,-1.2109019117647062
0.009,+9.690980E-03,0.895283208,-1.45191771,-1.4752019117647057
0.01,+1.049989E-02,0.895071595,-1.71129459,-1.7395019117647061
