VIN,ITOT,VOUT,VDROP
3.3,-6.699530E-09,1.64806487e-05,8.2531916e-05
3.2,-9.169121E-09,4.65937804e-06,9.04490198e-05
3.1,-9.874697E-09,-3.24912118e-06,9.68900064e-05
3.0,-9.925081E-09,-9.26345189e-07,9.68927863e-05
2.9,-8.161102E-09,6.57843344e-06,0.000106883682
2.8,-9.269932E-09,1.25899989e-05,0.000107328463
2.7,-9.572318E-09,1.49819052e-05,0.000106519518
2.6,-7.001937E-09,1.56179034e-05,9.27007243e-05
2.5,-8.161130E-09,1.79102621e-05,7.88874907e-05
2.4,-9.824312E-09,2.45274084e-05,7.09314685e-05
2.3,-8.261928E-09,2.07446018e-05,7.55377329e-05
2.2,-8.665104E-09,1.28526938e-05,8.45779091e-05
2.1,-1.022751E-08,-4.36073541e-06,9.49413091e-05
2.0,-7.657150E-09,-3.06661736e-06,9.73153283e-05
