VIN,ITOT,VOUT,VDROP
1.8,+4.695288E-03,0.715382543,-0.444790444
1.775,+4.689547E-03,0.71522087,-0.44480254
1.75,+4.683243E-03,0.715005361,-0.444787923
1.725,+4.676091E-03,0.714865679,-0.444813476
1.7,+4.671183E-03,0.714967798,-0.444804808
1.675,+4.664686E-03,0.714994662,-0.444810821
1.65,+4.659248E-03,0.714803232,-0.444803746
1.625,+4.653004E-03,0.714715915,-0.444812436
1.6,+4.646894E-03,0.71455363,-0.444820259
1.575,+4.641189E-03,0.714768595,-0.444815677
1.55,+4.633364E-03,0.713841498,-0.444814515
1.525,+4.627516E-03,0.713680167,-0.444823939
1.5,+4.624182E-03,0.714208593,-0.444802704
1.475,+4.618199E-03,0.714089092,-0.444774827
1.45,+4.612148E-03,0.714088193,-0.444795001
1.425,+4.605965E-03,0.713879649,-0.444793447
1.4,+4.600905E-03,0.713866733,-0.444802548
1.375,+4.594930E-03,0.713734968,-0.444801216
1.35,+4.588834E-03,0.713651868,-0.444766371
1.325,+4.582757E-03,0.713627349,-0.444773156
1.3,+4.577131E-03,0.713496753,-0.444746228
1.275,+4.571151E-03,0.713382998,-0.444771305
1.25,+4.565542E-03,0.713314333,-0.444758579
1.225,+4.560473E-03,0.713345527,-0.444762312
1.2,+4.553921E-03,0.713082251,-0.444786155
1.175,+4.548169E-03,0.713018748,-0.444762476
1.15,+4.542093E-03,0.712772855,-0.444755018
1.125,+4.536368E-03,0.712656677,-0.444767146
1.1,+4.530677E-03,0.71259068,-0.444752949
1.075,+4.524846E-03,0.712425154,-0.444763329
1.05,+4.518376E-03,0.712195343,-0.444810259
1.025,+4.516205E-03,0.71327906,-0.444797769
1.0,+4.510618E-03,0.71300891,-0.444806579
