V Input,V Output
0.0,0.00389153785
0.01,0.000864426059
0.02,-0.0035983325
0.03,-0.00567041048
0.04,-0.00360776577
0.05,-0.00625928833
0.06,-0.00430490853
0.07,-0.0067749737
0.08,-0.00631666196
0.09,-0.00356011567
0.1,-0.00620525263
0.11,-0.00234728755
0.12,-0.00560674801
0.13,0.00116996722
0.14,-0.00629436074
0.15,0.003843791
0.16,-0.00628158955
0.17,0.00407928409
0.18,-0.003098466
0.19,0.0062629649
0.2,5.58739772e-05
0.21,0.00614516998
0.22,0.000581089363
0.23,0.00589690569
0.24,0.00604329067
0.25,0.00724649203
0.26,0.00503107673
0.27,0.00449309015
0.28,0.00426083824
0.29,0.00438806643
0.3,0.00608150751
0.31,0.00138325585
0.32,0.00602423063
0.33,-0.00285973174
0.34,0.00566131585
0.35000000000000003,-0.00280569604
0.36,0.00691226405
0.37,-0.00362692256
0.38,0.00448680131
0.39,-0.00390701809
0.4,0.00509473921
0.41000000000000003,-0.00472185901
0.42,0.00166020695
0.43,-0.00594736158
0.44,0.00027240378
0.45,-0.0054636042
0.46,0.000402873144
0.47000000000000003,-0.00510068941
0.48,-0.00396429496
0.49,-0.00603018084
0.5,-0.00595060275
0.51,-0.00356326009
0.52,-0.00602055407
0.53,-0.00312086397
0.54,-0.00563543482
0.55,0.000460150018
0.56,-0.00571815733
0.5700000000000001,0.00269786652
0.58,-0.00543167621
0.59,0.00353500867
0.6,-0.00580097659
0.61,0.00539713594
0.62,0.000431559957
0.63,0.00636798863
0.64,-0.00307940596
0.65,0.00647615678
0.66,0.000195970114
0.67,0.00614202556
0.68,0.00411750093
0.6900000000000001,0.00679132471
0.7000000000000001,0.00440083762
0.71,0.00506290797
0.72,0.00606235072
0.73,0.0023158917
0.74,0.00671174662
0.75,-0.00204174639
0.76,0.00642850668
0.77,-0.000695304479
0.78,0.00666085534
0.79,-0.00281522606
0.8,0.00752344313
0.81,-0.00536162814
0.8200000000000001,0.00694095087
0.8300000000000001,-0.0052885324
0.84,0.00770804494
0.85,-0.00483650951
0.86,0.00527934102
0.87,-0.00474416023
0.88,0.00257378275
0.89,-0.00549533868
0.9,-0.00161516913
0.91,-0.00401204181
0.92,-0.0037191751
0.93,-0.00217860135
0.9400000000000001,-0.00170751842
0.9500000000000001,-0.00197169832
0.96,-0.00454678722
0.97,0.00023733137
0.98,-0.00407255986
0.99,-4.54731935e-06
1.0,-0.00450228154
1.01,0.00143414712
1.02,-0.00401528299
1.03,0.00547671403
1.04,-0.00473138903
1.05,0.00661301174
1.06,-0.00405349982
1.07,0.00650484359
1.08,0.000807149185
1.09,0.0080327429
1.1,-0.000921267551
1.11,0.00813452545
1.12,0.000371041909
1.1300000000000001,0.00801044168
1.1400000000000001,0.00583953207
1.1500000000000001,0.00784499666
1.16,0.00685498718
1.17,0.00950965417
1.18,0.00655259044
1.19,0.00916275176
1.2,0.00839565768
