IL,ITOT,VOUT,VDROP,VISET
0.0001,+6.621723E-05,1.62682435,1.63947301,1.6299831617647058
0.0003,+6.584032E-05,1.57444986,1.58644385,1.577123161764706
0.0005,+6.574119E-05,1.52202008,1.53367241,1.5242631617647058
0.001,+3.593873E-04,1.47142098,1.402306,1.3921131617647058
0.002,+1.307726E-03,1.46843172,1.13941126,1.1278131617647058
0.003,+2.261131E-03,1.46723361,0.876796564,0.8635131617647057
0.004,+3.215852E-03,1.46628813,0.614313545,0.5992131617647056
0.005,+4.171446E-03,1.46554153,0.351954478,0.33491316176470565
0.006,+5.129444E-03,1.46478023,0.0890281082,0.07061316176470567
0.007,+6.085079E-03,1.46418056,-0.173265707,-0.1936868382352943
0.008,+7.038848E-03,1.46363633,-0.434941877,-0.4579868382352945
0.009,+7.995740E-03,1.46303951,-0.697268574,-0.7222868382352945
0.01,+8.951852E-03,1.46269515,-0.959223717,-0.9865868382352945
