time,IL
0,0.0001
9.999999999999999e-12,0.0001
1.192031052678831e-11,0.0001038214179483087
1.576093158036492e-11,0.0001114642538449262
1.872845630438859e-11,0.0001173696280457333
2.269197793117232e-11,0.0001252570360830329
2.979856695654351e-11,0.0001393991482435216
3.988797582077479e-11,0.0001594770718833418
4.957866808716999e-11,0.0001787615494934683
5.951821787172817e-11,0.0001985412535647391
6.997198833216394e-11,0.0002193442567810062
8.124427641109213e-11,0.0002417761100580734
9.421241676160701e-11,0.000267582709355598
1.100912649427086e-10,0.0002991816172359901
1.344586512288123e-10,0.0003476727159453366
1.531763337837061e-10,0.0003849209042295751
1.70287558371044e-10,0.0004189722411583775
1.884965616694463e-10,0.0004552081577221982
2.075890830936393e-10,0.0004932022753563422
2.300502427776719e-10,0.0005378999831275671
2.555356051354927e-10,0.0005886158542196305
2.777828279734057e-10,0.0006328878276670773
3.004450758636952e-10,0.0006779857009687535
3.264064296057453e-10,0.0007296487949154332
3.638043860771368e-10,0.0008040707282935023
4.10041447504722e-10,0.0008960824805343969
4.518296880276617e-10,0.0009792410791750468
5.093608771936012e-10,0.001093728145615266
5.76745050273278e-10,0.001227822650043823
6.376376590505694e-10,0.001348998941510633
7.211284460349025e-10,0.001515145607609456
8.263507991660974e-10,0.001724538090340534
9.454314791619685e-10,0.001961508643532318
1.102792055546858e-09,0.002274656190538247
1.31257940343649e-09,0.002692133012838615
1.477369624464311e-09,0.00302006555268398
1.635693543097674e-09,0.003335130150764372
1.804836059456024e-09,0.003671723758317487
2.002974670161108e-09,0.004066019593620604
2.277503067010818e-09,0.004612331103351527
2.576732956585144e-09,0.005207798583604437
2.894795202445923e-09,0.005840742452867386
3.193192663601525e-09,0.006434553400567035
3.459275788846362e-09,0.00696405881980426
3.709437121895014e-09,0.007461879872571078
3.954183870505246e-09,0.007948925902305439
4.197393341752677e-09,0.008432912750087826
4.442580428613895e-09,0.00892083505294165
4.694281611138033e-09,0.009421720406164687
4.957521889203672e-09,0.009945568559515307
5.229047542129949e-09,0.0104859046088386
5.504956496502504e-09,0.01103496342803998
5.78752390733382e-09,0.0115972725755943
6.083009692021752e-09,0.01218528928712329
6.389622257099125e-09,0.01279544829162726
6.707119255627899e-09,0.01342726731869952
6.999487611744967e-09,0.01400908034737248
7.260343980198328e-09,0.01452818452059467
7.501218644122791e-09,0.01500752510180435
7.727820988630572e-09,0.01545846376737484
7.943593424572402e-09,0.01588785091489908
8.151260279839119e-09,0.01630110795687984
8.352639682002656e-09,0.01670185296718528
8.549269425692532e-09,0.01709314615712814
8.74288824486271e-09,0.01747844760727679
8.935430959715577e-09,0.017861607609834
9.129379314010486e-09,0.01824756483488087
9.328079762144496e-09,0.01864297872666755
9.53557299361287e-09,0.01905589025728961
9.742327483820601e-09,0.019467331692803
9.8761637419103e-09,0.01973366584640149
1.001e-08,0.02
1.00195410194096e-08,0.02
1.002956042613967e-08,0.02
1.004199972456414e-08,0.02
1.005721196420496e-08,0.02
1.007254187892979e-08,0.02
1.008709387831185e-08,0.02
1.01026889774818e-08,0.02
1.012026028352964e-08,0.02
1.014117298374327e-08,0.02
1.01677161769215e-08,0.02
1.020484572034003e-08,0.02
1.027153377283541e-08,0.02
1.034946109584998e-08,0.02
1.042880310248479e-08,0.02
1.052486549961638e-08,0.02
1.064949139686373e-08,0.02
1.081816768466085e-08,0.02
1.100456112343108e-08,0.02
1.121989696919177e-08,0.02
1.141963284209621e-08,0.02
1.16115485412993e-08,0.02
1.181033343095267e-08,0.02
1.201927953568352e-08,0.02
1.221598792376426e-08,0.02
1.240650710346266e-08,0.02
1.259573501329281e-08,0.02
1.278707978111967e-08,0.02
1.298666925810301e-08,0.02
1.320330538945132e-08,0.02
1.341077218092962e-08,0.02
1.36139927865936e-08,0.02
1.382367525348181e-08,0.02
1.404545395140221e-08,0.02
1.427491833847128e-08,0.02
1.452452188880851e-08,0.02
1.478883610708503e-08,0.02
1.506819698954718e-08,0.02
1.536950307759448e-08,0.02
1.568934461833751e-08,0.02
1.602656563709556e-08,0.02
1.637788438705478e-08,0.02
1.674616437217404e-08,0.02
1.714531556659845e-08,0.02
1.755379370693991e-08,0.02
1.797022687434017e-08,0.02
1.840790035928094e-08,0.02
1.888613397266538e-08,0.02
1.938215869000429e-08,0.02
1.98558503734126e-08,0.02
2.033217309558207e-08,0.02
2.083520565779072e-08,0.02
2.140131736047337e-08,0.02
2.202816615357249e-08,0.02
2.268456907891743e-08,0.02
2.341345933957185e-08,0.02
2.417114658576065e-08,0.02
2.492751290532549e-08,0.02
2.57537889076709e-08,0.02
2.675882521225097e-08,0.02
2.781775607680906e-08,0.02
2.907813942693666e-08,0.02
3.031308676556206e-08,0.02
3.172841000740482e-08,0.02
3.343843119712878e-08,0.02
3.556594995852558e-08,0.02
3.777360227268584e-08,0.02
4.074793479775247e-08,0.02
4.474192731567788e-08,0.02
4.943192562757486e-08,0.02
5.645018801420673e-08,0.02
6.536059426578109e-08,0.02
7.786070424212426e-08,0.02
8.805942102640961e-08,0.02
9.883272580769595e-08,0.02
1.119671548735551e-07,0.02
1.276591266444305e-07,0.02
1.470317942266175e-07,0.02
1.72283583413833e-07,0.02
2.064928190926436e-07,0.02
2.518298099758749e-07,0.02
3.161324446998645e-07,0.02
4.161324446998644e-07,0.02
5.161324446998644e-07,0.02
6.161324446998644e-07,0.02
7.161324446998644e-07,0.02
8.161324446998644e-07,0.02
9.161324446998644e-07,0.02
1.016132444699864e-06,0.02
1.116132444699865e-06,0.02
1.178071222349932e-06,0.02
1.24001e-06,0.02
