VIN,ITOT,VOUT,VDROP
1.8,+3.155127E-03,1.50193149,0.698955489
1.775,+3.141802E-03,1.50206868,0.698973015
1.75,+3.133190E-03,1.50211726,0.698976156
1.725,+3.127674E-03,1.50215438,0.698942982
1.7,+3.124013E-03,1.50212584,0.698932178
1.675,+3.121048E-03,1.50209334,0.698945623
1.65,+3.118760E-03,1.50202802,0.698968859
1.625,+3.116707E-03,1.5019274,0.698952975
1.6,+3.114842E-03,1.50178918,0.698958036
1.575,+3.112161E-03,1.50152984,0.698946856
1.55,+3.108218E-03,1.50090665,0.698931816
1.525,+3.100150E-03,1.4991533,0.698954695
1.5,+3.054053E-03,1.48749515,0.69895808
