IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.607669E-04,1.60260036,1.55756692,1.5797888235294117
0.0003,+4.571570E-04,1.6024476,1.505179,1.5269288235294118
0.0005,+6.547839E-04,1.60239247,1.45279722,1.474068823529412
0.001,+1.150376E-03,1.60227296,1.32185684,1.341918823529412
0.002,+2.142075E-03,1.60213256,1.06003926,1.077618823529412
0.003,+3.133140E-03,1.60202219,0.798409064,0.8133188235294119
0.004,+4.125352E-03,1.60195744,0.536595371,0.5490188235294118
0.005,+5.117145E-03,1.60184531,0.274767158,0.2847188235294118
0.006,+6.112050E-03,1.60177857,0.0121916207,0.020418823529411823
0.007,+7.103583E-03,1.60175335,-0.249417781,-0.24388117647058816
0.008,+8.092327E-03,1.6016668,-0.510421051,-0.5081811764705884
0.009,+9.084127E-03,1.6016403,-0.772160386,-0.7724811764705883
0.01,+1.007574E-02,1.6016408,-1.03393903,-1.0367811764705883
