IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.607324E-04,1.70255789,1.65704043,1.6801774999999999
0.0003,+4.573343E-04,1.7023406,1.60468916,1.6273175
0.0005,+6.548815E-04,1.70219231,1.55231708,1.5744574999999998
0.001,+1.150189E-03,1.7020413,1.42138497,1.4423074999999999
0.002,+2.142090E-03,1.70182738,1.15949276,1.1780074999999999
0.003,+3.133805E-03,1.70172707,0.897672435,0.9137074999999999
0.004,+4.125342E-03,1.70163964,0.636067203,0.6494074999999999
0.005,+5.117036E-03,1.70160147,0.374256062,0.38510749999999994
0.006,+6.112473E-03,1.70149939,0.111589503,0.12080749999999973
0.007,+7.103689E-03,1.70147458,-0.150058526,-0.14349250000000024
0.008,+8.092946E-03,1.7013681,-0.411184251,-0.4077925
0.009,+9.084026E-03,1.70129468,-0.672782806,-0.6720925
0.01,+1.007545E-02,1.70124053,-0.934470465,-0.9363925
