IL,ITOT,VOUT,VDROP,VISET
0.0001,+3.127062E-04,1.44344539,1.38725023,1.3790114705882353
0.0003,+5.032565E-04,1.44329964,1.33457445,1.3261514705882351
0.0005,+6.962415E-04,1.44336745,1.28190784,1.2732914705882352
0.001,+1.178198E-03,1.44321755,1.15054569,1.1411414705882352
0.002,+2.139702E-03,1.44298744,0.888035126,0.8768414705882351
0.003,+3.103021E-03,1.44296102,0.625744123,0.6125414705882352
0.004,+4.061284E-03,1.44291492,0.363550628,0.34824147058823507
0.005,+5.023796E-03,1.44294679,0.100812162,0.08394147058823509
0.006,+5.983680E-03,1.4427972,-0.161315121,-0.1803585294117649
0.007,+6.944962E-03,1.44288579,-0.422885343,-0.44465852941176487
0.008,+7.907761E-03,1.44296053,-0.685215671,-0.7089585294117651
0.009,+8.872285E-03,1.44292999,-0.947115856,-0.9732585294117646
0.01,+9.836977E-03,1.44286182,-1.2092742,-1.237558529411765
