IL,ITOT,VOUT,VDROP,VISET
0.0001,+6.709639E-05,1.5759376,1.58769382,1.5797888235294117
0.0003,+6.648497E-05,1.52363347,1.53491606,1.5269288235294118
0.0005,+1.041356E-04,1.48136573,1.48229992,1.474068823529412
0.001,+5.637514E-04,1.47580039,1.35080658,1.341918823529412
0.002,+1.514822E-03,1.4731793,1.08808865,1.077618823529412
0.003,+2.468216E-03,1.471862,0.825770726,0.8133188235294119
0.004,+3.425698E-03,1.47087013,0.563463946,0.5490188235294118
0.005,+4.384262E-03,1.47015215,0.301177503,0.2847188235294118
0.006,+5.345427E-03,1.46945166,0.0382847545,0.020418823529411823
0.007,+6.303630E-03,1.46883542,-0.223954949,-0.24388117647058816
0.008,+7.261859E-03,1.46828153,-0.485557887,-0.5081811764705884
0.009,+8.223998E-03,1.46772256,-0.7478553,-0.7724811764705883
0.01,+9.184682E-03,1.46720379,-1.01012109,-1.0367811764705883
