IL,ITOT,VOUT,VDROP,VISET
0.0001,+8.541514E-05,1.48170278,1.48786339,1.4794001470588236
0.0003,+2.586229E-04,1.47677122,1.43517881,1.4265401470588235
0.0005,+4.463054E-04,1.47551136,1.3825585,1.3736801470588236
0.001,+9.191607E-04,1.47361565,1.25136413,1.2415301470588234
0.002,+1.872233E-03,1.47187881,0.988731762,0.9772301470588235
0.003,+2.828326E-03,1.47054652,0.726304967,0.7129301470588235
0.004,+3.784956E-03,1.46975987,0.463994324,0.4486301470588234
0.005,+4.744169E-03,1.46892539,0.201030256,0.18433014705882345
0.006,+5.702520E-03,1.4682618,-0.0611640175,-0.07996985294117676
0.007,+6.660652E-03,1.46791691,-0.322759286,-0.34426985294117673
0.008,+7.621277E-03,1.46719781,-0.585131436,-0.6085698529411765
0.009,+8.582430E-03,1.46684769,-0.847390202,-0.8728698529411765
0.01,+9.544224E-03,1.466307,-1.10958915,-1.137169852941177
