IL,ITOT,VOUT,VDROP,VISET
0.0001,+6.707066E-05,1.62574579,1.63782988,1.6299831617647058
0.0003,+6.659982E-05,1.57340615,1.5848958,1.577123161764706
0.0005,+6.647401E-05,1.52096499,1.53217193,1.5242631617647058
0.001,+3.862617E-04,1.47727293,1.40079336,1.3921131617647058
0.002,+1.335323E-03,1.47410983,1.13802049,1.1278131617647058
0.003,+2.291347E-03,1.47281926,0.875502678,0.8635131617647057
0.004,+3.247830E-03,1.47184743,0.613119884,0.5992131617647056
0.005,+4.204951E-03,1.47075838,0.350823662,0.33491316176470565
0.006,+5.166054E-03,1.47001086,0.0879867966,0.07061316176470567
0.007,+6.126094E-03,1.46935405,-0.174223987,-0.1936868382352943
0.008,+7.082464E-03,1.46878924,-0.435917249,-0.4579868382352945
0.009,+8.043989E-03,1.46828382,-0.698236923,-0.7222868382352945
0.01,+9.004166E-03,1.46775098,-0.960196767,-0.9865868382352945
