IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.403046E-04,1.47421311,1.43803341,1.4292058088235293
0.0003,+4.274744E-04,1.47327822,1.38535668,1.3763458088235294
0.0005,+6.165211E-04,1.47263416,1.33278789,1.3234858088235293
0.001,+1.093277E-03,1.47133036,1.20140319,1.1913358088235293
0.002,+2.047728E-03,1.46990632,0.938821597,0.9270358088235293
0.003,+3.003246E-03,1.46899863,0.676635346,0.6627358088235293
0.004,+3.960385E-03,1.4682718,0.414333714,0.39843580882352936
0.005,+4.923790E-03,1.46758142,0.151278666,0.13413580882352916
0.006,+5.881527E-03,1.4672724,-0.110933284,-0.13016419117647082
0.007,+6.838058E-03,1.46659321,-0.37269007,-0.3944641911764708
0.008,+7.799566E-03,1.46613275,-0.634853251,-0.658764191176471
0.009,+8.758935E-03,1.46567116,-0.896999085,-0.9230641911764705
0.01,+9.721982E-03,1.46521401,-1.15922345,-1.187364191176471
