VIN,ITOT,VOUT,VDROP
1.8,+3.005026E-03,1.46914492,0.676539015
1.775,+2.912958E-03,1.44489579,0.676596946
1.75,+2.818609E-03,1.41930651,0.676587815
1.725,+2.722791E-03,1.39378856,0.676597106
1.7,+2.628091E-03,1.36827463,0.67657903
1.675,+2.533265E-03,1.34257637,0.676623213
1.65,+2.438525E-03,1.31726082,0.676668576
1.625,+2.341350E-03,1.29186275,0.676660761
1.6,+2.248498E-03,1.26627517,0.676690299
1.575,+2.152608E-03,1.24081181,0.676693944
1.55,+2.058236E-03,1.21531017,0.676669585
1.525,+1.964288E-03,1.18983436,0.676690733
1.5,+1.868982E-03,1.16446543,0.676718079
1.475,+1.773763E-03,1.13900019,0.676713065
1.45,+1.679223E-03,1.11329928,0.676692265
1.425,+1.583712E-03,1.08801645,0.676713538
1.4,+1.488994E-03,1.06239282,0.676701097
1.375,+1.393809E-03,1.03681515,0.676662266
1.35,+1.299068E-03,1.01136742,0.676678719
1.325,+1.203544E-03,0.985771378,0.676684296
1.3,+1.108525E-03,0.960230266,0.67667498
1.275,+1.014245E-03,0.934930884,0.676682999
1.25,+9.178523E-04,0.909236547,0.676729264
1.225,+8.235433E-04,0.883750619,0.676774251
1.2,+7.287756E-04,0.858241431,0.67675516
1.175,+6.342149E-04,0.832662986,0.6767738
1.15,+5.392351E-04,0.8072465,0.676732773
1.125,+4.451830E-04,0.781873599,0.676736265
1.1,+3.503396E-04,0.756419988,0.676764164
1.075,+2.547411E-04,0.730948152,0.676786468
1.05,+1.614433E-04,0.705729368,0.676788387
1.025,+7.062864E-05,0.681345242,0.676819576
1.0,+2.011549E-05,0.667905906,0.676789349
