IL,ITOT,VOUT,VDROP,VISET
0.0001,+6.737638E-05,1.67588579,1.68865899,1.6801774999999999
0.0003,+6.685829E-05,1.62335845,1.63509428,1.6273175
0.0005,+6.686885E-05,1.57081792,1.58215772,1.5744574999999998
0.001,+2.136524E-04,1.47971481,1.45051265,1.4423074999999999
0.002,+1.157191E-03,1.47528158,1.18770897,1.1780074999999999
0.003,+2.113013E-03,1.47364861,0.925166582,0.9137074999999999
0.004,+3.069235E-03,1.47246793,0.662962369,0.6494074999999999
0.005,+4.026675E-03,1.47173408,0.400659022,0.38510749999999994
0.006,+4.987826E-03,1.47092157,0.1377183,0.12080749999999973
0.007,+5.946849E-03,1.47014044,-0.124495312,-0.14349250000000024
0.008,+6.903820E-03,1.46963342,-0.386270279,-0.4077925
0.009,+7.863597E-03,1.46891354,-0.648344821,-0.6720925
0.01,+8.825510E-03,1.46850478,-0.910520336,-0.9363925
