"VOUT_TRAN_VDD (Temp=0,VREF_TRAN=0.05) X","VOUT_TRAN_VDD (Temp=0,VREF_TRAN=0.05) Y","VOUT_TRAN_VDD (Temp=0,VREF_TRAN=0.25) X","VOUT_TRAN_VDD (Temp=0,VREF_TRAN=0.25) Y","VOUT_TRAN_VDD (Temp=0,VREF_TRAN=0.45) X","VOUT_TRAN_VDD (Temp=0,VREF_TRAN=0.45) Y","VOUT_TRAN_VDD (Temp=0,VREF_TRAN=0.65) X","VOUT_TRAN_VDD (Temp=0,VREF_TRAN=0.65) Y","VOUT_TRAN_VDD (Temp=0,VREF_TRAN=0.85) X","VOUT_TRAN_VDD (Temp=0,VREF_TRAN=0.85) Y","VOUT_TRAN_VDD (Temp=27,VREF_TRAN=0.05) X","VOUT_TRAN_VDD (Temp=27,VREF_TRAN=0.05) Y","VOUT_TRAN_VDD (Temp=27,VREF_TRAN=0.25) X","VOUT_TRAN_VDD (Temp=27,VREF_TRAN=0.25) Y","VOUT_TRAN_VDD (Temp=27,VREF_TRAN=0.45) X","VOUT_TRAN_VDD (Temp=27,VREF_TRAN=0.45) Y","VOUT_TRAN_VDD (Temp=27,VREF_TRAN=0.65) X","VOUT_TRAN_VDD (Temp=27,VREF_TRAN=0.65) Y","VOUT_TRAN_VDD (Temp=27,VREF_TRAN=0.85) X","VOUT_TRAN_VDD (Temp=27,VREF_TRAN=0.85) Y","VOUT_TRAN_VDD (Temp=125,VREF_TRAN=0.05) X","VOUT_TRAN_VDD (Temp=125,VREF_TRAN=0.05) Y","VOUT_TRAN_VDD (Temp=125,VREF_TRAN=0.25) X","VOUT_TRAN_VDD (Temp=125,VREF_TRAN=0.25) Y","VOUT_TRAN_VDD (Temp=125,VREF_TRAN=0.45) X","VOUT_TRAN_VDD (Temp=125,VREF_TRAN=0.45) Y","VOUT_TRAN_VDD (Temp=125,VREF_TRAN=0.65) X","VOUT_TRAN_VDD (Temp=125,VREF_TRAN=0.65) Y","VOUT_TRAN_VDD (Temp=125,VREF_TRAN=0.85) X","VOUT_TRAN_VDD (Temp=125,VREF_TRAN=0.85) Y","VOUT_TRAN_VDD (Temp=-55,VREF_TRAN=0.05) X","VOUT_TRAN_VDD (Temp=-55,VREF_TRAN=0.05) Y","VOUT_TRAN_VDD (Temp=-55,VREF_TRAN=0.25) X","VOUT_TRAN_VDD (Temp=-55,VREF_TRAN=0.25) Y","VOUT_TRAN_VDD (Temp=-55,VREF_TRAN=0.45) X","VOUT_TRAN_VDD (Temp=-55,VREF_TRAN=0.45) Y","VOUT_TRAN_VDD (Temp=-55,VREF_TRAN=0.65) X","VOUT_TRAN_VDD (Temp=-55,VREF_TRAN=0.65) Y","VOUT_TRAN_VDD (Temp=-55,VREF_TRAN=0.85) X","VOUT_TRAN_VDD (Temp=-55,VREF_TRAN=0.85) Y","VOUT_TRAN_VDD (Temp=-100,VREF_TRAN=0.05) X","VOUT_TRAN_VDD (Temp=-100,VREF_TRAN=0.05) Y","VOUT_TRAN_VDD (Temp=-100,VREF_TRAN=0.25) X","VOUT_TRAN_VDD (Temp=-100,VREF_TRAN=0.25) Y","VOUT_TRAN_VDD (Temp=-100,VREF_TRAN=0.45) X","VOUT_TRAN_VDD (Temp=-100,VREF_TRAN=0.45) Y","VOUT_TRAN_VDD (Temp=-100,VREF_TRAN=0.65) X","VOUT_TRAN_VDD (Temp=-100,VREF_TRAN=0.65) Y","VOUT_TRAN_VDD (Temp=-100,VREF_TRAN=0.85) X","VOUT_TRAN_VDD (Temp=-100,VREF_TRAN=0.85) Y"
6.894324018206049e-11,0.1052864603018721,6.915413122152051e-11,0.5018521250112314,6.944239492646287e-11,0.9011617457340049,6.991997321592975e-11,1.300780372490184,7.065736781220679e-11,1.700497876912179,6.968080649260689e-11,0.1080070738685416,6.989132778633662e-11,0.5033950332164249,7.017893229009655e-11,0.9023193290495006,7.064562687673224e-11,1.30172487268859,7.138606236714927e-11,1.701281318451654,7.214281026772377e-11,0.1325720451724766,7.235213260069386e-11,0.5176750570506699,7.264282339989005e-11,0.912915443253747,7.309219282411234e-11,1.31015304110007,7.384764513518056e-11,1.707813891496435,6.741303051997887e-11,0.1010681346110193,6.762612130528134e-11,0.4990641840502156,6.791559660558247e-11,0.8987668918681807,6.842065152357056e-11,1.29860804463602,6.914175329600178e-11,1.698496997026593,6.616793472600448e-11,0.1009406033793891,6.637978466224497e-11,0.4989424990333233,6.667001137202827e-11,0.898782108382669,6.7209435871932e-11,1.298709851819463,6.79004667955647e-11,1.69866762830039
8.027835987030884e-11,0.1048013130852516,8.045283547376081e-11,0.5013805953283987,8.070897915802689e-11,0.9007074729206122,8.117354844920561e-11,1.30035174222045,8.195666223253701e-11,1.700104628588052,8.119777474805948e-11,0.1075180888340368,8.13654501584151e-11,0.5029200328382949,8.161489442302062e-11,0.9018618842254683,8.206065382988131e-11,1.301292920691201,8.283948475586281e-11,1.700885212839775,8.428437352084065e-11,0.1320703187550215,8.442557456363405e-11,0.5171887924474854,8.465086911160717e-11,0.912448493147208,8.504920201380211e-11,1.309712335688209,8.581908862888449e-11,1.70741090813074,7.837776242740042e-11,0.1005912699688951,7.856400849680007e-11,0.4986005231487601,7.883239336850385e-11,0.8983199692332313,7.934256529606604e-11,1.298187271523726,8.012410059921644e-11,1.698110210772082,7.683453543989052e-11,0.1004713527968435,7.702713672055894e-11,0.498486063426079,7.730562785685559e-11,0.8983418979562516,7.78679517512756e-11,1.298296736076559,7.862904441072876e-11,1.698286726707451
9.392559531834222e-11,0.104135307790573,9.394737593161605e-11,0.5007382605598454,9.405524496394026e-11,0.9000937176818143,9.429312050873409e-11,1.299782883866609,9.483400479356232e-11,1.699597758098959,9.512406985224377e-11,0.1068440952164361,9.511650008591149e-11,0.5022708354393582,9.519714685694185e-11,0.9012422100736079,9.54248006222694e-11,1.300716926983353,9.593142884509249e-11,1.700372672111808,9.921427092844516e-11,0.1313680873189053,9.908602284452929e-11,0.5165160420893347,9.90475188696279e-11,0.9118101382575987,9.920978952964875e-11,1.309117246933528,9.962318471581583e-11,1.706883763459252,9.147249670167445e-11,0.09994169921130779,9.15398504755609e-11,0.497973092983784,9.169694842630675e-11,0.8977194328222353,9.196172450872395e-11,1.297634631635664,9.256377353988457e-11,1.697615846957637,8.949390066287982e-11,0.09983608937159051,8.959395646181122e-11,0.49787165393234,8.973219932949157e-11,0.8977558766200052,9.009063276105926e-11,1.297759188559285,9.072165387586958e-11,1.697803456966564
1.133863386134197e-10,0.103054062216277,1.122449776684764e-10,0.4997449345832849,1.112964079730441e-10,0.8991875657292538,1.104952228921614e-10,1.298978495765556,1.102745780521053e-10,1.698902200129581,1.155185314052269e-10,0.1057214847809239,1.141096371892098e-10,0.5012490586494625,1.129681835504364e-10,0.9003162369161591,1.120412590801362e-10,1.299897167921857,1.1167744333658e-10,1.699667104842056,1.228882832916648e-10,0.1301082430350009,1.209761660421749e-10,0.5153750854845245,1.187966315526416e-10,0.9108125672807863,1.172465722529313e-10,1.308250743428662,1.163900547088622e-10,1.706150900860321,1.092962672085862e-10,0.09893312167056326,1.085294963966655e-10,0.4970345177976966,1.07900239977047e-10,0.8968537287709873,1.073417060462892e-10,1.296863037897501,1.073960269341553e-10,1.696941578224061,1.061596810390971e-10,0.09888059456627239,1.056269814301039e-10,0.496974852692006,1.051416347917175e-10,0.8969234952737734,1.048461882341862e-10,1.297015755732872,1.050879342608576e-10,1.697147238516735
1.313421535589352e-10,0.1019604769587838,1.31353873966663e-10,0.4985987857859888,1.325410882079845e-10,0.8979397424551822,1.335272566317601e-10,1.297680223002404,1.316392487618007e-10,1.697798067292193,1.333241937891412e-10,0.1046511502480756,1.329732484819985e-10,0.5001320138984507,1.33759228254165e-10,0.8991104278805844,1.358873491138901e-10,1.298564414121172,1.339411693771914e-10,1.698523086331746,1.404976649439424e-10,0.1290978424038179,1.393832368550654e-10,0.5143313409928204,1.387168848207391e-10,0.9097053540281079,1.4079553965564e-10,1.306983012718099,1.419754737415128e-10,1.704870066398663,1.277600588710855e-10,0.09777826256563095,1.284487409842845e-10,0.4958079473248652,1.298842239052145e-10,0.8955292561510509,1.288720890040221e-10,1.295630981363579,1.271297390131589e-10,1.695911545455368,1.253842233398765e-10,0.09765238735586636,1.266170826646305e-10,0.4956546415764498,1.260866096473881e-10,0.8956410738088757,1.25246993229692e-10,1.295839168139483,1.236868895290733e-10,1.696171295802561
1.469236811662536e-10,0.1009714438230531,1.473394910487985e-10,0.497589917920463,1.491849366739052e-10,0.8968978967956163,1.513618192186504e-10,1.296588141235137,1.520480862529565e-10,1.696625601531534,1.489814884614897e-10,0.1036749785535993,1.490057960707558e-10,0.4991376303167255,1.504205350992432e-10,0.8980853163796362,1.53721393372627e-10,1.297485983486645,1.541710628913973e-10,1.697371329083933,1.565608063514341e-10,0.1281561666733652,1.557017708109917e-10,0.5133764444408579,1.555661766559819e-10,0.9087252663301395,1.587376398858853e-10,1.30595169009542,1.620896526459687e-10,1.703764214245522,1.432577088627339e-10,0.09675739174822803,1.444087207970226e-10,0.494762987674422,1.465380318415111e-10,0.8944487742723979,1.468562318586056e-10,1.294502740837124,1.481402255994615e-10,1.694683215963463,1.409058622760299e-10,0.09659780582352506,1.426437147877813e-10,0.4945721313953198,1.427772118564795e-10,0.8945313018761268,1.435747629769744e-10,1.29467063058671,1.451263427288113e-10,1.694903020381233
1.629438637615962e-10,0.09994514471652166,1.634070333146308e-10,0.4965604587148063,1.654462865851891e-10,0.8958574390460134,1.680724210541886e-10,1.29552932285222,1.698929171232784e-10,1.69553935745943,1.651318922593303e-10,0.1026623854147229,1.652666597993171e-10,0.4981170966390131,1.668338029220884e-10,0.8970559729232269,1.705827979897321e-10,1.296435548278583,1.720743847808738e-10,1.696296261829313,1.732724999754896e-10,0.1271820788986622,1.725043431466861e-10,0.512392387306299,1.726044679647463e-10,0.9077244082913682,1.761053973852731e-10,1.304932539091006,1.803866529749522e-10,1.702716721029151,1.588692163318219e-10,0.09571155588635044,1.601394020193797e-10,0.4937100802720251,1.625093139159667e-10,0.8933825577981979,1.633558739202342e-10,1.293421030813563,1.659487243355407e-10,1.693568772883191,1.562611425404522e-10,0.09552986925718615,1.581685055183527e-10,0.4934937937281087,1.585151004028432e-10,0.8934456959122871,1.600278535729396e-10,1.293564136743379,1.629919512232103e-10,1.693761650046752
1.797684350997765e-10,0.09887600891496352,1.802881554874964e-10,0.4954836860365757,1.826046768364382e-10,0.8947595984680075,1.85776996013167e-10,1.294397951418999,1.881054805748029e-10,1.694402560772072,1.821672497691407e-10,0.1016058724942407,1.823057305371469e-10,0.4970553488527737,1.840893111372671e-10,0.8959764343073228,1.884305197702538e-10,1.295318226182513,1.905028901432187e-10,1.695165513333298,1.912517339526879e-10,0.1261538880139925,1.902555967464073e-10,0.5113689121887867,1.903501079592902e-10,0.9066925959382343,1.943325616359279e-10,1.303866144993613,1.997064170142648e-10,1.701598298639889,1.753466577152437e-10,0.09460980960615387,1.767854529547611e-10,0.4925943257672374,1.794931317436565e-10,0.8922422752629039,1.807360220297203e-10,1.292262482736882,1.837984535393304e-10,1.692414880060243,1.725737140835864e-10,0.0943912564964519,1.747296683597447e-10,0.4923359041790834,1.752814771406673e-10,0.8922745370249255,1.770861415541948e-10,1.292388870678175,1.806336281256517e-10,1.692589641249992
1.995164829639113e-10,0.09763839620369454,1.995142207045785e-10,0.4942730622303095,2.015894093180522e-10,0.8935580734629307,2.046830368126137e-10,1.293196811316241,2.073927228094641e-10,1.693191755648999,2.024564987048023e-10,0.1003670122317132,2.019044710861811e-10,0.4958521541124842,2.033084132722998e-10,0.8947895529515497,2.076163071337607e-10,1.294127609218256,2.09943742966816e-10,1.693969419716863,2.140888813925532e-10,0.1248725327620596,2.115778921831216e-10,0.5101640001643475,2.106246639576331e-10,0.9055359676219544,2.142623231909643e-10,1.302718116478735,2.198625778685609e-10,1.700438623138608,1.942082953529384e-10,0.09336057616426963,1.953988598814563e-10,0.4913568703286557,1.980159437187631e-10,0.8910060719778897,1.991788230365951e-10,1.291031952720021,2.028840472128446e-10,1.691165817226236,1.909237394870809e-10,0.09311693934594491,1.930006676309001e-10,0.4910631533882578,1.933313586550588e-10,0.8910142542537001,1.952974439625944e-10,1.291124713318249,1.996706690803127e-10,1.69130143071733
2.234579215946467e-10,0.09614669178129678,2.261457296603524e-10,0.4926093200811406,2.262806760270052e-10,0.8920109464230069,2.276183774848921e-10,1.291754368027439,2.290431913806987e-10,1.691838999620921,2.256236775690716e-10,0.0989612639415156,2.278539633264418e-10,0.4942731969353956,2.286173263771228e-10,0.8932442893375304,2.312720627295214e-10,1.292677001742954,2.319579311351847e-10,1.69262476511047,2.35564682556838e-10,0.123673348004347,2.349700736640032e-10,0.5088551642084954,2.379604964200707e-10,0.9039984941748713,2.396721464331934e-10,1.301278763842818,2.434251881087675e-10,1.69910194727385,2.20308238416496e-10,0.09163797177335369,2.20094882868169e-10,0.4897240592958957,2.214767156870426e-10,0.8894506296830869,2.208702711014503e-10,1.289592356481846,2.239772481382323e-10,1.689783855908223,2.15560253796509e-10,0.09140829156040499,2.166502108369601e-10,0.4894196932337982,2.154243335478885e-10,0.8894765603599025,2.162610553826399e-10,1.289669553465895,2.204897944742357e-10,1.689882924043835
2.434271301458953e-10,0.09489161370888168,2.469753034228426e-10,0.4913000362780433,2.481409610368734e-10,0.8906390048260884,2.521265058553449e-10,1.290217493135973,2.569010743178567e-10,1.690107541494661,2.454725663292132e-10,0.09774623580045114,2.485495468206085e-10,0.4930066982091955,2.503760703216281e-10,0.8919143125241341,2.55183423091575e-10,1.291215821031776,2.60805626894296e-10,1.69087478775986,2.55320081802476e-10,0.1225573493988373,2.553408341441592e-10,0.5077079696011857,2.595422306773869e-10,0.90278308900729,2.63022359975959e-10,1.299963370916383,2.719911127954026e-10,1.697498630302071,2.406601182445362e-10,0.09028139732930351,2.411680576948053e-10,0.4883218798400511,2.437481604258757e-10,0.8879694563717673,2.471192103377675e-10,1.287850968906548,2.503653389580937e-10,1.688056380263225,2.362194417694368e-10,0.08996072472305558,2.380988107185045e-10,0.4879174883272639,2.386780789308419e-10,0.8878508104236488,2.44688016234705e-10,1.287689270504571,2.460819496989056e-10,1.688131838633209
