"ILOAD_TRAN (Temp=0,VREF_TRAN=0.05) X","ILOAD_TRAN (Temp=0,VREF_TRAN=0.05) Y","ILOAD_TRAN (Temp=0,VREF_TRAN=0.25) X","ILOAD_TRAN (Temp=0,VREF_TRAN=0.25) Y","ILOAD_TRAN (Temp=0,VREF_TRAN=0.45) X","ILOAD_TRAN (Temp=0,VREF_TRAN=0.45) Y","ILOAD_TRAN (Temp=0,VREF_TRAN=0.65) X","ILOAD_TRAN (Temp=0,VREF_TRAN=0.65) Y","ILOAD_TRAN (Temp=0,VREF_TRAN=0.85) X","ILOAD_TRAN (Temp=0,VREF_TRAN=0.85) Y","ILOAD_TRAN (Temp=27,VREF_TRAN=0.05) X","ILOAD_TRAN (Temp=27,VREF_TRAN=0.05) Y","ILOAD_TRAN (Temp=27,VREF_TRAN=0.25) X","ILOAD_TRAN (Temp=27,VREF_TRAN=0.25) Y","ILOAD_TRAN (Temp=27,VREF_TRAN=0.45) X","ILOAD_TRAN (Temp=27,VREF_TRAN=0.45) Y","ILOAD_TRAN (Temp=27,VREF_TRAN=0.65) X","ILOAD_TRAN (Temp=27,VREF_TRAN=0.65) Y","ILOAD_TRAN (Temp=27,VREF_TRAN=0.85) X","ILOAD_TRAN (Temp=27,VREF_TRAN=0.85) Y","ILOAD_TRAN (Temp=125,VREF_TRAN=0.05) X","ILOAD_TRAN (Temp=125,VREF_TRAN=0.05) Y","ILOAD_TRAN (Temp=125,VREF_TRAN=0.25) X","ILOAD_TRAN (Temp=125,VREF_TRAN=0.25) Y","ILOAD_TRAN (Temp=125,VREF_TRAN=0.45) X","ILOAD_TRAN (Temp=125,VREF_TRAN=0.45) Y","ILOAD_TRAN (Temp=125,VREF_TRAN=0.65) X","ILOAD_TRAN (Temp=125,VREF_TRAN=0.65) Y","ILOAD_TRAN (Temp=125,VREF_TRAN=0.85) X","ILOAD_TRAN (Temp=125,VREF_TRAN=0.85) Y","ILOAD_TRAN (Temp=-55,VREF_TRAN=0.05) X","ILOAD_TRAN (Temp=-55,VREF_TRAN=0.05) Y","ILOAD_TRAN (Temp=-55,VREF_TRAN=0.25) X","ILOAD_TRAN (Temp=-55,VREF_TRAN=0.25) Y","ILOAD_TRAN (Temp=-55,VREF_TRAN=0.45) X","ILOAD_TRAN (Temp=-55,VREF_TRAN=0.45) Y","ILOAD_TRAN (Temp=-55,VREF_TRAN=0.65) X","ILOAD_TRAN (Temp=-55,VREF_TRAN=0.65) Y","ILOAD_TRAN (Temp=-55,VREF_TRAN=0.85) X","ILOAD_TRAN (Temp=-55,VREF_TRAN=0.85) Y","ILOAD_TRAN (Temp=-100,VREF_TRAN=0.05) X","ILOAD_TRAN (Temp=-100,VREF_TRAN=0.05) Y","ILOAD_TRAN (Temp=-100,VREF_TRAN=0.25) X","ILOAD_TRAN (Temp=-100,VREF_TRAN=0.25) Y","ILOAD_TRAN (Temp=-100,VREF_TRAN=0.45) X","ILOAD_TRAN (Temp=-100,VREF_TRAN=0.45) Y","ILOAD_TRAN (Temp=-100,VREF_TRAN=0.65) X","ILOAD_TRAN (Temp=-100,VREF_TRAN=0.65) Y","ILOAD_TRAN (Temp=-100,VREF_TRAN=0.85) X","ILOAD_TRAN (Temp=-100,VREF_TRAN=0.85) Y"
2.510243448032561e-06,0.02,2.509752778667739e-06,0.01948812954880144,2.506420064720155e-06,0.0128560287931088,2.504389746994996e-06,0.008815696520042816,2.508051159353272e-06,0.01610190711301067,2.510169162949086e-06,0.02,2.509075201289374e-06,0.01813975056585322,2.507928260292163e-06,0.0158573379814043,2.505844763748632e-06,0.01171117985977742,2.510025376398239e-06,0.02,2.514103355168265e-06,0.02,2.510816127438102e-06,0.02,2.510078604359947e-06,0.02,2.507581240600989e-06,0.01516676879596883,2.510196014424293e-06,0.02,2.508810437687191e-06,0.0176128709975094,2.50574094888421e-06,0.01150458827957769,2.504998975122908e-06,0.01002806049458725,2.504496056538567e-06,0.0090272525117479,2.508359206286973e-06,0.01671492051107635,2.508325223172318e-06,0.01664729411291302,2.504975343277715e-06,0.009981033122652251,2.504870395712548e-06,0.009772187467970518,2.504021336273061e-06,0.00808255918339202,2.509040528723123e-06,0.01807075215901491
2.510321588796007e-06,0.02,2.51001e-06,0.01999999999999981,2.506602453640014e-06,0.01321898274362866,2.504572090034637e-06,0.009178559168927045,2.508419075514827e-06,0.01683406027450622,2.510210191640343e-06,0.02,2.509403575448262e-06,0.01879321514204068,2.50822242713463e-06,0.01644272999791289,2.506047198000165e-06,0.01211402402032799,2.510041459798042e-06,0.02,2.514368503211333e-06,0.02,2.510987536147102e-06,0.02,2.510094717820634e-06,0.02,2.507826018715986e-06,0.01565387724481124,2.510243835865003e-06,0.02,2.509002216212515e-06,0.01799451026290406,2.505906527076217e-06,0.01183408888167162,2.505167798985326e-06,0.01036401998079766,2.504654383383869e-06,0.009342322933898604,2.508745270111597e-06,0.01748318752207775,2.508490277954097e-06,0.01697575312865385,2.505121898196891e-06,0.01027267741181232,2.505013519302785e-06,0.0100570034125425,2.504161261828414e-06,0.00836101103854452,2.509463976956384e-06,0.01891341414320425
2.51041362292524e-06,0.02,2.510023069253332e-06,0.02,2.506793459545964e-06,0.01359908449646813,2.504763786625064e-06,0.009560035383876415,2.508782484509773e-06,0.01755724417444778,2.51027619010308e-06,0.02,2.509750589648243e-06,0.01948377340000366,2.508538402429721e-06,0.01707152083514374,2.506254181167359e-06,0.01252592052304357,2.51005901640115e-06,0.02,2.514671919467301e-06,0.02,2.511174385662673e-06,0.02,2.510110931451268e-06,0.02,2.508066153670078e-06,0.01613174580345538,2.510314959993211e-06,0.02,2.509185196706348e-06,0.01835864144563262,2.50607970519591e-06,0.01217871333986127,2.505330965905799e-06,0.01068872215253945,2.504814047177749e-06,0.009660053883720345,2.509149066719801e-06,0.01828674277240413,2.508649651229865e-06,0.0172929059474322,2.505272911690733e-06,0.01057319426455769,2.505159772043501e-06,0.01034804636656689,2.504302898240175e-06,0.008642867497948037,2.509736988478192e-06,0.01945670707160245
2.510509395484581e-06,0.02,2.510037179719995e-06,0.02,2.507002043942405e-06,0.01401416744538548,2.504947026429032e-06,0.009924682593774383,2.509165521172181e-06,0.01831948713263979,2.510369336690355e-06,0.02,2.51001e-06,0.01999999999999981,2.50887458616571e-06,0.01774052646976254,2.5064515407559e-06,0.0129186661042406,2.510075124463932e-06,0.02,2.515034587691874e-06,0.02,2.511351121746784e-06,0.02,2.510129367872978e-06,0.02,2.508305476262762e-06,0.01660799776289722,2.510392292469695e-06,0.02,2.509367264937768e-06,0.01872095722615878,2.50626869024536e-06,0.01255479358826587,2.505489467357494e-06,0.01100414004141223,2.504979010100034e-06,0.009988330099067952,2.509570539737678e-06,0.01912547407797925,2.508809066952502e-06,0.01761014323547839,2.505433267175098e-06,0.0108923016784442,2.505313441615926e-06,0.01065384881569317,2.5044494332343e-06,0.008934472136257039,2.51001e-06,0.01999999999999981
2.510610538331195e-06,0.02,2.510053808268529e-06,0.02,2.507244218539995e-06,0.01449609489458981,2.505124895317296e-06,0.0102786416814184,2.509584521230847e-06,0.01915329724938566,2.510486407448453e-06,0.02,2.510026503595424e-06,0.02,2.509226762796014e-06,0.01844135796406768,2.506646968409633e-06,0.01330756713516987,2.510090980140272e-06,0.02,2.515430884831079e-06,0.02,2.511502347065375e-06,0.02,2.510152046174305e-06,0.02,2.508547092315582e-06,0.01708881370800799,2.510479090023512e-06,0.02,2.50955424030914e-06,0.01909303821518853,2.506486891540573e-06,0.01298901416573948,2.505648408173237e-06,0.01132043226474135,2.505154349992152e-06,0.01033725648438276,2.51001e-06,0.01999999999999981,2.508976748165062e-06,0.01794382884847352,2.505611581605475e-06,0.01124714739489429,2.505482637571452e-06,0.01099054876718861,2.504605063865275e-06,0.009244177091896367,2.510025376100297e-06,0.02
2.510723940414424e-06,0.02,2.510075663390115e-06,0.02,2.5075053401734e-06,0.01501572694506663,2.505301899692628e-06,0.01063088038833029,2.51001e-06,0.01999999999999981,2.510600688868172e-06,0.02,2.510042473388921e-06,0.02,2.509583769757711e-06,0.01915180181784427,2.506846827557907e-06,0.01370528684023428,2.510106640256307e-06,0.02,2.515796731420691e-06,0.02,2.511647218755726e-06,0.02,2.510184112599372e-06,0.02,2.508794076127657e-06,0.01758031149403793,2.510591319696372e-06,0.02,2.509749987282666e-06,0.01948257469250513,2.506729822983334e-06,0.01347244773683399,2.505810900093897e-06,0.01164379118685479,2.50532658688092e-06,0.01068000789303035,2.510028496916772e-06,0.02,2.509146048818364e-06,0.01828073714854479,2.505821837490484e-06,0.01166555660606279,2.505680616226677e-06,0.0113845262910863,2.504759560919836e-06,0.009551626230474041,2.510040010176281e-06,0.02
2.510861793080307e-06,0.02,2.510091218625364e-06,0.02,2.507779680420014e-06,0.01556166403582758,2.505481872662628e-06,0.01098902659862924,2.510028287008114e-06,0.02,2.510720175213376e-06,0.02,2.510059677404809e-06,0.02,2.509796884878855e-06,0.01957590090892204,2.50704887111631e-06,0.01410735352145623,2.510123492798165e-06,0.02,2.516210279652839e-06,0.02,2.511794316008929e-06,0.02,2.510235072454272e-06,0.02,2.509056625134375e-06,0.01810278401740684,2.510756550473559e-06,0.02,2.509879993641333e-06,0.01974128734625204,2.506971478304607e-06,0.01395334182616865,2.505980129851026e-06,0.01198055840354143,2.505493375056424e-06,0.01101191636228285,2.510047103763886e-06,0.02,2.509310466184088e-06,0.01860792770633524,2.506037221677657e-06,0.0120941711385371,2.505898485237696e-06,0.01181808562301408,2.504909245620786e-06,0.009849498785364268,2.510056399013264e-06,0.02
2.511006663491448e-06,0.02,2.510106687204018e-06,0.02,2.508067777149251e-06,0.01613497652700871,2.505669976689545e-06,0.01136335361219506,2.510046772974591e-06,0.02,2.510860199560576e-06,0.02,2.510075997658437e-06,0.02,2.51001e-06,0.01999999999999981,2.507260811239979e-06,0.0145291143675585,2.510142803700508e-06,0.02,2.516780832947837e-06,0.02,2.511951631499315e-06,0.02,2.510306555304816e-06,0.02,2.509350810603624e-06,0.01868821310121119,2.510926657592482e-06,0.02,2.51001e-06,0.01999999999999981,2.507209322285816e-06,0.01442665134877301,2.506164178831903e-06,0.01234681587548672,2.505661027973483e-06,0.01134554566723079,2.51006780511779e-06,0.02,2.509474122280736e-06,0.01893360333866485,2.506242705207947e-06,0.01250308336381453,2.506111667445708e-06,0.01224231821695879,2.505058419111051e-06,0.01014635403099157,2.510077276954646e-06,0.02
2.51113054104591e-06,0.02,2.510124123393388e-06,0.02,2.508365981095913e-06,0.0167284023808669,2.50586709108768e-06,0.01175561126448213,2.510067427503248e-06,0.02,2.511013126240384e-06,0.02,2.510092122599522e-06,0.02,2.51002515231471e-06,0.02,2.507493663044348e-06,0.01499248945825201,2.510166126712396e-06,0.02,2.5175509852672e-06,0.02,2.512130646216423e-06,0.02,2.510411172278497e-06,0.02,2.509711997372947e-06,0.01940697477216526,2.511105645970162e-06,0.02,2.510020413707893e-06,0.02,2.507441902592157e-06,0.01488948615839317,2.506376434996739e-06,0.01276920564350953,2.505828865181411e-06,0.01167954171100852,2.510083283278935e-06,0.02,2.509640324816232e-06,0.01926434638430178,2.506439436516843e-06,0.01289457866851692,2.506318148814093e-06,0.01265321614004562,2.505209057234428e-06,0.01044612389651183,2.510092755082194e-06,0.02
2.511244202800576e-06,0.02,2.510145089664696e-06,0.02,2.508673009525127e-06,0.01733938895500179,2.506053355100956e-06,0.01212627665090247,2.510083348209814e-06,0.02,2.51116379615965e-06,0.02,2.510108346135289e-06,0.02,2.510038805590519e-06,0.02,2.507767159921347e-06,0.01553674824348103,2.51019626894855e-06,0.02,2.518266008167364e-06,0.02,2.512352302117263e-06,0.02,2.510538068134546e-06,0.02,2.51001e-06,0.01999999999999981,2.511306761418423e-06,0.02,2.510030411716443e-06,0.02,2.507670646139599e-06,0.01534468581780156,2.506617313143126e-06,0.01324855315482061,2.506002606420821e-06,0.01202528677743273,2.510099154872119e-06,0.02,2.509814071368409e-06,0.0196101020231345,2.506628541775815e-06,0.0132708981338713,2.506517305637494e-06,0.01304953821861375,2.505367235984109e-06,0.01076089960837627,2.510107688795374e-06,0.02
2.51135730848809e-06,0.02,2.510173407723866e-06,0.02,2.508993805424519e-06,0.01797777279479238,2.506236989262734e-06,0.01249170863284142,2.510099490835924e-06,0.02,2.511291396168086e-06,0.02,2.510126541249881e-06,0.02,2.510054175348668e-06,0.02,2.508064435840872e-06,0.01612832732333447,2.510250382634329e-06,0.02,2.518987084774481e-06,0.02,2.512578394589529e-06,0.02,2.510683552787256e-06,0.02,2.510024233777204e-06,0.02,2.511501545174697e-06,0.02,2.51004238965352e-06,0.02,2.507901638898865e-06,0.01580436140874203,2.50686316974305e-06,0.01373780778866963,2.506190796594808e-06,0.01239978522366786,2.510115183559921e-06,0.02,2.509912035684204e-06,0.01980505101156673,2.506813846355913e-06,0.01363965424826589,2.50671092360597e-06,0.01343483797588083,2.505541656851703e-06,0.01110799713488793,2.510123902831301e-06,0.02
2.511476708160407e-06,0.02,2.510217099341838e-06,0.02,2.509331378542608e-06,0.01864954329979063,2.506423856688819e-06,0.01286357481074891,2.510115802554821e-06,0.02,2.511413446682581e-06,0.02,2.510148660870696e-06,0.02,2.510075197305169e-06,0.02,2.508385974930808e-06,0.01676819011230788,2.51031685677709e-06,0.02,2.519929094502541e-06,0.02,2.51280904608179e-06,0.02,2.510852000754727e-06,0.02,2.510039574849322e-06,0.02,2.511699286399415e-06,0.02,2.510057053691494e-06,0.02,2.508144196503451e-06,0.01628705104186729,2.506925026883336e-06,0.0138609034978376,2.506406810812652e-06,0.01282965351717666,2.510132529190093e-06,0.02,2.51001e-06,0.01999999999999981,2.507001088707077e-06,0.01401226652708369,2.506904172118797e-06,0.0138194025164063,2.50574706123239e-06,0.01151675185245637,2.510142279552076e-06,0.02
2.511612967811646e-06,0.02,2.510284553368195e-06,0.02,2.509669708792859e-06,0.01932282049778918,2.506612923428225e-06,0.01323981762216671,2.51013347145179e-06,0.02,2.51153859682633e-06,0.02,2.510177909790296e-06,0.02,2.510091217953625e-06,0.02,2.508737608156629e-06,0.01746794023169234,2.510382919933449e-06,0.02,2.521373021989143e-06,0.02,2.513053082101627e-06,0.02,2.511026811749331e-06,0.02,2.51005754337462e-06,0.02,2.511923368499802e-06,0.02,2.510071924094154e-06,0.02,2.508401846030354e-06,0.01679977360040344,2.506955955453478e-06,0.01392245135242116,2.506657638342573e-06,0.01332880030171949,2.510152809130203e-06,0.02,2.510018776191477e-06,0.02,2.507197394646219e-06,0.01440291534597609,2.507103959145758e-06,0.01421697870005751,2.505974669205444e-06,0.01196969171883379,2.510164814396749e-06,0.02
