"VOUT_TRAN (Temp=0,VREF_TRAN=0.05) X","VOUT_TRAN (Temp=0,VREF_TRAN=0.05) Y","VOUT_TRAN (Temp=0,VREF_TRAN=0.25) X","VOUT_TRAN (Temp=0,VREF_TRAN=0.25) Y","VOUT_TRAN (Temp=0,VREF_TRAN=0.45) X","VOUT_TRAN (Temp=0,VREF_TRAN=0.45) Y","VOUT_TRAN (Temp=0,VREF_TRAN=0.65) X","VOUT_TRAN (Temp=0,VREF_TRAN=0.65) Y","VOUT_TRAN (Temp=0,VREF_TRAN=0.85) X","VOUT_TRAN (Temp=0,VREF_TRAN=0.85) Y","VOUT_TRAN (Temp=27,VREF_TRAN=0.05) X","VOUT_TRAN (Temp=27,VREF_TRAN=0.05) Y","VOUT_TRAN (Temp=27,VREF_TRAN=0.25) X","VOUT_TRAN (Temp=27,VREF_TRAN=0.25) Y","VOUT_TRAN (Temp=27,VREF_TRAN=0.45) X","VOUT_TRAN (Temp=27,VREF_TRAN=0.45) Y","VOUT_TRAN (Temp=27,VREF_TRAN=0.65) X","VOUT_TRAN (Temp=27,VREF_TRAN=0.65) Y","VOUT_TRAN (Temp=27,VREF_TRAN=0.85) X","VOUT_TRAN (Temp=27,VREF_TRAN=0.85) Y","VOUT_TRAN (Temp=125,VREF_TRAN=0.05) X","VOUT_TRAN (Temp=125,VREF_TRAN=0.05) Y","VOUT_TRAN (Temp=125,VREF_TRAN=0.25) X","VOUT_TRAN (Temp=125,VREF_TRAN=0.25) Y","VOUT_TRAN (Temp=125,VREF_TRAN=0.45) X","VOUT_TRAN (Temp=125,VREF_TRAN=0.45) Y","VOUT_TRAN (Temp=125,VREF_TRAN=0.65) X","VOUT_TRAN (Temp=125,VREF_TRAN=0.65) Y","VOUT_TRAN (Temp=125,VREF_TRAN=0.85) X","VOUT_TRAN (Temp=125,VREF_TRAN=0.85) Y","VOUT_TRAN (Temp=-55,VREF_TRAN=0.05) X","VOUT_TRAN (Temp=-55,VREF_TRAN=0.05) Y","VOUT_TRAN (Temp=-55,VREF_TRAN=0.25) X","VOUT_TRAN (Temp=-55,VREF_TRAN=0.25) Y","VOUT_TRAN (Temp=-55,VREF_TRAN=0.45) X","VOUT_TRAN (Temp=-55,VREF_TRAN=0.45) Y","VOUT_TRAN (Temp=-55,VREF_TRAN=0.65) X","VOUT_TRAN (Temp=-55,VREF_TRAN=0.65) Y","VOUT_TRAN (Temp=-55,VREF_TRAN=0.85) X","VOUT_TRAN (Temp=-55,VREF_TRAN=0.85) Y","VOUT_TRAN (Temp=-100,VREF_TRAN=0.05) X","VOUT_TRAN (Temp=-100,VREF_TRAN=0.05) Y","VOUT_TRAN (Temp=-100,VREF_TRAN=0.25) X","VOUT_TRAN (Temp=-100,VREF_TRAN=0.25) Y","VOUT_TRAN (Temp=-100,VREF_TRAN=0.45) X","VOUT_TRAN (Temp=-100,VREF_TRAN=0.45) Y","VOUT_TRAN (Temp=-100,VREF_TRAN=0.65) X","VOUT_TRAN (Temp=-100,VREF_TRAN=0.65) Y","VOUT_TRAN (Temp=-100,VREF_TRAN=0.85) X","VOUT_TRAN (Temp=-100,VREF_TRAN=0.85) Y"
6.894324018206049e-11,0.1058947351233785,6.915413122152051e-11,0.502499107988425,6.944239492646287e-11,0.9018594871248053,6.991997321592975e-11,1.301557131846129,7.065736781220679e-11,1.701388586927951,6.968080649260689e-11,0.1085951981774206,6.989132778633662e-11,0.5040224554281453,7.017893229009655e-11,0.9029980044578566,7.064562687673224e-11,1.302481628964748,7.138606236714927e-11,1.702153308313958,7.214281026772377e-11,0.1330970785546805,7.235213260069386e-11,0.5182417252311849,7.264282339989005e-11,0.913536677408656,7.309219282411234e-11,1.310852717442226,7.384764513518056e-11,1.708633952764157,6.741303051997887e-11,0.1017209476445908,6.762612130528134e-11,0.4997551594203992,6.791559660558247e-11,0.899507754224616,6.842065152357056e-11,1.2994305595108,6.914175329600178e-11,1.699429333537563,6.616793472600448e-11,0.1016339318762883,6.637978466224497e-11,0.4996733752210578,6.667001137202827e-11,0.8995618643369873,6.7209435871932e-11,1.299575180845818,6.79004667955647e-11,1.699637140719244
8.027835987030884e-11,0.1052172517146692,8.045283547376081e-11,0.5018423900113999,8.070897915802689e-11,0.9012300387210153,8.117354844920561e-11,1.300970577044065,8.195666223253701e-11,1.700865608126849,8.119777474805948e-11,0.1079101697721417,8.13654501584151e-11,0.5033585029929795,8.161489442302062e-11,0.9023615611670514,8.206065382988131e-11,1.301887465220462,8.283948475586281e-11,1.701623244744286,8.428437352084065e-11,0.1323883680405051,8.442557456363405e-11,0.5175554029763683,8.465086911160717e-11,0.9128795919088054,8.504920201380211e-11,1.310237825054009,8.581908862888449e-11,1.708085582046303,7.837776242740042e-11,0.1010602600056571,7.856400849680007e-11,0.4991149528720057,7.883239336850385e-11,0.8988944111352092,7.934256529606604e-11,1.298861846065101,8.012410059921644e-11,1.698922371457105,7.683453543989052e-11,0.1009888163636908,7.702713672055894e-11,0.4990484466896726,7.730562785685559e-11,0.8989633469429187,7.78679517512756e-11,1.299023831353984,7.862904441072876e-11,1.699144857120439
9.392559531834222e-11,0.1043183287328735,9.394737593161605e-11,0.5009706966396126,9.405524496394026e-11,0.9003927425390705,9.429312050873409e-11,1.300191755237713,9.483400479356232e-11,1.700175392236152,9.512406985224377e-11,0.1070007214861992,9.511650008591149e-11,0.5024771356549329,9.519714685694185e-11,0.9015152679677145,9.54248006222694e-11,1.301097282549907,9.593142884509249e-11,1.700922978069899,9.921427092844516e-11,0.1314440550247192,9.908602284452929e-11,0.5166428636001597,9.90475188696279e-11,0.9120060106895568,9.920978952964875e-11,1.309417067792096,9.962318471581583e-11,1.707358819347311,9.147249670167445e-11,0.1001839419136754,9.15398504755609e-11,0.4982647850520887,9.169694842630675e-11,0.8980774680170548,9.196172450872395e-11,1.298109123966885,9.256377353988457e-11,1.698254615386694,8.949390066287982e-11,0.1001327815853666,8.959395646181122e-11,0.4982176441674306,8.973219932949157e-11,0.8981686411968637,9.009063276105926e-11,1.298295941101165,9.072165387586958e-11,1.698497454045787
1.133863386134197e-10,0.1029927139289838,1.122449776684764e-10,0.4997321117006175,1.112964079730441e-10,0.8992418668921759,1.104952228921614e-10,1.299147779949096,1.102745780521053e-10,1.699256534312803,1.155185314052269e-10,0.1056328299302643,1.141096371892098e-10,0.5012086794103174,1.129681835504364e-10,0.9003426535763668,1.120412590801362e-10,1.300035135350327,1.1167744333658e-10,1.699990569984451,1.228882832916648e-10,0.1299440805947641,1.209761660421749e-10,0.5152525141153534,1.187966315526416e-10,0.9107570292698963,1.172465722529313e-10,1.308300646331187,1.163900547088622e-10,1.706389587231,1.092962672085862e-10,0.09893378562942197,1.085294963966655e-10,0.497084539643056,1.07900239977047e-10,0.8969715982295418,1.073417060462892e-10,1.297104734794628,1.073960269341553e-10,1.697365302761362,1.061596810390971e-10,0.09893871843564685,1.056269814301039e-10,0.4970828822627587,1.051416347917175e-10,0.8971007159892033,1.048461882341862e-10,1.297326832394158,1.050879342608576e-10,1.697634156097544
1.313421535589352e-10,0.1018018194673345,1.31353873966663e-10,0.4984572995448378,1.325410882079845e-10,0.8978235960438041,1.335272566317601e-10,1.297626469414862,1.316392487618007e-10,1.697908044781913,1.333241937891412e-10,0.1044781340139612,1.329732484819985e-10,0.4999746508179598,1.33759228254165e-10,0.8989780394712368,1.358873491138901e-10,1.298483240261907,1.339411693771914e-10,1.698599007135804,1.404976649439424e-10,0.1288910565360047,1.393832368550654e-10,0.5141316304565436,1.387168848207391e-10,0.9095257406878049,1.4079553965564e-10,1.306842096066232,1.419754737415128e-10,1.704851756457771,1.277600588710855e-10,0.09765478914640557,1.284487409842845e-10,0.4957028293915244,1.298842239052145e-10,0.895451752390525,1.288720890040221e-10,1.295642562290972,1.271297390131589e-10,1.696098129914349,1.253842233398765e-10,0.09756178810821416,1.266170826646305e-10,0.4955822996983101,1.260866096473881e-10,0.8956109460792288,1.25246993229692e-10,1.295916580778613,1.236868895290733e-10,1.696427974016487
1.469236811662536e-10,0.1008235911443258,1.473394910487985e-10,0.4974411449000868,1.491849366739052e-10,0.8967549010276818,1.513618192186504e-10,1.296471907459617,1.520480862529565e-10,1.696605492623555,1.489814884614897e-10,0.1035213433076919,1.490057960707558e-10,0.4989799320709037,1.504205350992432e-10,0.8979311191589301,1.53721393372627e-10,1.297352927494185,1.541710628913973e-10,1.697327406810503,1.565608063514341e-10,0.1279977705160084,1.557017708109917e-10,0.5132024028396485,1.555661766559819e-10,0.9085425989731983,1.587376398858853e-10,1.30577701088484,1.620896526459687e-10,1.703655972243817,1.432577088627339e-10,0.09662796015237297,1.444087207970226e-10,0.4946366672506444,1.465380318415111e-10,0.8943317467588732,1.468562318586056e-10,1.294428477190446,1.481402255994615e-10,1.694717918633904,1.409058622760299e-10,0.09648787980165843,1.426437147877813e-10,0.4944677134664417,1.427772118564795e-10,0.894441940839782,1.435747629769744e-10,1.294641161882507,1.451263427288113e-10,1.694990955616109
1.629438637615962e-10,0.09987119408618332,1.634070333146308e-10,0.4964719243403984,1.654462865851891e-10,0.8957593962537331,1.680724210541886e-10,1.295430685203544,1.698929171232784e-10,1.695488678235453,1.651318922593303e-10,0.1025891786420241,1.652666597993171e-10,0.4980257480116748,1.668338029220884e-10,0.8969514581991084,1.705827979897321e-10,1.296328681259183,1.720743847808738e-10,1.696228935916673,1.732724999754896e-10,0.1271244841918713,1.725043431466861e-10,0.5123049069219958,1.726044679647463e-10,0.9076082654810032,1.761053973852731e-10,1.3048000261293,1.803866529749522e-10,1.702606992411991,1.588692163318219e-10,0.09564150355041574,1.601394020193797e-10,0.4936314228825506,1.625093139159667e-10,0.893298988286955,1.633558739202342e-10,1.293345907693968,1.659487243355407e-10,1.693558804200142,1.562611425404522e-10,0.09546725773498224,1.581685055183527e-10,0.4934268158992892,1.585151004028432e-10,0.8933738149250584,1.600278535729396e-10,1.29351755666824,1.629919512232103e-10,1.69379283866879
1.797684350997765e-10,0.09890420189830264,1.802881554874964e-10,0.4954908627855155,1.826046768364382e-10,0.8947484536160144,1.85776996013167e-10,1.294367651448967,1.881054805748029e-10,1.694381297809836,1.821672497691407e-10,0.1016385544184592,1.823057305371469e-10,0.4970637440723107,1.840893111372671e-10,0.8959625795557969,1.884305197702538e-10,1.295286350053702,1.905028901432187e-10,1.695134187388751,1.912517339526879e-10,0.1262114396582671,1.902555967464073e-10,0.5113926951169747,1.903501079592902e-10,0.9066788779577154,1.943325616359279e-10,1.303821702464426,1.997064170142648e-10,1.701544615648581,1.753466577152437e-10,0.09463267703474056,1.767854529547611e-10,0.4926021704682645,1.794931317436565e-10,0.8922363343208038,1.807360220297203e-10,1.29224015574533,1.837984535393304e-10,1.692421005623649,1.725737140835864e-10,0.09441267972664584,1.747296683597447e-10,0.4923469563642051,1.752814771406673e-10,0.8922678682914275,1.770861415541948e-10,1.292379954202127,1.806336281256517e-10,1.692625216960013
1.995164829639113e-10,0.09776458579414186,1.995142207045785e-10,0.4943792561016269,2.015894093180522e-10,0.8936437702710862,2.046830368126137e-10,1.293254951598031,2.073927228094641e-10,1.693235938685377,2.024564987048023e-10,0.1004983297224463,2.019044710861811e-10,0.4959615326005004,2.033084132722998e-10,0.8948753385569798,2.076163071337607e-10,1.294188281584606,2.09943742966816e-10,1.694008561266131,2.140888813925532e-10,0.1250244975800093,2.115778921831216e-10,0.5102908865686829,2.106246639576331e-10,0.9056286777229331,2.142623231909643e-10,1.302775749065333,2.198625778685609e-10,1.700469174263187,1.942082953529384e-10,0.09347757927525219,1.953988598814563e-10,0.4914579417868157,1.980159437187631e-10,0.8910901615807159,1.991788230365951e-10,1.291087924740413,2.028840472128446e-10,1.691226164663487,1.909237394870809e-10,0.09322695434160974,1.930006676309001e-10,0.4911608762918761,1.933313586550588e-10,0.8910900803603162,1.952974439625944e-10,1.291182903858131,1.996706690803127e-10,1.691380261290265
2.234579215946467e-10,0.09631917432872858,2.261457296603524e-10,0.4927789769536943,2.262806760270052e-10,0.8921703601352081,2.276183774848921e-10,1.291893294930788,2.290431913806987e-10,1.691958722565249,2.256236775690716e-10,0.09913313451821898,2.278539633264418e-10,0.4944423599528461,2.286173263771228e-10,0.8934043633522579,2.312720627295214e-10,1.292819089035789,2.319579311351847e-10,1.692742817686968,2.35564682556838e-10,0.1238415016104389,2.349700736640032e-10,0.5090230326386802,2.379604964200707e-10,0.9041608103025253,2.396721464331934e-10,1.301421352545001,2.434251881087675e-10,1.699219199493446,2.20308238416496e-10,0.09181045991158994,2.20094882868169e-10,0.4898902443720575,2.214767156870426e-10,0.8896065040005777,2.208702711014503e-10,1.289724872036343,2.239772481382323e-10,1.6899110082052,2.15560253796509e-10,0.09157583649126938,2.166502108369601e-10,0.4895805283463979,2.154243335478885e-10,0.8896231603697146,2.162610553826399e-10,1.289797293622645,2.204897944742357e-10,1.690019011877109
