"VOUT_TRAN_VDD (Temp=0,VREF_TRAN=0.05) X","VOUT_TRAN_VDD (Temp=0,VREF_TRAN=0.05) Y","VOUT_TRAN_VDD (Temp=0,VREF_TRAN=0.25) X","VOUT_TRAN_VDD (Temp=0,VREF_TRAN=0.25) Y","VOUT_TRAN_VDD (Temp=0,VREF_TRAN=0.45) X","VOUT_TRAN_VDD (Temp=0,VREF_TRAN=0.45) Y","VOUT_TRAN_VDD (Temp=0,VREF_TRAN=0.65) X","VOUT_TRAN_VDD (Temp=0,VREF_TRAN=0.65) Y","VOUT_TRAN_VDD (Temp=0,VREF_TRAN=0.85) X","VOUT_TRAN_VDD (Temp=0,VREF_TRAN=0.85) Y","VOUT_TRAN_VDD (Temp=27,VREF_TRAN=0.05) X","VOUT_TRAN_VDD (Temp=27,VREF_TRAN=0.05) Y","VOUT_TRAN_VDD (Temp=27,VREF_TRAN=0.25) X","VOUT_TRAN_VDD (Temp=27,VREF_TRAN=0.25) Y","VOUT_TRAN_VDD (Temp=27,VREF_TRAN=0.45) X","VOUT_TRAN_VDD (Temp=27,VREF_TRAN=0.45) Y","VOUT_TRAN_VDD (Temp=27,VREF_TRAN=0.65) X","VOUT_TRAN_VDD (Temp=27,VREF_TRAN=0.65) Y","VOUT_TRAN_VDD (Temp=27,VREF_TRAN=0.85) X","VOUT_TRAN_VDD (Temp=27,VREF_TRAN=0.85) Y","VOUT_TRAN_VDD (Temp=125,VREF_TRAN=0.05) X","VOUT_TRAN_VDD (Temp=125,VREF_TRAN=0.05) Y","VOUT_TRAN_VDD (Temp=125,VREF_TRAN=0.25) X","VOUT_TRAN_VDD (Temp=125,VREF_TRAN=0.25) Y","VOUT_TRAN_VDD (Temp=125,VREF_TRAN=0.45) X","VOUT_TRAN_VDD (Temp=125,VREF_TRAN=0.45) Y","VOUT_TRAN_VDD (Temp=125,VREF_TRAN=0.65) X","VOUT_TRAN_VDD (Temp=125,VREF_TRAN=0.65) Y","VOUT_TRAN_VDD (Temp=125,VREF_TRAN=0.85) X","VOUT_TRAN_VDD (Temp=125,VREF_TRAN=0.85) Y","VOUT_TRAN_VDD (Temp=-55,VREF_TRAN=0.05) X","VOUT_TRAN_VDD (Temp=-55,VREF_TRAN=0.05) Y","VOUT_TRAN_VDD (Temp=-55,VREF_TRAN=0.25) X","VOUT_TRAN_VDD (Temp=-55,VREF_TRAN=0.25) Y","VOUT_TRAN_VDD (Temp=-55,VREF_TRAN=0.45) X","VOUT_TRAN_VDD (Temp=-55,VREF_TRAN=0.45) Y","VOUT_TRAN_VDD (Temp=-55,VREF_TRAN=0.65) X","VOUT_TRAN_VDD (Temp=-55,VREF_TRAN=0.65) Y","VOUT_TRAN_VDD (Temp=-55,VREF_TRAN=0.85) X","VOUT_TRAN_VDD (Temp=-55,VREF_TRAN=0.85) Y","VOUT_TRAN_VDD (Temp=-100,VREF_TRAN=0.05) X","VOUT_TRAN_VDD (Temp=-100,VREF_TRAN=0.05) Y","VOUT_TRAN_VDD (Temp=-100,VREF_TRAN=0.25) X","VOUT_TRAN_VDD (Temp=-100,VREF_TRAN=0.25) Y","VOUT_TRAN_VDD (Temp=-100,VREF_TRAN=0.45) X","VOUT_TRAN_VDD (Temp=-100,VREF_TRAN=0.45) Y","VOUT_TRAN_VDD (Temp=-100,VREF_TRAN=0.65) X","VOUT_TRAN_VDD (Temp=-100,VREF_TRAN=0.65) Y","VOUT_TRAN_VDD (Temp=-100,VREF_TRAN=0.85) X","VOUT_TRAN_VDD (Temp=-100,VREF_TRAN=0.85) Y"
0,0.1086539780222147,0,0.5047850208325876,0,0.9040656445664588,0,1.303649928902307,0,1.703317195955363,0,0.1114181323551252,0,0.5062890126924515,0,0.9051810231224802,0,1.304561021208552,0,1.704078178894574,0,0.136801266898364,0,0.5207577261534816,0,0.9157478344747241,0,1.312887412822245,0,1.71050213155897,0,0.1045961144042899,0,0.5022124406658901,0,0.9018727768863916,0,1.301659435196422,0,1.7014780206106,0,0.1046943942010206,0,0.5021138088139726,0,0.9019011462338438,0,1.301761777183157,0,1.701638028290381
9.999999999999999e-12,0.1086539780221703,9.999999999999999e-12,0.5047850208332905,9.999999999999999e-12,0.904065644563397,9.999999999999999e-12,1.303649928898547,9.999999999999999e-12,1.703317195952958,9.999999999999999e-12,0.1114181323548667,9.999999999999999e-12,0.5062890126907862,9.999999999999999e-12,0.905181023120243,9.999999999999999e-12,1.304561021265122,9.999999999999999e-12,1.704078178889959,9.999999999999999e-12,0.1368012668982372,9.999999999999999e-12,0.5207577261521618,9.999999999999999e-12,0.9157478344723031,9.999999999999999e-12,1.312887412818949,9.999999999999999e-12,1.710502131555215,9.999999999999999e-12,0.1045961144087324,9.999999999999999e-12,0.5022124406896564,9.999999999999999e-12,0.9018727769183654,9.999999999999999e-12,1.301659435193032,9.999999999999999e-12,1.701478020666988,9.999999999999999e-12,0.1046943942038761,9.999999999999999e-12,0.5021138088121658,9.999999999999999e-12,0.9019011462311612,9.999999999999999e-12,1.301761777179454,9.999999999999999e-12,1.701638028285588
1.192031052678831e-11,0.1084466117757423,1.192073393576951e-11,0.5045776442141479,1.192129240690974e-11,0.9038582540557387,1.19221631153259e-11,1.303442516331294,1.192345673742321e-11,1.70310974988071,1.193820718546097e-11,0.1112111868018283,1.193863896952808e-11,0.506082056834014,1.19392040664372e-11,0.9049740535893646,1.194006554591031e-11,1.304354030497519,1.194137203965604e-11,1.703871155115722,1.199662358372314e-11,0.136595635550008,1.199708535058413e-11,0.5205520846075488,1.199769205303628e-11,0.9155421793418224,1.199856397157628e-11,1.312681737815815,1.199992259441632e-11,1.710296424773481,1.188263485449517e-11,0.1043878348007344,1.188305071405956e-11,0.5020041502207589,1.188359883666517e-11,0.9016644719850476,1.188449560638818e-11,1.301451106245906,1.188574629922525e-11,1.70126965759303,1.185132545452366e-11,0.1044853253419197,1.185173313334666e-11,0.501904728737842,1.185227003566126e-11,0.901692051315706,1.185320573689377e-11,1.301552656043919,1.185439771910474e-11,1.701428873183317
1.576093158036492e-11,0.1083178553033824,1.576220180730853e-11,0.5044488837602925,1.576387722072921e-11,0.903729487011144,1.57664893459777e-11,1.30331373630054,1.577037021226964e-11,1.702980945915423,1.581462155638291e-11,0.1110834400159427,1.581591690858425e-11,0.5059543065623471,1.58176121993116e-11,0.9048462975597614,1.582019663773092e-11,1.304226263066631,1.582411611896812e-11,1.703743365420483,1.598987075116941e-11,0.1364710233641041,1.599125605175238e-11,0.5204274701892992,1.599307615910884e-11,0.9154175608794762,1.599569191472884e-11,1.312557111353908,1.599976778324896e-11,1.710171780571639,1.564790456348552e-11,0.1042568756896033,1.564915214217868e-11,0.5018731855222947,1.565079650999551e-11,0.901533498785226,1.565348681916454e-11,1.30132011653365,1.565723889767576e-11,1.701138640884684,1.555397636357099e-11,0.104352452493194,1.555519940003999e-11,0.5017718490756058,1.555681010698377e-11,0.9015591617955218,1.555961721068131e-11,1.30141974650455,1.556319315731422e-11,1.701295934767435
1.872845630438859e-11,0.1082194798920464,1.873034782410151e-11,0.5043505318616759,1.873220790186726e-11,0.9036311845766563,1.873467745552529e-11,1.303215520321893,1.87381039577259e-11,1.70288285803489,1.879945557068878e-11,0.1109861876384889,1.880198979268958e-11,0.5058570589399285,1.880432613368852e-11,0.904749085595141,1.880706191136945e-11,1.304129127426264,1.881073241715857e-11,1.703646352135542,1.902370502012416e-11,0.1363774557465318,1.902898992781383e-11,0.5203338303696952,1.90341928219473e-11,0.9153238774227196,1.903958518392601e-11,1.312463424952484,1.90461032515139e-11,1.710078137828276,1.857687351903001e-11,0.1041561037292103,1.857810290381182e-11,0.5017724568232712,1.857954513346866e-11,0.9014328311309149,1.85818506312403e-11,1.301219545820692,1.85849315454232e-11,1.70103820271463,1.845032029160611e-11,0.1042496002858105,1.845139090798044e-11,0.5016690438707375,1.845270633781913e-11,0.901456420079184,1.845504227962851e-11,1.301317108575362,1.845781648482762e-11,1.701193429847143
2.269197793117232e-11,0.1080920765069366,2.26955270121429e-11,0.5042231879243899,2.269849169904338e-11,0.9035039474758302,2.270190368633565e-11,1.303088463022183,2.270626003113963e-11,1.702756062330546,2.280863322205027e-11,0.1108594665152045,2.281387984351233e-11,0.5057303683862762,2.281810363773647e-11,0.9046224811117709,2.282227419658617e-11,1.3040026875598,2.282724040464296e-11,1.703520167498773,2.316902524665299e-11,0.1362532372631715,2.318164416196217e-11,0.5202095194003041,2.319349718888173e-11,0.915199527779247,2.320484526485499e-11,1.312339115623376,2.321735034996229e-11,1.709953964506992,2.244105193485597e-11,0.104027321011549,2.244284909913152e-11,0.5016437629362771,2.244472624652039e-11,0.9013042598357899,2.244759191431458e-11,1.301091168710748,2.245119124976531e-11,1.700910087162457,2.223141299824176e-11,0.1041196469549635,2.223281337376981e-11,0.5015391834961868,2.223439387830015e-11,0.9013266836731216,2.223719476692721e-11,1.301187575452725,2.224020813105934e-11,1.701064151958396
2.979856695654351e-11,0.1078729688367715,2.980622315645132e-11,0.5040044013389373,2.981223300874305e-11,0.9032856378986761,2.981864469572008e-11,1.302870912491062,2.982636357319146e-11,1.702539599637107,3.003883992336863e-11,0.1106400922796642,3.005065236597401e-11,0.5055112600646801,3.005974344732582e-11,0.9044038133718587,3.006805466077689e-11,1.303784751242268,3.007726054299141e-11,1.703303323673171,3.07760050885171e-11,0.1360338453678377,3.080612653654853e-11,0.5199901423599619,3.083411150259053e-11,0.9149803487216653,3.086029966113573e-11,1.312120423173227,3.088823147568479e-11,1.709736162610406,2.92822749718564e-11,0.1038089945182364,2.928568479853689e-11,0.5014258080595553,2.928907461304806e-11,0.9010867985868506,2.929405236664407e-11,1.300874487851875,2.929995712106516e-11,1.700694449873505,2.885321591842251e-11,0.1039020305451788,2.885567249293104e-11,0.5013219365920332,2.885835495499147e-11,0.9011099184797075,2.886302503930979e-11,1.300971608088575,2.886760537512841e-11,1.70084916993469
3.988797582077479e-11,0.1075732969246622,3.994482843481472e-11,0.5037047248515298,4.001416963162578e-11,0.9029859919050729,4.011869150043149e-11,1.302571309939587,4.027164195996134e-11,1.70224002463041,4.020085628679405e-11,0.1103425954551054,4.026463216903105e-11,0.5052137261203811,4.033885561954889e-11,0.9041063053445325,4.044445571618056e-11,1.303487319263544,4.059989386313173e-11,1.703005987408561,4.122442371040087e-11,0.1357416533140019,4.129177677534227e-11,0.5196984880495595,4.137481787767335e-11,0.9146892194270078,4.148773963191576e-11,1.311829815692459,4.167419162820891e-11,1.709445664317061,3.921746180337476e-11,0.1035046002954524,3.926828106563867e-11,0.5011213986326297,3.933404839177617e-11,0.9007823642033115,3.944106817168966e-11,1.300569981861863,3.958906076820968e-11,1.700389806678158,3.866810700796188e-11,0.1035933301507023,3.8717729453679e-11,0.5010131718663622,3.878242598169251e-11,0.9008010621516449,3.88949642067142e-11,1.300662555732017,3.903670951440385e-11,1.700539841020596
4.957866808716999e-11,0.1072866258295288,4.967518614013626e-11,0.5034194116105282,4.979994448406137e-11,0.9027024006337312,4.999446694325361e-11,1.30229033960004,5.028526909033366e-11,1.701962894596224,5.000046324275917e-11,0.1100562864164586,5.010301451109486e-11,0.5049288564002338,5.023190806594314e-11,0.9038232271392201,5.0425682365198e-11,1.303206877561851,5.072008744670745e-11,1.702729461588874,5.140411142453283e-11,0.1354557558850574,5.150428138310417e-11,0.5194144134090001,5.163734547549909e-11,0.9144073629010218,5.183135321620936e-11,1.311550927787236,5.215591064848778e-11,1.70917113252488,4.86854764123663e-11,0.1032169911150607,4.877749186877019e-11,0.500835051547589,4.889898515827347e-11,0.9004976536105387,4.909899696675033e-11,1.300287917477114,4.937971073657393e-11,1.700111404241769,4.795533325235595e-11,0.1033049327181552,4.804581880247933e-11,0.5007259911470485,4.816515816167735e-11,0.9005154664530783,4.837419703704109e-11,1.300379692609736,4.864158539326286e-11,1.700260436732338
5.951821787172817e-11,0.1069807494456602,5.964921139625959e-11,0.5031163791402814,5.982358056637683e-11,0.9024030606010224,6.010123175837409e-11,1.301996728295844,6.052427003108687e-11,1.701677817124318,6.006063122842114e-11,0.1097499577872492,6.019619621836674e-11,0.5046254853125078,6.037338043652454e-11,0.9035236383406609,6.064794585941772e-11,1.302912990822588,6.107516095181872e-11,1.702444214276353,6.18833274944405e-11,0.1351471980071488,6.20107198289733e-11,0.5191092990900259,6.218697090252086e-11,0.9141066016220013,6.245380074978599e-11,1.311256227399301,6.290823876341623e-11,1.70888568199088,5.838035992882366e-11,0.1029119118629873,5.85092354461967e-11,0.5005327061468171,5.868145149921654e-11,0.9001988977836362,5.896850557808266e-11,1.299995032170164,5.93774773789816e-11,1.699826750976657,5.745320980502651e-11,0.1030006170145119,5.75806880898246e-11,0.5004243500716163,5.775022146467999e-11,0.9002173384146238,5.805060609911108e-11,1.300087679672371,5.844017489298237e-11,1.699976262110217
