"VREF_TRAN (Temp=0,VREF_TRAN=0.05) X","VREF_TRAN (Temp=0,VREF_TRAN=0.05) Y","VREF_TRAN (Temp=0,VREF_TRAN=0.25) X","VREF_TRAN (Temp=0,VREF_TRAN=0.25) Y","VREF_TRAN (Temp=0,VREF_TRAN=0.45) X","VREF_TRAN (Temp=0,VREF_TRAN=0.45) Y","VREF_TRAN (Temp=0,VREF_TRAN=0.65) X","VREF_TRAN (Temp=0,VREF_TRAN=0.65) Y","VREF_TRAN (Temp=0,VREF_TRAN=0.85) X","VREF_TRAN (Temp=0,VREF_TRAN=0.85) Y","VREF_TRAN (Temp=27,VREF_TRAN=0.05) X","VREF_TRAN (Temp=27,VREF_TRAN=0.05) Y","VREF_TRAN (Temp=27,VREF_TRAN=0.25) X","VREF_TRAN (Temp=27,VREF_TRAN=0.25) Y","VREF_TRAN (Temp=27,VREF_TRAN=0.45) X","VREF_TRAN (Temp=27,VREF_TRAN=0.45) Y","VREF_TRAN (Temp=27,VREF_TRAN=0.65) X","VREF_TRAN (Temp=27,VREF_TRAN=0.65) Y","VREF_TRAN (Temp=27,VREF_TRAN=0.85) X","VREF_TRAN (Temp=27,VREF_TRAN=0.85) Y","VREF_TRAN (Temp=125,VREF_TRAN=0.05) X","VREF_TRAN (Temp=125,VREF_TRAN=0.05) Y","VREF_TRAN (Temp=125,VREF_TRAN=0.25) X","VREF_TRAN (Temp=125,VREF_TRAN=0.25) Y","VREF_TRAN (Temp=125,VREF_TRAN=0.45) X","VREF_TRAN (Temp=125,VREF_TRAN=0.45) Y","VREF_TRAN (Temp=125,VREF_TRAN=0.65) X","VREF_TRAN (Temp=125,VREF_TRAN=0.65) Y","VREF_TRAN (Temp=125,VREF_TRAN=0.85) X","VREF_TRAN (Temp=125,VREF_TRAN=0.85) Y","VREF_TRAN (Temp=-55,VREF_TRAN=0.05) X","VREF_TRAN (Temp=-55,VREF_TRAN=0.05) Y","VREF_TRAN (Temp=-55,VREF_TRAN=0.25) X","VREF_TRAN (Temp=-55,VREF_TRAN=0.25) Y","VREF_TRAN (Temp=-55,VREF_TRAN=0.45) X","VREF_TRAN (Temp=-55,VREF_TRAN=0.45) Y","VREF_TRAN (Temp=-55,VREF_TRAN=0.65) X","VREF_TRAN (Temp=-55,VREF_TRAN=0.65) Y","VREF_TRAN (Temp=-55,VREF_TRAN=0.85) X","VREF_TRAN (Temp=-55,VREF_TRAN=0.85) Y","VREF_TRAN (Temp=-100,VREF_TRAN=0.05) X","VREF_TRAN (Temp=-100,VREF_TRAN=0.05) Y","VREF_TRAN (Temp=-100,VREF_TRAN=0.25) X","VREF_TRAN (Temp=-100,VREF_TRAN=0.25) Y","VREF_TRAN (Temp=-100,VREF_TRAN=0.45) X","VREF_TRAN (Temp=-100,VREF_TRAN=0.45) Y","VREF_TRAN (Temp=-100,VREF_TRAN=0.65) X","VREF_TRAN (Temp=-100,VREF_TRAN=0.65) Y","VREF_TRAN (Temp=-100,VREF_TRAN=0.85) X","VREF_TRAN (Temp=-100,VREF_TRAN=0.85) Y"
2.510089358515423e-06,0.1,2.508517746927635e-06,0.5,2.506896689313814e-06,0.9,2.505938054441669e-06,1.3,2.510024972454813e-06,1.7,2.510280487025764e-06,0.1,2.510173521187896e-06,0.5,2.509547473021759e-06,0.9,2.508546208810587e-06,1.3,2.51010027576631e-06,1.7,2.51741405595033e-06,0.1,2.516924721987704e-06,0.5,2.514267521587143e-06,0.9,2.511896165127089e-06,1.3,2.512973135565032e-06,1.7,2.508708555702854e-06,0.1,2.504514058963297e-06,0.5,2.504278515744511e-06,0.9,2.503519178144174e-06,1.3,2.510041745136498e-06,1.7,2.505597803530561e-06,0.1,2.501531699704405e-06,0.5,2.50080771287819e-06,0.9,2.500519726537572e-06,1.3,2.510038188858939e-06,1.7
2.510105178262207e-06,0.1,2.508779982964063e-06,0.5,2.507103770820302e-06,0.9,2.506123888071251e-06,1.3,2.510039850895103e-06,1.7,2.510361838569588e-06,0.1,2.510214766100695e-06,0.5,2.509811623181606e-06,0.9,2.508785652870037e-06,1.3,2.510116439499239e-06,1.7,2.517717685530638e-06,0.1,2.51727553775009e-06,0.5,2.514576524712634e-06,0.9,2.512178161898654e-06,1.3,2.513424896242107e-06,1.7,2.508908571045188e-06,0.1,2.504694895993407e-06,0.5,2.504458501392511e-06,0.9,2.503730435154366e-06,1.3,2.51005921161071e-06,1.7,2.505953668455692e-06,0.1,2.501815577387203e-06,0.5,2.500931159933266e-06,0.9,2.500597821910139e-06,1.3,2.510054107316532e-06,1.7
2.510123070648346e-06,0.1,2.509035659882456e-06,0.5,2.50730114128912e-06,0.9,2.506310129701247e-06,1.3,2.510056737971462e-06,1.7,2.510449671513148e-06,0.1,2.510281836552982e-06,0.5,2.51001e-06,0.9,2.509061956706796e-06,1.3,2.510134505852228e-06,1.7,2.518036500982621e-06,0.1,2.517644733216969e-06,0.5,2.514883629740865e-06,0.9,2.51245882248553e-06,1.3,2.513945584973879e-06,1.7,2.509107657400292e-06,0.1,2.50488154657056e-06,0.5,2.504636748001346e-06,0.9,2.50394278472391e-06,1.3,2.510075153746385e-06,1.7,2.506334136777881e-06,0.1,2.502087700026147e-06,0.5,2.501064515231949e-06,0.9,2.50067832223812e-06,1.3,2.510074208810389e-06,1.7
2.510144539817766e-06,0.1,2.509283626469041e-06,0.5,2.507497050191299e-06,0.9,2.506499745496668e-06,1.3,2.510079123564378e-06,1.7,2.51055835544969e-06,0.1,2.510364594649109e-06,0.5,2.510021839807818e-06,0.9,2.509347573578858e-06,1.3,2.510155920064994e-06,1.7,2.518405016370239e-06,0.1,2.518069243484592e-06,0.5,2.51517141292845e-06,0.9,2.51275685516876e-06,1.3,2.514527805520409e-06,1.7,2.509308975568568e-06,0.1,2.505068899693498e-06,0.5,2.504823921112286e-06,0.9,2.504137711888698e-06,1.3,2.510091011931343e-06,1.7,2.50670344084468e-06,0.1,2.5023279383111e-06,0.5,2.501187643351818e-06,0.9,2.500771591001053e-06,1.3,2.510089800936481e-06,1.7
2.510172083975539e-06,0.1,2.509522334708417e-06,0.5,2.507689865989232e-06,0.9,2.506695947675792e-06,1.3,2.51009533925707e-06,1.7,2.510699499191109e-06,0.1,2.510463325536853e-06,0.5,2.510034917345546e-06,0.9,2.509634344452425e-06,1.3,2.510182772600393e-06,1.7,2.518849345777125e-06,0.1,2.518558737126841e-06,0.5,2.51545742511207e-06,0.9,2.513083722259941e-06,1.3,2.515215718049391e-06,1.7,2.509517134206275e-06,0.1,2.505245168061352e-06,0.5,2.505006668887318e-06,0.9,2.504321072777241e-06,1.3,2.51010648934572e-06,1.7,2.507036219004265e-06,0.1,2.502542326591041e-06,0.5,2.50131877857552e-06,0.9,2.500879516688275e-06,1.3,2.51010472874071e-06,1.7
2.510211463588443e-06,0.1,2.509750915323132e-06,0.5,2.507885294577854e-06,0.9,2.506903402397748e-06,1.3,2.510110936461024e-06,1.7,2.510892758441228e-06,0.1,2.510592528396517e-06,0.5,2.510050084370915e-06,0.9,2.509822172226212e-06,1.3,2.510219987777172e-06,1.7,2.519327980126781e-06,0.1,2.519091254084475e-06,0.5,2.51576202516244e-06,0.9,2.513427990762625e-06,1.3,2.515845286838793e-06,1.7,2.509740092230992e-06,0.1,2.505414052210927e-06,0.5,2.505179507363058e-06,0.9,2.504500006052127e-06,1.3,2.510123043040716e-06,1.7,2.507344357286893e-06,0.1,2.502735328245794e-06,0.5,2.501478168221901e-06,0.9,2.501026004735678e-06,1.3,2.510120860961304e-06,1.7
2.51028086351603e-06,0.1,2.509880457661566e-06,0.5,2.508092220913414e-06,0.9,2.507122234920272e-06,1.3,2.510127916201109e-06,1.7,2.511124425269531e-06,0.1,2.510743415342355e-06,0.5,2.510069391940492e-06,0.9,2.51001e-06,1.3,2.510292600276135e-06,1.7,2.519862606609206e-06,0.1,2.519699751892533e-06,0.5,2.516079129033826e-06,0.9,2.513752264002489e-06,1.3,2.516487450080482e-06,1.7,2.509875046115496e-06,0.1,2.50557886585026e-06,0.5,2.505346342842487e-06,0.9,2.504685330985577e-06,1.3,2.510141872599107e-06,1.7,2.50763514206566e-06,0.1,2.502916197492708e-06,0.5,2.501738101636189e-06,0.9,2.501152343991499e-06,1.3,2.510139026146938e-06,1.7
2.510357055172968e-06,0.1,2.51001e-06,0.5,2.508321429314504e-06,0.9,2.50733274796466e-06,1.3,2.510147151097355e-06,1.7,2.511353882197022e-06,0.1,2.510901027876648e-06,0.5,2.510085161632567e-06,0.9,2.510021505957538e-06,1.3,2.51035226867703e-06,1.7,2.520447951530437e-06,0.1,2.520426889736613e-06,0.5,2.516421130526821e-06,0.9,2.514066527404864e-06,1.3,2.517173870948629e-06,1.7,2.51001e-06,0.1,2.505742057481724e-06,0.5,2.505509903370115e-06,0.9,2.504876135859773e-06,1.3,2.510164401482935e-06,1.7,2.507911413055558e-06,0.1,2.503092916152565e-06,0.5,2.502004088590623e-06,0.9,2.501273992467279e-06,1.3,2.510161004301796e-06,1.7
2.510437526299159e-06,0.1,2.510019297185296e-06,0.5,2.508581324380864e-06,0.9,2.5075361087243e-06,1.3,2.510170796992416e-06,1.7,2.51155733009347e-06,0.1,2.511069105565472e-06,0.5,2.510100555824975e-06,0.9,2.510033482627537e-06,1.3,2.510411580964381e-06,1.7,2.521097948693546e-06,0.1,2.521237185796804e-06,0.5,2.516780657620725e-06,0.9,2.514379696585689e-06,1.3,2.517905999955628e-06,1.7,2.510019354567693e-06,0.1,2.505906327544167e-06,0.5,2.505672700351725e-06,0.9,2.505056450935515e-06,1.3,2.510193299885728e-06,1.7,2.508175156633226e-06,0.1,2.503272430664739e-06,0.5,2.502241446015718e-06,0.9,2.501407948894763e-06,1.3,2.510189487077156e-06,1.7
2.510536074590776e-06,0.1,2.510029096713716e-06,0.5,2.50883893202044e-06,0.9,2.50773613437679e-06,1.3,2.510202162020153e-06,1.7,2.511758410817571e-06,0.1,2.511258139643096e-06,0.5,2.510117490469983e-06,0.9,2.510047979190758e-06,1.3,2.51048140128867e-06,1.7,2.521813205210134e-06,0.1,2.522121382073003e-06,0.5,2.517159094940598e-06,0.9,2.514701593624757e-06,1.3,2.518693184847096e-06,1.7,2.510029210909289e-06,0.1,2.506074417229316e-06,0.5,2.505837297166818e-06,0.9,2.505229914596217e-06,1.3,2.510236601228917e-06,1.7,2.508427347625842e-06,0.1,2.503463246750811e-06,0.5,2.502456709306984e-06,0.9,2.501578689377024e-06,1.3,2.510233067840346e-06,1.7
2.510665080707239e-06,0.1,2.510041322240358e-06,0.5,2.509092683291801e-06,0.9,2.507939678332297e-06,1.3,2.510253643109427e-06,1.7,2.511968254008123e-06,0.1,2.51145804742952e-06,0.5,2.51013713515506e-06,0.9,2.51006630799446e-06,1.3,2.510572891079936e-06,1.7,2.522551996223242e-06,0.1,2.523166856423341e-06,0.5,2.517537101932033e-06,0.9,2.515050961343644e-06,1.3,2.519550968556989e-06,1.7,2.510041501759262e-06,0.1,2.506249866404246e-06,0.5,2.506006505735967e-06,0.9,2.505400501196764e-06,1.3,2.510308235730017e-06,1.7,2.508668595676429e-06,0.1,2.503650652657121e-06,0.5,2.502650418963746e-06,0.9,2.50183815394308e-06,1.3,2.510297935337826e-06,1.7
2.510847034079845e-06,0.1,2.510056271014132e-06,0.5,2.509340244511179e-06,0.9,2.508155654915075e-06,1.3,2.510316217222418e-06,1.7,2.512196293763791e-06,0.1,2.511679497029658e-06,0.5,2.510162007105642e-06,0.9,2.510081891396004e-06,1.3,2.510729579028642e-06,1.7,2.523307459479074e-06,0.1,2.524346113348392e-06,0.5,2.517950160873137e-06,0.9,2.515378274979471e-06,1.3,2.520509429056645e-06,1.7,2.51005616841209e-06,0.1,2.506438110081088e-06,0.5,2.506184289654209e-06,0.9,2.505570663105652e-06,1.3,2.510362875279037e-06,1.7,2.508899874123964e-06,0.1,2.503825242666348e-06,0.5,2.502830864707853e-06,0.9,2.502085677937684e-06,1.3,2.510349912310198e-06,1.7
2.511067732027856e-06,0.1,2.510071481054923e-06,0.5,2.509578266223092e-06,0.9,2.508396423577932e-06,1.3,2.510371795333013e-06,1.7,2.512410947607549e-06,0.1,2.5119105868715e-06,0.5,2.510196892692189e-06,0.9,2.510096902522294e-06,1.3,2.510914327521821e-06,1.7,2.524145871500089e-06,0.1,2.525600285795868e-06,0.5,2.518449853875186e-06,0.9,2.515694235485681e-06,1.3,2.521614704027929e-06,1.7,2.510071190916223e-06,0.1,2.50662344047308e-06,0.5,2.506374331193129e-06,0.9,2.505742874085243e-06,1.3,2.510420288816762e-06,1.7,2.509122553731099e-06,0.1,2.503990752429384e-06,0.5,2.503006126960203e-06,0.9,2.502306652092231e-06,1.3,2.510404670643739e-06,1.7
2.511291968215727e-06,0.1,2.51008590805927e-06,0.5,2.509807621518863e-06,0.9,2.508670775541932e-06,1.3,2.510432968820867e-06,1.7,2.512617678443361e-06,0.1,2.512122347670554e-06,0.5,2.510257044102951e-06,0.9,2.51011319608018e-06,1.3,2.511107464374203e-06,1.7,2.525164989103185e-06,0.1,2.527133012312781e-06,0.5,2.518984634715977e-06,0.9,2.516021405534233e-06,1.3,2.522929762396093e-06,1.7,2.510085397990598e-06,0.1,2.506805962481161e-06,0.5,2.506556338715247e-06,0.9,2.505919397610995e-06,1.3,2.510489039891503e-06,1.7,2.509338435756363e-06,0.1,2.504152299503564e-06,0.5,2.503182961356513e-06,0.9,2.502511375905711e-06,1.3,2.510469415435677e-06,1.7
2.51148909238456e-06,0.1,2.510101371509547e-06,0.5,2.51001e-06,0.9,2.50894532220943e-06,1.3,2.510507760869187e-06,1.7,2.512821941964769e-06,0.1,2.512336670235343e-06,0.5,2.510338921149684e-06,0.9,2.510131749974963e-06,1.3,2.511320014636644e-06,1.7,2.526265263878267e-06,0.1,2.529042604022682e-06,0.5,2.51959128792456e-06,0.9,2.516362430519891e-06,1.3,2.524546712900672e-06,1.7,2.510100547864863e-06,0.1,2.506987465948659e-06,0.5,2.506733950177935e-06,0.9,2.506103222908883e-06,1.3,2.510581949817945e-06,1.7,2.509549888111111e-06,0.1,2.504317805743188e-06,0.5,2.503369409397925e-06,0.9,2.502699709342382e-06,1.3,2.510554622438181e-06,1.7
2.511682850202697e-06,0.1,2.510118830684185e-06,0.5,2.510021786870739e-06,0.9,2.509218284453115e-06,1.3,2.510614220537817e-06,1.7,2.513026938876381e-06,0.1,2.512570536906906e-06,0.5,2.510426762858281e-06,0.9,2.510154490665397e-06,1.3,2.511571773773485e-06,1.7,2.527479486875944e-06,0.1,2.531424656816579e-06,0.5,2.520331052283041e-06,0.9,2.516723600149467e-06,1.3,2.526583769092499e-06,1.7,2.510117531009002e-06,0.1,2.507174289580086e-06,0.5,2.506910961075433e-06,0.9,2.50629928766525e-06,1.3,2.510731484850163e-06,1.7,2.509760132860273e-06,0.1,2.504487292532607e-06,0.5,2.503556969221061e-06,0.9,2.502879232527654e-06,1.3,2.51068521139857e-06,1.7
2.511885022010215e-06,0.1,2.510139705845567e-06,0.5,2.510034526398993e-06,0.9,2.509486367031108e-06,1.3,2.510788385879811e-06,1.7,2.513238151844192e-06,0.1,2.512851410414722e-06,0.5,2.510540216620492e-06,0.9,2.510184665028237e-06,1.3,2.511856464330564e-06,1.7,2.528914644931727e-06,0.1,2.534402086923406e-06,0.5,2.521161875650605e-06,0.9,2.517111985014696e-06,1.3,2.528902192442362e-06,1.7,2.510137549257196e-06,0.1,2.507375427638874e-06,0.5,2.50709359494015e-06,0.9,2.506498873293412e-06,1.3,2.51089219174488e-06,1.7,2.509885066430136e-06,0.1,2.504646622523906e-06,0.5,2.50372946854603e-06,0.9,2.503057201655258e-06,1.3,2.510829149458093e-06,1.7
2.512095691707989e-06,0.1,2.510166484300661e-06,0.5,2.510049711557902e-06,0.9,2.509744850830434e-06,1.3,2.510968157905031e-06,1.7,2.513463578098702e-06,0.1,2.513207601710782e-06,0.5,2.510682998798948e-06,0.9,2.510231913504068e-06,1.3,2.512178444507268e-06,1.7,2.530560683279742e-06,0.1,2.538385967487546e-06,0.5,2.522117673555855e-06,0.9,2.517536558850279e-06,1.3,2.531642519269964e-06,1.7,2.510162600836401e-06,0.1,2.507603441051385e-06,0.5,2.507291229220708e-06,0.9,2.50668836543942e-06,1.3,2.511068679922977e-06,1.7,2.51001e-06,0.1,2.504798935089568e-06,0.5,2.50389257871794e-06,0.9,2.503240759102952e-06,1.3,2.510993392461278e-06,1.7
2.512296482560063e-06,0.1,2.510204693928556e-06,0.5,2.510068737015615e-06,0.9,2.509877425415217e-06,1.3,2.511161488363058e-06,1.7,2.513684552320898e-06,0.1,2.513573756394947e-06,0.5,2.510836763867754e-06,0.9,2.510304586196796e-06,1.3,2.512523443831565e-06,1.7,2.532723697334745e-06,0.1,2.544168260511657e-06,0.5,2.523300746680988e-06,0.9,2.517956658467082e-06,1.3,2.535043955602994e-06,1.7,2.510196751273896e-06,0.1,2.507860153226502e-06,0.5,2.507517583801429e-06,0.9,2.506871535961874e-06,1.3,2.511279363480052e-06,1.7,2.510018940274629e-06,0.1,2.504947388559138e-06,0.5,2.504051242782325e-06,0.9,2.503440658149854e-06,1.3,2.511172853736516e-06,1.7
2.512492791159308e-06,0.1,2.510269149228692e-06,0.5,2.510084365637546e-06,0.9,2.51001e-06,1.3,2.511381306266505e-06,1.7,2.513896127356457e-06,0.1,2.513974938383698e-06,0.5,2.510996558677407e-06,0.9,2.510376128400342e-06,1.3,2.512884686939903e-06,1.7,2.535228442041253e-06,0.1,2.551416153974316e-06,0.5,2.524576058362168e-06,0.9,2.518409991264905e-06,1.3,2.539485661404414e-06,1.7,2.510256792322974e-06,0.1,2.508103593511e-06,0.5,2.507770009664912e-06,0.9,2.507056802845506e-06,1.3,2.511499373901121e-06,1.7,2.510028251280969e-06,0.1,2.505093997832232e-06,0.5,2.504213435160116e-06,0.9,2.503618912029635e-06,1.3,2.511351344400369e-06,1.7
2.512689528670525e-06,0.1,2.510351794683927e-06,0.5,2.510099623210197e-06,0.9,2.510019354814976e-06,1.3,2.511645743272193e-06,1.7,2.51410872590644e-06,0.1,2.514386877627112e-06,0.5,2.511171094201685e-06,0.9,2.5104600823856e-06,1.3,2.513327959304174e-06,1.7,2.538277744510203e-06,0.1,2.56012949159076e-06,0.5,2.525985642682005e-06,0.9,2.518952522145488e-06,1.3,2.544721795975117e-06,1.7,2.510327349810326e-06,0.1,2.508333621001413e-06,0.5,2.508015317558527e-06,0.9,2.507251976603131e-06,1.3,2.511736338544926e-06,1.7,2.510039880159082e-06,0.1,2.505241110776708e-06,0.5,2.504382300141983e-06,0.9,2.50378593783129e-06,1.3,2.51154925140154e-06,1.7
2.512890776390427e-06,0.1,2.510441404382245e-06,0.5,2.510116372448085e-06,0.9,2.510029132735148e-06,1.3,2.511925554612977e-06,1.7,2.514334800736927e-06,0.1,2.514848951388292e-06,0.5,2.511360445031896e-06,0.9,2.510570405012493e-06,1.3,2.513873702054739e-06,1.7,2.542593055586552e-06,0.1,2.570367995224435e-06,0.5,2.527848043806909e-06,0.9,2.519531223002354e-06,1.3,2.550470097358386e-06,1.7,2.510395122422567e-06,0.1,2.508550813008371e-06,0.5,2.508250973802457e-06,0.9,2.507468694849704e-06,1.3,2.512015644627751e-06,1.7,2.510053402316331e-06,0.1,2.505390950669397e-06,0.5,2.504541109883631e-06,0.9,2.503945792763692e-06,1.3,2.511788598608019e-06,1.7
2.513104169443122e-06,0.1,2.510550298587293e-06,0.5,2.510135767153071e-06,0.9,2.510041295194472e-06,1.3,2.512261837171568e-06,1.7,2.51458422521469e-06,0.1,2.51542243545963e-06,0.5,2.511565193581428e-06,0.9,2.510717083922744e-06,1.3,2.514552384721036e-06,1.7,2.548295343899068e-06,0.1,2.578579726428949e-06,0.5,2.530231884975664e-06,0.9,2.52019212874914e-06,1.3,2.557228307607255e-06,1.7,2.510473776446633e-06,0.1,2.508755024768663e-06,0.5,2.508474764888137e-06,0.9,2.507727031003884e-06,1.3,2.512313651226723e-06,1.7,2.510068137218946e-06,0.1,2.505546184140138e-06,0.5,2.504692813996797e-06,0.9,2.504106745102423e-06,1.3,2.512064221451115e-06,1.7
2.513317159095708e-06,0.1,2.51067493001992e-06,0.5,2.510160228317448e-06,0.9,2.510055781776212e-06,1.3,2.512594022767363e-06,1.7,2.514851350454707e-06,0.1,2.516058657229073e-06,0.5,2.511780562896519e-06,0.9,2.510884715601211e-06,1.3,2.515238462561203e-06,1.7,2.5556283323122e-06,0.1,2.590502832085995e-06,0.5,2.533291668484448e-06,0.9,2.521010591592677e-06,1.3,2.565708272380084e-06,1.7,2.510572892821463e-06,0.1,2.508949628112342e-06,0.5,2.508685415609708e-06,0.9,2.50799229194419e-06,1.3,2.512692128406717e-06,1.7,2.51008189494061e-06,0.1,2.505710584956143e-06,0.5,2.50484073223551e-06,0.9,2.504280139990256e-06,1.3,2.512417487449921e-06,1.7
2.513520920921922e-06,0.1,2.510805928118272e-06,0.5,2.510194300684296e-06,0.9,2.510070943644629e-06,1.3,2.512977183828929e-06,1.7,2.515124592788e-06,0.1,2.516791746725459e-06,0.5,2.511988572439262e-06,0.9,2.511060869553375e-06,1.3,2.516039504128007e-06,1.7,2.565789805401086e-06,0.1,2.60209756461872e-06,0.5,2.53728869978559e-06,0.9,2.521941666253537e-06,1.3,2.576223924612972e-06,1.7,2.510710738866588e-06,0.1,2.509138298214362e-06,0.5,2.508885574549482e-06,0.9,2.508252179223723e-06,1.3,2.513143128584664e-06,1.7,2.510096428900695e-06,0.1,2.505882702195818e-06,0.5,2.504986767026697e-06,0.9,2.504445697704264e-06,1.3,2.512829438512216e-06,1.7
2.513725306186407e-06,0.1,2.510944298645091e-06,0.5,2.510253727182335e-06,0.9,2.510085188323222e-06,1.3,2.513484006486492e-06,1.7,2.51541323461533e-06,0.1,2.517592454676123e-06,0.5,2.512188917569893e-06,0.9,2.511253328996237e-06,1.3,2.516944048279565e-06,1.7,2.573924184677469e-06,0.1,2.61484398541538e-06,0.5,2.543116811393419e-06,0.9,2.523064435364648e-06,1.3,2.583686039573698e-06,1.7,2.510900375477081e-06,0.1,2.509324937237789e-06,0.5,2.509078839658557e-06,0.9,2.508503699049185e-06,1.3,2.513765519985204e-06,1.7,2.510112594673745e-06,0.1,2.50605227429336e-06,0.5,2.505133231993437e-06,0.9,2.504603670767065e-06,1.3,2.513598665316609e-06,1.7
2.513942073902476e-06,0.1,2.511099471029016e-06,0.5,2.510331882820653e-06,0.9,2.510100301566103e-06,1.3,2.514088060449431e-06,1.7,2.515727678243461e-06,0.1,2.518452434882388e-06,0.5,2.512396941814347e-06,0.9,2.511454052063792e-06,1.3,2.517858066165226e-06,1.7,2.586082895398201e-06,0.1,2.63093294488982e-06,0.5,2.550930846664597e-06,0.9,2.524456105357403e-06,1.3,2.59449387497088e-06,1.7,2.511112442344678e-06,0.1,2.509514232153685e-06,0.5,2.509269396405594e-06,0.9,2.50874189816234e-06,1.3,2.514669966646146e-06,1.7,2.510131357742708e-06,0.1,2.506220550697621e-06,0.5,2.505282298489376e-06,0.9,2.50475833297784e-06,1.3,2.514305127869258e-06,1.7
2.514186521923254e-06,0.1,2.511269680198714e-06,0.5,2.510412654477884e-06,0.9,2.510117175132938e-06,1.3,2.514777673364968e-06,1.7,2.51607458534883e-06,0.1,2.519499477268731e-06,0.5,2.512628092008053e-06,0.9,2.511672118355168e-06,1.3,2.518797314723565e-06,1.7,2.597621530443741e-06,0.1,2.651721138696414e-06,0.5,2.559333456758921e-06,0.9,2.525897016194742e-06,1.3,2.604669714448677e-06,1.7,2.511289339465592e-06,0.1,2.509712483660359e-06,0.5,2.509462356879477e-06,0.9,2.508966456506515e-06,1.3,2.515543585398879e-06,1.7,2.510154365878004e-06,0.1,2.506394619682092e-06,0.5,2.505436610597364e-06,0.9,2.504911921623933e-06,1.3,2.514999157489466e-06,1.7
2.514448422991835e-06,0.1,2.511444222719829e-06,0.5,2.510511734771926e-06,0.9,2.510136967708818e-06,1.3,2.515638251398874e-06,1.7,2.516452214540158e-06,0.1,2.520657033311028e-06,0.5,2.512910565299211e-06,0.9,2.511907000719408e-06,1.3,2.519822899691518e-06,1.7,2.610158820560152e-06,0.1,2.679749643206723e-06,0.5,2.56900201552429e-06,0.9,2.527628121363783e-06,1.3,2.615536801455805e-06,1.7,2.511460647193155e-06,0.1,2.509861241830179e-06,0.5,2.509664672884073e-06,0.9,2.509179929510595e-06,1.3,2.516451582377528e-06,1.7,2.510184713323721e-06,0.1,2.506582724881042e-06,0.5,2.505600081571699e-06,0.9,2.505066538596655e-06,1.3,2.515785999612378e-06,1.7
2.514718845830697e-06,0.1,2.511629238207736e-06,0.5,2.510631363996988e-06,0.9,2.510161664995316e-06,1.3,2.516621293293844e-06,1.7,2.516855937386757e-06,0.1,2.522047851792101e-06,0.5,2.513241462456587e-06,0.9,2.512131439160313e-06,1.3,2.521006030956158e-06,1.7,2.62595533064764e-06,0.1,2.716796602960819e-06,0.5,2.579647689312924e-06,0.9,2.530002250436895e-06,1.3,2.629043221619949e-06,1.7,2.511638828552223e-06,0.1,2.51001e-06,0.5,2.509837336442036e-06,0.9,2.509386067368496e-06,1.3,2.517474281072945e-06,1.7,2.510233126606044e-06,0.1,2.506796451086808e-06,0.5,2.505769935340379e-06,0.9,2.505223758986971e-06,1.3,2.516644363033468e-06,1.7
2.515002132706763e-06,0.1,2.511798031137467e-06,0.5,2.5107607455711e-06,0.9,2.510195301182647e-06,1.3,2.517629632834628e-06,1.7,2.517287512603303e-06,0.1,2.523440010833867e-06,0.5,2.513576836534448e-06,0.9,2.512350935303927e-06,1.3,2.522432764029633e-06,1.7,2.646261771115195e-06,0.1,2.76863921922989e-06,0.5,2.588799969257399e-06,0.9,2.533101729857076e-06,1.3,2.646106965659777e-06,1.7,2.511827804535331e-06,0.1,2.510022178344515e-06,0.5,2.51001e-06,0.9,2.509589713294727e-06,1.3,2.518573460059402e-06,1.7,2.510301594298947e-06,0.1,2.507043242998256e-06,0.5,2.505935805411416e-06,0.9,2.505385282716639e-06,1.3,2.517583360164403e-06,1.7
2.51530566364952e-06,0.1,2.511964680319121e-06,0.5,2.51089611268562e-06,0.9,2.510254056190744e-06,1.3,2.518617818088092e-06,1.7,2.517756834542876e-06,0.1,2.525173135487836e-06,0.5,2.513933446489634e-06,0.9,2.512582296052873e-06,1.3,2.524232556932888e-06,1.7,2.673670352350872e-06,0.1,2.848918624208729e-06,0.5,2.601832891992064e-06,0.9,2.537226512511989e-06,1.3,2.668494639505858e-06,1.7,2.512009753864053e-06,0.1,2.51003361893386e-06,0.5,2.51002317759233e-06,0.9,2.509797050918433e-06,1.3,2.519713928529238e-06,1.7,2.51036027718286e-06,0.1,2.507266707605721e-06,0.5,2.506098517120336e-06,0.9,2.505553879078149e-06,1.3,2.518622621918518e-06,1.7
2.515632105469652e-06,0.1,2.512141865837505e-06,0.5,2.511044352740862e-06,0.9,2.510326677810735e-06,1.3,2.519669431819553e-06,1.7,2.518234802266741e-06,0.1,2.527341493773629e-06,0.5,2.514330187671862e-06,0.9,2.512843161439648e-06,1.3,2.526429022091383e-06,1.7,2.709768631143725e-06,0.1,2.948918624208729e-06,0.5,2.615196284051509e-06,0.9,2.543293400235972e-06,1.3,2.698572895694634e-06,1.7,2.512189799392592e-06,0.1,2.510046741576235e-06,0.5,2.510035563473985e-06,0.9,2.51001e-06,1.3,2.520954635782505e-06,1.7,2.510424076130755e-06,0.1,2.507472434024544e-06,0.5,2.50626496232055e-06,0.9,2.505734468853924e-06,1.3,2.519734760339865e-06,1.7
