IL,ITOT,VOUT,VDROP
0.0001,+2.929729E-04,0.270076201,0.314180577
0.0003,+2.505261E-04,0.263639133,0.261859335
0.0005,+2.246106E-04,0.210768461,0.208628294
0.001,+1.918958E-04,0.0857837763,0.0778080356
0.002,+1.730292E-04,-0.166263267,-0.183762153
0.003,+1.687911E-04,-0.423918303,-0.444453601
0.004,+1.672806E-04,-0.682431639,-0.706148691
0.005,+1.665208E-04,-0.927510423,-0.967780895
0.006,+1.661418E-04,-1.06674962,-1.2294331
0.007,+1.659649E-04,-1.13388205,-1.4909279
0.008,+1.657929E-04,-1.17883304,-1.75261006
0.009,+1.656882E-04,-1.21366732,-2.01431851
0.01,+1.655617E-04,-1.24265243,-2.27602804
