IL,ITOT,VOUT,VDROP
0.0001,+1.749078E-04,0.618197509,0.662100155
0.0003,+1.612550E-04,0.610161925,0.609771569
0.0005,+1.580945E-04,0.558586318,0.557435561
0.001,+1.566945E-04,0.432789547,0.426578
0.002,+1.562822E-04,0.178848444,0.164002171
0.003,+1.560305E-04,-0.0802724558,-0.0975878304
0.004,+1.558016E-04,-0.338449303,-0.358414354
0.005,+1.555964E-04,-0.59734301,-0.619898135
0.006,+1.554423E-04,-0.854196231,-0.881483799
0.007,+1.552734E-04,-1.05845551,-1.14315433
0.008,+1.551653E-04,-1.15283268,-1.40482154
0.009,+1.550811E-04,-1.20737839,-1.66648978
0.01,+1.549752E-04,-1.24722133,-1.92794067
