IL,ITOT,VOUT,VDROP
0.0001,+2.455888E-04,0.320062867,0.363816378
0.0003,+2.122699E-04,0.313013123,0.31147114
0.0005,+1.939373E-04,0.261559178,0.259133194
0.001,+1.730255E-04,0.134981209,0.127484778
0.002,+1.625346E-04,-0.11690709,-0.134089834
0.003,+1.603665E-04,-0.374830693,-0.394870928
0.004,+1.595361E-04,-0.633860173,-0.656612044
0.005,+1.590944E-04,-0.886266777,-0.918220185
0.006,+1.588612E-04,-1.05186864,-1.17965882
0.007,+1.587070E-04,-1.12766126,-1.4413459
0.008,+1.585421E-04,-1.17578334,-1.70302178
0.009,+1.584598E-04,-1.21218385,-1.96473054
0.01,+1.583441E-04,-1.24214692,-2.22620348
