IL,ITOT,VOUT,VDROP
0.0001,+1.728021E-04,0.765860236,0.811142969
0.0003,+1.600163E-04,0.75862702,0.758793518
0.0005,+1.571669E-04,0.707088861,0.706448015
0.001,+1.561495E-04,0.581436949,0.57563558
0.002,+1.558986E-04,0.328675107,0.313942674
0.003,+1.557266E-04,0.0684210035,0.0513792024
0.004,+1.555610E-04,-0.19052998,-0.210142503
0.005,+1.553728E-04,-0.44674587,-0.470815874
0.006,+1.552376E-04,-0.704479214,-0.732481195
0.007,+1.551054E-04,-0.956119786,-0.994119479
0.008,+1.549774E-04,-1.13030784,-1.25577722
0.009,+1.549003E-04,-1.21624992,-1.51720763
0.01,+1.548434E-04,-1.27000703,-1.77890762
