IL,ITOT,VOUT,VDROP
0.0001,+1.862030E-04,0.468639439,0.512809609
0.0003,+1.686324E-04,0.461658806,0.460738306
0.0005,+1.627507E-04,0.4101704,0.40841987
0.001,+1.583407E-04,0.28448706,0.277533517
0.002,+1.567403E-04,0.0311185481,0.014913358
0.003,+1.562848E-04,-0.228232648,-0.246629738
0.004,+1.559798E-04,-0.485996657,-0.507495105
0.005,+1.557474E-04,-0.744044869,-0.768936198
0.006,+1.555451E-04,-0.980211387,-1.03062213
0.007,+1.553992E-04,-1.10282176,-1.29228482
0.008,+1.553031E-04,-1.1653056,-1.55398087
0.009,+1.551944E-04,-1.20834181,-1.81567428
0.01,+1.551216E-04,-1.24212618,-2.0771402
