IL,ITOT,VOUT,VDROP
0.0001,+1.767965E-04,0.568005383,0.612277358
0.0003,+1.625866E-04,0.560543533,0.559935788
0.0005,+1.588861E-04,0.508966054,0.507575796
0.001,+1.570269E-04,0.383275662,0.376755518
0.002,+1.564363E-04,0.129601378,0.114275757
0.003,+1.561224E-04,-0.129590592,-0.147282503
0.004,+1.558355E-04,-0.387322358,-0.408036681
0.005,+1.556554E-04,-0.646505962,-0.669762718
0.006,+1.554548E-04,-0.900177223,-0.931125973
0.007,+1.553361E-04,-1.07693153,-1.19281348
0.008,+1.552081E-04,-1.15726246,-1.45446923
0.009,+1.551047E-04,-1.20711778,-1.7161406
0.01,+1.550353E-04,-1.24458729,-1.97785132
