IL,ITOT,VOUT,VDROP
0.0001,+1.801902E-04,0.51857229,0.562680482
0.0003,+1.646724E-04,0.511075719,0.510354075
0.0005,+1.601931E-04,0.459551473,0.458048781
0.001,+1.574479E-04,0.333853515,0.327165888
0.002,+1.565244E-04,0.0803291848,0.064605578
0.003,+1.561671E-04,-0.178904989,-0.196919269
0.004,+1.558713E-04,-0.436649269,-0.457666881
0.005,+1.556668E-04,-0.695340496,-0.71932206
0.006,+1.554832E-04,-0.943401837,-0.980957898
0.007,+1.553355E-04,-1.09130147,-1.24264125
0.008,+1.552409E-04,-1.16139965,-1.50409937
0.009,+1.551473E-04,-1.2074772,-1.76577373
0.01,+1.550604E-04,-1.24296525,-2.02745184
