IL,ITOT,VOUT,VDROP
0.0001,+3.558980E-03,1.39445635,0.659093097
0.0003,+3.749587E-03,1.3945292,0.607186425
0.0005,+3.946970E-03,1.3946868,0.555229864
0.001,+4.438371E-03,1.39469556,0.42539302
0.002,+5.427145E-03,1.39443107,0.164905263
0.003,+6.412406E-03,1.39460654,-0.0946887361
0.004,+7.396229E-03,1.39428136,-0.353674041
0.005,+8.381649E-03,1.39430252,-0.61313686
0.006,+9.366010E-03,1.39453298,-0.872744152
0.007,+1.035300E-02,1.3946645,-1.13238394
0.008,+1.049987E-02,1.37374782,-1.39206583
0.009,+1.049987E-02,1.14102273,-1.65172691
0.01,+1.049987E-02,0.916578659,-1.9111744
