IL,ITOT,VOUT,VDROP
0.0001,+2.214889E-03,0.696331515,0.313833975
0.0003,+2.408599E-03,0.696095322,0.2619082
0.0005,+2.608710E-03,0.696447488,0.209209668
0.001,+3.102034E-03,0.696171351,0.0794147769
0.002,+4.087326E-03,0.696135517,-0.180095964
0.003,+5.072150E-03,0.69634108,-0.438912957
0.004,+6.058543E-03,0.696216145,-0.698608719
0.005,+7.045573E-03,0.696460089,-0.95818827
0.006,+8.029806E-03,0.6962633,-1.21781528
0.007,+9.015727E-03,0.696481898,-1.47725227
0.008,+1.000061E-02,0.696551736,-1.73690937
0.009,+1.049988E-02,0.695380573,-1.99654727
0.01,+1.049985E-02,0.651993924,-2.25620607
