IL,ITOT,VOUT,VDROP
0.0001,+2.983131E-03,1.09461188,0.510961254
0.0003,+3.175368E-03,1.09472233,0.459233706
0.0005,+3.370628E-03,1.0948276,0.407325086
0.001,+3.862878E-03,1.09480976,0.27746811
0.002,+4.852538E-03,1.09443276,0.016988993
0.003,+5.838442E-03,1.09457707,-0.242528265
0.004,+6.822562E-03,1.0947341,-0.501532537
0.005,+7.806187E-03,1.09452989,-0.760943175
0.006,+8.795065E-03,1.09465131,-1.02061542
0.007,+9.778766E-03,1.09492584,-1.28026844
0.008,+1.049988E-02,1.09428496,-1.53993669
0.009,+1.049986E-02,1.04038155,-1.79958436
0.01,+1.049985E-02,0.769930948,-2.0590106
