IL,ITOT,VOUT,VDROP
0.0001,+4.133161E-03,1.69408562,0.807028871
0.0003,+4.324538E-03,1.69448487,0.755087307
0.0005,+4.519909E-03,1.69434349,0.703153451
0.001,+5.013604E-03,1.6944099,0.573294293
0.002,+5.999168E-03,1.69444323,0.313586858
0.003,+6.986825E-03,1.69443727,0.0531617711
0.004,+7.973429E-03,1.69450133,-0.206388328
0.005,+8.955020E-03,1.69455393,-0.465259911
0.006,+9.940331E-03,1.6944955,-0.724887329
0.007,+1.049988E-02,1.65578991,-0.984539094
0.008,+1.049988E-02,1.4954817,-1.24423738
0.009,+1.049987E-02,1.29848463,-1.50364726
0.01,+1.049987E-02,1.06061668,-1.76332136
