IL,ITOT,VOUT,VDROP
0.0001,+3.942121E-03,1.59428597,0.757557466
0.0003,+4.134389E-03,1.59455604,0.705615902
0.0005,+4.329242E-03,1.59454308,0.653702324
0.001,+4.823583E-03,1.59460474,0.523799157
0.002,+5.807288E-03,1.59428506,0.264342651
0.003,+6.797273E-03,1.59459854,0.0038713109
0.004,+7.782445E-03,1.59472885,-0.255646038
0.005,+8.765299E-03,1.59482148,-0.514701673
0.006,+9.749766E-03,1.59493337,-0.774133923
0.007,+1.049988E-02,1.59402943,-1.03381469
0.008,+1.049987E-02,1.43672784,-1.29343428
0.009,+1.049987E-02,1.24640381,-1.5531009
0.01,+1.049986E-02,1.0124437,-1.81275728
