IL,ITOT,VOUT,VDROP
0.0001,+3.174363E-03,1.19447197,0.560408254
0.0003,+3.368072E-03,1.19451474,0.508471333
0.0005,+3.561745E-03,1.19419461,0.456542288
0.001,+4.053914E-03,1.19430459,0.326677863
0.002,+5.045577E-03,1.19452689,0.0662844211
0.003,+6.028898E-03,1.19462936,-0.193242651
0.004,+7.013386E-03,1.19470648,-0.452101127
0.005,+7.998035E-03,1.19458716,-0.711758353
0.006,+8.985233E-03,1.19469624,-0.971415914
0.007,+9.970032E-03,1.19443412,-1.23104651
0.008,+1.049988E-02,1.19340593,-1.49045417
0.009,+1.049986E-02,1.04073353,-1.75015513
0.01,+1.049986E-02,0.81897488,-2.00979441
