IL,ITOT,VOUT,VDROP
0.0001,+3.367901E-03,1.29478319,0.609657538
0.0003,+3.559598E-03,1.29478816,0.557698577
0.0005,+3.755907E-03,1.29468456,0.505750003
0.001,+4.249643E-03,1.29479651,0.375928672
0.002,+5.237725E-03,1.29476018,0.115570924
0.003,+6.222391E-03,1.29466953,-0.143982841
0.004,+7.206030E-03,1.29483481,-0.402909907
0.005,+8.191141E-03,1.29483569,-0.662617936
0.006,+9.175156E-03,1.29453089,-0.921986571
0.007,+1.016006E-02,1.29462139,-1.1816127
0.008,+1.049987E-02,1.29336592,-1.44129035
0.009,+1.049986E-02,1.08824961,-1.70095496
0.01,+1.049986E-02,0.867710892,-1.96060345
