Load Current (Temp=27) X,Load Current (Temp=27) Y,Load Current (Temp=125) X,Load Current (Temp=125) Y,Load Current (Temp=-55) X,Load Current (Temp=-55) Y,Load Current (Temp=-180) X,Load Current (Temp=-180) Y
5.050280511654631e-06,0.0002,6.006066172587533e-06,0.01440141886593888,6.005026149355845e-06,0.000548309419858053,6.119569533527633e-08,0.0002
5.050982631159054e-06,0.0002,6.006117751731235e-06,0.01508845306004545,6.005028021531483e-06,0.0005732467993479309,6.132855986749755e-08,0.0002
5.051620274711993e-06,0.0002,6.006172949208902e-06,0.0158236834625767,6.005029959619366e-06,0.0005990621299508024,6.147556952754617e-08,0.0002
5.052247796334137e-06,0.0002,6.006234472709347e-06,0.01664317648849766,6.005032023518797e-06,0.0006265532703689917,6.16619820205858e-08,0.0002
5.052913763912177e-06,0.0002,6.006303111820099e-06,0.01755744944371085,6.005034300948701e-06,0.0006568886366966614,6.186289571754231e-08,0.0002
5.053718229043482e-06,0.0002,6.006378224757942e-06,0.01855795377579187,6.005036998706628e-06,0.0006928227722804635,6.20706828141845e-08,0.0002
5.054746023864526e-06,0.0002,6.006460021379358e-06,0.01964748477304482,6.005041234195326e-06,0.000749239481743441,6.226093078388373e-08,0.0002
5.055592832435946e-06,0.0002,6.006549094973043e-06,0.02083394504093242,6.00504445005391e-06,0.0007920747180859025,6.24271081383534e-08,0.0002
5.056329050938012e-06,0.0002,6.006645825924282e-06,0.0221224013114383,6.005046939976434e-06,0.0008252404861047933,6.261027932288101e-08,0.0002
5.057065372764458e-06,0.0002,6.006748951546037e-06,0.02349603459321235,6.0050492498635e-06,0.0008560081818247807,6.281978852070052e-08,0.0002
5.057867696024396e-06,0.0002,6.006849749858637e-06,0.02483866811704418,6.005051428424872e-06,0.0008850266192998002,6.297317759445088e-08,0.0002
5.058999930967785e-06,0.0002,6.00695278333326e-06,0.026211073999019,6.005053608044266e-06,0.000914059149617618,6.314603818418876e-08,0.0002
5.06003416742661e-06,0.0002,6.007061251011928e-06,0.02765586347887553,6.005055912740017e-06,0.000944757697021687,6.332255608038484e-08,0.0002
5.060909608903432e-06,0.0002,6.007178054684941e-06,0.02921168840341812,6.005058486612927e-06,0.0009790416841903612,6.347921012116549e-08,0.0002
5.061773120373961e-06,0.0002,6.007306706058303e-06,0.03092532469658908,6.005061722933745e-06,0.001022149477478402,6.36450267202007e-08,0.0002
5.062719192852545e-06,0.0002,6.007450804795789e-06,0.03284471987991468,6.005064659352168e-06,0.001061262570882758,6.383328706971482e-08,0.0002
5.064097832136444e-06,0.0002,6.007614732379228e-06,0.03502823529131609,6.005067863242629e-06,0.001103938391812526,6.405601847799688e-08,0.0002
5.065305947186484e-06,0.0002,6.007804428138292e-06,0.03755498280204195,6.005070619354383e-06,0.001140649800381073,6.428414626030713e-08,0.0002
5.066350165297164e-06,0.0002,6.008028802639043e-06,0.04054365115205336,6.00507315996403e-06,0.001174490720881798,6.451159589356588e-08,0.0002
5.067429279204895e-06,0.0002,6.008302774805174e-06,0.04419296040491762,6.005075682325655e-06,0.00120808857771671,6.474309128601468e-08,0.0002
5.068817050054542e-06,0.0002,6.008627986704409e-06,0.04852478290272291,6.005078277158555e-06,0.001242651751945817,6.49802387591133e-08,0.0002
5.070341882439571e-06,0.0002,6.008967619545877e-06,0.05304869235108157,6.005081117033872e-06,0.001280478891178045,6.522967989400373e-08,0.0002
5.071621780936476e-06,0.0002,6.009321303108895e-06,0.05775975741048664,6.005084558947508e-06,0.001326325180810755,6.551307197241197e-08,0.0002
5.072971063851281e-06,0.0002,6.009692350935298e-06,0.06270211445816569,6.00508956533401e-06,0.001393010249013627,6.577681017984576e-08,0.0002
5.0748920313455e-06,0.0002,6.010084347701843e-06,0.06792351138855247,6.005093138006548e-06,0.001440598247220577,6.600161277655641e-08,0.0002
5.076746138243166e-06,0.0002,6.010504517870334e-06,0.07352017803285374,6.00509609591114e-06,0.001479997536383797,6.619340359170047e-08,0.0002
5.078417375528319e-06,0.0002,6.010960164165818e-06,0.07958938668869679,6.00509893240121e-06,0.001517779584117436,6.637014074219741e-08,0.0002
5.0806071371187e-06,0.0002,6.011459447451039e-06,0.08623984004783854,6.005101718246189e-06,0.00155488703923969,6.655818375878794e-08,0.0002
5.083167024042063e-06,0.0002,6.012012380102005e-06,0.09360490295869975,6.005104711363365e-06,0.001594755360026143,6.678015548087551e-08,0.0002
5.085472241478103e-06,0.0002,6.012630669134639e-06,0.1018405128733939,6.005108322424283e-06,0.001642854691446107,6.701336298206351e-08,0.0002
5.089038899939533e-06,0.0002,6.013331475377975e-06,0.1111752520346303,6.005113464000429e-06,0.001711340485708028,6.725678508797062e-08,0.0002
5.092597324551429e-06,0.0002,6.014137408586921e-06,0.1219102823777849,6.005117306036599e-06,0.001762516407494738,6.751838662063647e-08,0.0002
5.096807235051017e-06,0.0002,6.015083044389226e-06,0.1345061512644912,6.005120541746143e-06,0.001805616058623958,6.781414796881795e-08,0.0002
5.102842120449182e-06,0.0002,6.016218095270249e-06,0.14962502899971,6.005123690290515e-06,0.001847554669658545,6.816344559565773e-08,0.0002
5.109693845456165e-06,0.0002,6.017622991125733e-06,0.1683382417947679,6.005126863252427e-06,0.001889818522324549,6.843011481872176e-08,0.0002
5.11842209766354e-06,0.0002,6.018811495562867e-06,0.184169120897383,6.005130409737058e-06,0.001937057697616671,6.864858183035966e-08,0.0002
5.130794020861399e-06,0.0002,6.02e-06,0.1999999999999981,6.005135281057419e-06,0.002001943684824889,6.886738242293582e-08,0.0002
5.150094053989028e-06,0.0002,6.020089091989998e-06,0.2,6.00514039479793e-06,0.002070058708422273,6.910589017084581e-08,0.0002
5.155524911722282e-06,0.0002,6.020175855729198e-06,0.2,6.005144108525983e-06,0.00211952556608829,6.936390098319077e-08,0.0002
5.16638662718879e-06,0.0002,6.020216902721737e-06,0.2,6.005147537714691e-06,0.002165202359684225,6.962278545213072e-08,0.0002
5.188110058121806e-06,0.0002,6.020255192572407e-06,0.2,6.005150986995312e-06,0.002211146777548549,6.988793505491558e-08,0.0002
5.226788889677504e-06,0.0002,6.020312443749025e-06,0.2,6.005154755894031e-06,0.00226134850848581,7.016849719646927e-08,0.0002
5.277855018220528e-06,0.0002,6.020377219850265e-06,0.2,6.00515999152861e-06,0.002331087161088179,7.048495589869682e-08,0.0002
5.345988647266157e-06,0.0002,6.020486000785013e-06,0.2,6.00516532617778e-06,0.002402144688026158,7.079662154061377e-08,0.0002
5.445076514229844e-06,0.0002,6.020618167161764e-06,0.2,6.00516932401054e-06,0.002455395820395163,7.105885614302066e-08,0.0002
5.616450030878864e-06,0.0002,6.020790787734863e-06,0.2,6.005173103556537e-06,0.002505739373073237,7.129300285834887e-08,0.0002
5.826450030878864e-06,0.0002,6.020979488120244e-06,0.2,6.00517700427086e-06,0.002557696887849435,7.151958949952676e-08,0.0002
6.005e-06,0.0002,6.021186352734662e-06,0.2,6.005181542509667e-06,0.002618146228765909,7.176119176851289e-08,0.0002
6.005009795187896e-06,0.0003304719027705431,6.021428846353013e-06,0.2,6.005187373682264e-06,0.002695817447758229,7.202920865554952e-08,0.0002
6.005017305205315e-06,0.0004305053347880895,6.021731029333767e-06,0.2,6.005192199546075e-06,0.002760097953720862,7.230641704596394e-08,0.0002
6.005025098021309e-06,0.0005343056438359654,6.022145907933164e-06,0.2,6.005196354051867e-06,0.002815435970867401,7.260404219112445e-08,0.0002
6.005027417288612e-06,0.0005651982843105076,6.022673185378096e-06,0.2,6.005200515683842e-06,0.002870868908772205,7.294481969245502e-08,0.0002
6.005030165301294e-06,0.000601801813234811,6.023258122258192e-06,0.2,6.00520511429123e-06,0.002932122359177634,7.326559484705014e-08,0.0002
6.005032707637823e-06,0.0006356657357990467,6.02390920262493e-06,0.2,6.005211251123092e-06,0.003013864959579149,7.354501363945659e-08,0.0002
6.005035025316327e-06,0.0006665372134797814,6.024647514941114e-06,0.2,6.005216878350678e-06,0.00308881963102578,7.380826228075593e-08,0.0002
6.005037538767888e-06,0.0007000163882610674,6.025507720948772e-06,0.2,6.005221512654329e-06,0.00315054855566578,7.407730780560558e-08,0.0002
6.0050403927719e-06,0.0007380317217002185,6.026549381583176e-06,0.2,6.00522614334837e-06,0.003212229400281626,7.437117975298389e-08,0.0002
6.005044210997439e-06,0.0007888904858870024,6.027878140009884e-06,0.2,6.005231360191634e-06,0.003281717752557266,7.466869575074841e-08,0.0002
6.005047269862808e-06,0.0008296345726072264,6.029729991028639e-06,0.2,6.005237934399291e-06,0.003369286198551772,7.497307959627115e-08,0.0002
6.005050449466619e-06,0.0008719868953644691,6.032316058889611e-06,0.2,6.00524375976985e-06,0.003446880134402963,7.529969843558544e-08,0.0002
6.005053303225235e-06,0.0009099989601341053,6.035974488122619e-06,0.2,6.005248815881562e-06,0.003514227542400052,7.568237975720897e-08,0.0002
6.005055967845144e-06,0.0009454916973111294,6.040244207350215e-06,0.2,6.005254079429338e-06,0.003584337998780983,7.60116872112914e-08,0.0002
6.005058658490762e-06,0.0009813310969549523,6.04564323562795e-06,0.2,6.005260710318815e-06,0.003672661446609552,7.630265199806738e-08,0.0002
6.005061514964658e-06,0.001019379329244983,6.052490506173254e-06,0.2,6.005268030465904e-06,0.003770165805838502,7.65810524648628e-08,0.0002
6.005064833668471e-06,0.001063584464031089,6.060407327555301e-06,0.2,6.00527389654125e-06,0.003848301929447397,7.686691575297998e-08,0.0002
6.005069932569965e-06,0.00113150183193478,6.068146056376559e-06,0.2,6.005279727585998e-06,0.003925971445496205,7.718255350795698e-08,0.0002
6.005074102059719e-06,0.001187039435455358,6.075817047729454e-06,0.2,6.005286804156892e-06,0.004020231369794479,7.750777600548776e-08,0.0002
6.005077408661892e-06,0.001231083376405475,6.083136425595138e-06,0.2,6.005294841357396e-06,0.004127286880507216,7.786182250503343e-08,0.0002
6.005080571023397e-06,0.001273206031646633,6.089180748331808e-06,0.2,6.005301536987455e-06,0.004216472672903486,7.825440329028544e-08,0.0002
6.005083719358048e-06,0.001315141849195867,6.093600744830926e-06,0.2,6.005308260518813e-06,0.004306030110593337,7.859290867269561e-08,0.0002
6.005087137706953e-06,0.00136067425661124,6.096743329453531e-06,0.2,6.005317098537314e-06,0.004423752517015081,7.890729317930804e-08,0.0002
6.005091467099841e-06,0.001418341769886549,6.099439588247288e-06,0.2,6.005326564124884e-06,0.004549834143455278,7.922401162253688e-08,0.0002
6.005096826766716e-06,0.00148973253265634,6.102171515374306e-06,0.2,6.005334335778993e-06,0.004653352576184909,7.956199203236242e-08,0.0002
6.005100811239918e-06,0.001542805715704111,6.104491703535005e-06,0.2,6.005343319003148e-06,0.004773009121936061,7.990992206534359e-08,0.0002
6.005104343932419e-06,0.00158986117981459,6.106574935064348e-06,0.2,6.005353968462196e-06,0.00491485991645269,8.027174454339098e-08,0.0002
6.005107862620393e-06,0.001636730103628005,6.108712842773447e-06,0.2,6.005363460297439e-06,0.005041291161888141,8.067661485806701e-08,0.0002
6.005111601032993e-06,0.001686525759467402,6.111291130395131e-06,0.2,6.005374029068999e-06,0.0051820671990672,8.108687607066853e-08,0.0002
6.005116376527073e-06,0.001750135340617136,6.114763777321262e-06,0.2,6.005386752249219e-06,0.005351539959602006,8.143962023458336e-08,0.0002
6.005121998135395e-06,0.001825015163455926,6.118561321704288e-06,0.2,6.005398737238391e-06,0.005511180015363432,8.177615392430753e-08,0.0002
6.005126306777664e-06,0.001882406278485208,6.122743312451379e-06,0.2,6.005413576153092e-06,0.005708834359185931,8.21227849707401e-08,0.0002
6.00513024538937e-06,0.001934868586405031,6.127309080279709e-06,0.2,6.005431390150976e-06,0.005946116810997109,8.249779191009827e-08,0.0002
6.005134279799819e-06,0.001988606933589951,6.132065367067317e-06,0.2,6.005449191893716e-06,0.006183236024293786,8.289045831488102e-08,0.0002
6.005138851802253e-06,0.002049506006005416,6.136932064710032e-06,0.2,6.005472812274534e-06,0.006497859496790842,8.333782361018182e-08,0.0002
6.005144684473974e-06,0.002127197193326789,6.142104968649359e-06,0.2,6.005499102255418e-06,0.006848042042160404,8.375576691969893e-08,0.0002
6.00514995442147e-06,0.002197392893980298,6.147719321929768e-06,0.2,6.005532209244206e-06,0.007289027132824484,8.413458279393087e-08,0.0002
6.005154389251543e-06,0.002256464830547136,6.153981706693922e-06,0.2,6.005577759245267e-06,0.007895753146953781,8.451267725551531e-08,0.0002
6.005158812907494e-06,0.002315387927817984,6.161085495933164e-06,0.2,6.005623392238446e-06,0.00850358461610503,8.491926105343046e-08,0.0002
6.005163755074276e-06,0.002381217589354031,6.169326395955398e-06,0.2,6.005669999774809e-06,0.009124397000455227,8.533705575248186e-08,0.0002
6.005169951154943e-06,0.002463749383841299,6.178870191815195e-06,0.2,6.005723593407156e-06,0.009838264183320903,8.578522333462316e-08,0.0002
6.005175802384527e-06,0.002541687761902839,6.190676482223764e-06,0.2,6.005764448930235e-06,0.01038245975073212,8.630881506778148e-08,0.0002
6.005180763544502e-06,0.002607770412763932,6.204991213413363e-06,0.2,6.005805832788382e-06,0.01093369274124671,8.674330242898141e-08,0.0002
6.005185823630043e-06,0.002675170752172106,6.223537309550932e-06,0.2,6.005835993276847e-06,0.0113354304475946,8.715324885008185e-08,0.0002
6.005191862892357e-06,0.002755613726192072,6.243979259539471e-06,0.2,6.005858998972093e-06,0.01164186630828028,8.758424971083668e-08,0.0002
6.005198631825914e-06,0.00284577592117597,6.267702180640017e-06,0.2,6.005892251110368e-06,0.01208478479009875,8.804238896760981e-08,0.0002
6.005204531427787e-06,0.002924358618114937,6.296307484446176e-06,0.2,6.005923451274367e-06,0.01250037097456285,8.854035384167354e-08,0.0002
6.005210088314945e-06,0.002998376355059418,6.333688333683768e-06,0.2,6.005950748312468e-06,0.01286396752207444,8.908475921409027e-08,0.0002
6.005216321419707e-06,0.00308140131049974,6.38601659778911e-06,0.2,6.005980001026977e-06,0.01325361367932796,8.95527310563547e-08,0.0002
6.005223636429156e-06,0.003178837236360893,6.469977644512758e-06,0.2,6.00601484826636e-06,0.01371777890791286,9.001412807166542e-08,0.0002
6.005230668932478e-06,0.003272510180602931,6.637899737960054e-06,0.2,6.006056824813784e-06,0.01427690651959579,9.052350878152914e-08,0.0002
6.00523704939582e-06,0.003357497952319953,6.847899737960054e-06,0.2,6.006105841156143e-06,0.01492980419982611,9.104582956392068e-08,0.0002
6.005244276269314e-06,0.00345375990726002,7.057899737960053e-06,0.2,6.006164673362427e-06,0.01571344918752664,9.165429264410758e-08,0.0002
6.005252532881685e-06,0.003563737984044963,7.267899737960053e-06,0.2,6.006221038014381e-06,0.01646422635154776,9.220711996740167e-08,0.0002
6.005260382323357e-06,0.00366829254711292,7.477899737960053e-06,0.2,6.006277866572857e-06,0.01722118275045694,9.27196684556849e-08,0.0002
6.005267957917872e-06,0.003769199466048638,7.687899737960052e-06,0.2,6.006338628996717e-06,0.01803053823626542,9.326851419546913e-08,0.0002
6.005277547531187e-06,0.003896933115408848,7.897899737960052e-06,0.2,6.006406074740966e-06,0.01892891554966866,9.385189789656648e-08,0.0002
6.005287587176909e-06,0.004030661196433057,8.107899737960052e-06,0.2,6.006484199190748e-06,0.01996953322076729,9.453789484661968e-08,0.0002
6.005296672249326e-06,0.004151674361014848,8.317899737960052e-06,0.2,6.006569405094766e-06,0.02110447586228363,9.514892252859249e-08,0.0002
6.005307865821049e-06,0.004300772736375666,8.52e-06,0.2,6.006658353539613e-06,0.02228926914764327,9.573418151195257e-08,0.0002
6.005320173778289e-06,0.004464714726804656,8.520234375e-06,0.1968781250000016,6.006752578219258e-06,0.0235443418805184,9.638925350914378e-08,0.0002
6.005331810253992e-06,0.004619712583172637,8.520562764992228e-06,0.1925039703035228,6.006854766754139e-06,0.02490549316513448,9.708762363369948e-08,0.0002
6.005345876826019e-06,0.004807079322568958,8.520666435689591e-06,0.1911230766146554,6.006967853794371e-06,0.02641181254101759,9.785562240454862e-08,0.0002
6.005362335940723e-06,0.005026314730426587,8.520764064254062e-06,0.1898226641358919,6.007095051548159e-06,0.0281060866214829,9.854024655531428e-08,0.0002
6.005379817566591e-06,0.005259169986985216,8.520959321383006e-06,0.1872218391783649,6.00723956970622e-06,0.03003106848685168,9.927538367926937e-08,0.0002
6.005402057355515e-06,0.005555403975461941,8.52119282378611e-06,0.1841115871690192,6.00739595270337e-06,0.03211409000889008,1.000782846658881e-07,0.0002
6.005427298419649e-06,0.00589161494972015,8.521472257090295e-06,0.1803895355572771,6.00757116068601e-06,0.03444786033764827,1.010117406721719e-07,0.0002
6.005456364504448e-06,0.006278775199245526,8.521768785785131e-06,0.1764397733420576,6.007774497220184e-06,0.0371563029728511,1.018243048322231e-07,0.0002
6.005488884149007e-06,0.006711936864770684,8.522058726611282e-06,0.1725777615377236,6.008019688901217e-06,0.04042225616420867,1.027451604916074e-07,0.0002
6.005524602894007e-06,0.007187710548175853,8.522337066330236e-06,0.1688702764812555,6.008305066075284e-06,0.04422348012277531,1.037797626344019e-07,0.0002
6.005558320845048e-06,0.007636833656033347,8.522591732912753e-06,0.1654781176021325,6.00858957714367e-06,0.04801316755368958,1.048028737804964e-07,0.0002
6.005592432147176e-06,0.00809119620037744,8.522819417163358e-06,0.1624453633840693,6.008881296123603e-06,0.05189886436638438,1.05850355661344e-07,0.0002
6.005631255400748e-06,0.00860832193795546,8.523059604848e-06,0.1592460634246363,6.009187227827618e-06,0.0559738746638765,1.070618753642973e-07,0.0002
6.005675739288034e-06,0.009200847316607356,8.523305005776237e-06,0.1559773230605293,6.009512800539735e-06,0.06031050318926849,1.084077974789657e-07,0.0002
6.005713542940474e-06,0.009704391967106157,8.523562062514374e-06,0.1525533273085388,6.00986697925139e-06,0.0650281636285088,1.097632236972625e-07,0.0002
6.005740346870637e-06,0.01006142031688033,8.523844536779302e-06,0.1487907700997013,6.010257491350456e-06,0.07022978478806693,1.114136474990028e-07,0.0002
6.005760832707571e-06,0.01033429166484501,8.524146343233638e-06,0.1447707081279402,6.010692785077965e-06,0.0760278972384984,1.131778862333759e-07,0.0002
6.005784750904043e-06,0.01065288204185751,8.52448024643592e-06,0.1403231174735535,6.01118946355743e-06,0.08264365458496041,1.152843555101209e-07,0.0002
6.005814954250973e-06,0.01105519062296309,8.524874180839929e-06,0.1350759112121461,6.011762489888796e-06,0.09027636531876526,1.181723039141327e-07,0.0002
6.005839368460934e-06,0.01138038789963919,8.525203353636609e-06,0.1306913295603744,6.012446609723616e-06,0.09938884151856686,1.213069400869945e-07,0.0002
6.005863798207256e-06,0.01170579212064817,8.525510860160229e-06,0.1265953426657527,6.01329730954057e-06,0.1107201630803859,1.263452994487916e-07,0.0002
6.005892801945866e-06,0.01209212191892836,8.525826984283096e-06,0.1223845693491578,6.014238145832827e-06,0.1232521024932554,1.325307557768528e-07,0.0002
6.005929185186842e-06,0.01257674668873085,8.526170312983249e-06,0.1178114310631247,6.015298415120245e-06,0.1373748894016664,1.421701642945259e-07,0.0002
6.005971940885385e-06,0.01314625259332603,8.526566828163507e-06,0.1125298488620864,6.016528375822673e-06,0.1537579659580051,1.460915698807063e-07,0.0002
6.006020012890223e-06,0.01378657169777011,8.527048577624673e-06,0.106112946039352,6.018002092057609e-06,0.1733878662073565,1.539343810530669e-07,0.0002
6.006070945257164e-06,0.01446499082542593,8.527660448135837e-06,0.09796283083065088,6.019001046028804e-06,0.1866939331036717,1.696200033977882e-07,0.0002
6.00612203448984e-06,0.01514549940466836,8.528449923772789e-06,0.08744701534645107,6.02e-06,0.1999999999999981,1.761481729860277e-07,0.0002
6.006175721732729e-06,0.01586061347994788,8.529398854038475e-06,0.07480726420751396,6.0200312173116e-06,0.2,1.892045121625067e-07,0.0002
6.006234407117047e-06,0.01664230279905899,8.530535453606423e-06,0.05966775796245155,6.020080743381195e-06,0.2,2.143374417957683e-07,0.0002
6.006300587591649e-06,0.0175238267207664,8.531876995554265e-06,0.04179841921718686,6.020101568787225e-06,0.2,2.484721932225789e-07,0.0002
6.006370767855963e-06,0.01845862784141938,8.533193456690035e-06,0.0242631568887326,6.02012267008641e-06,0.2,2.902288771893467e-07,0.0002
6.006446618587773e-06,0.01946895958913795,8.534096728345018e-06,0.01223157844436443,6.020144726615658e-06,0.2,3.420242738670461e-07,0.0002
6.006527684748977e-06,0.02054876085637333,8.535e-06,0.0002,6.020174296953541e-06,0.2,4.099419052617283e-07,0.0002
6.00661635647656e-06,0.02172986826777858,8.535092610747942e-06,0.0002,6.02020434410874e-06,0.2,5.083716029267303e-07,0.0002
6.006715853336327e-06,0.02305516643986808,8.535185327972982e-06,0.0002,6.020249665031369e-06,0.2,6.776257341331354e-07,0.0002
6.006827607134681e-06,0.02454372703395379,8.535237077665419e-06,0.0002,6.020309117784344e-06,0.2,8.876257341331354e-07,0.0002
6.006936673355199e-06,0.02599648909125504,8.53528456862356e-06,0.0002,6.020393799357624e-06,0.2,1.097625734133135e-06,0.0002
6.007049026637476e-06,0.02749303481118102,8.535364831578202e-06,0.0002,6.020562478813739e-06,0.2,1.307625734133135e-06,0.0002
6.007169325004793e-06,0.02909540906383854,8.535461893388101e-06,0.0002,6.020760095789544e-06,0.2,1.517625734133135e-06,0.0002
6.00730173195865e-06,0.03085906968922178,8.535610638058656e-06,0.0002,6.020968873061987e-06,0.2,1.727625734133136e-06,0.0002
6.007452256819412e-06,0.03286406083456855,8.535824319237285e-06,0.0002,6.021210325657371e-06,0.2,1.937625734133136e-06,0.0002
6.007628009793103e-06,0.03520509044412407,8.536083373955183e-06,0.0002,6.021506100746155e-06,0.2,2.147625734133136e-06,0.0002
6.007839383509722e-06,0.03802058834949718,8.536365703740627e-06,0.0002,6.021910814413629e-06,0.2,2.357625734133136e-06,0.0002
6.008093483713562e-06,0.04140520306464496,8.536676654530499e-06,0.0002,6.022382113146207e-06,0.2,2.567625734133136e-06,0.0002
6.008375356320809e-06,0.04515974619317976,8.537044279760109e-06,0.0002,6.022885144584813e-06,0.2,2.777625734133136e-06,0.0002
6.008673238578503e-06,0.04912753786565346,8.537513215951886e-06,0.0002,6.023443319916884e-06,0.2,2.987625734133136e-06,0.0002
6.008983400148217e-06,0.05325888997424498,8.53819590006853e-06,0.0002,6.024082034829671e-06,0.2,3.197625734133136e-06,0.0002
6.009309329338094e-06,0.05760026678340662,8.538899672010212e-06,0.0002,6.024842028837679e-06,0.2,3.407625734133136e-06,0.0002
6.00965535283946e-06,0.06220929982160174,8.539639092509559e-06,0.0002,6.025794913820068e-06,0.2,3.617625734133136e-06,0.0002
6.010027402537836e-06,0.06716500180397972,8.540440991762235e-06,0.0002,6.027085442422617e-06,0.2,3.827625734133137e-06,0.0002
6.010431755916156e-06,0.07255098880319795,8.541316078893405e-06,0.0002,6.028641836869237e-06,0.2,4.037625734133136e-06,0.0002
6.010876115397668e-06,0.07846985709693327,8.54228863381317e-06,0.0002,6.030468233913719e-06,0.2,4.247625734133136e-06,0.0002
6.011370097126943e-06,0.08504969373088121,8.543383560142351e-06,0.0002,6.032501063031692e-06,0.2,4.457625734133136e-06,0.0002
6.011926733257062e-06,0.09246408698406564,8.544628147759928e-06,0.0002,6.034635382143383e-06,0.2,4.667625734133135e-06,0.0002
6.012564809095051e-06,0.1009632571460785,8.546062838214638e-06,0.0002,6.037200293159305e-06,0.2,4.836312867066568e-06,0.0002
6.013316989017192e-06,0.1109822937089905,8.547740465773572e-06,0.0002,6.040184392145582e-06,0.2,5.005e-06,0.0002
6.014230099913116e-06,0.1231449308427023,8.549741433022178e-06,0.0002,6.042583062723294e-06,0.2,5.005157175591829e-06,0.0002
6.015399710024772e-06,0.1387241375299666,8.552185952122898e-06,0.0002,6.044516919375333e-06,0.2,5.005271944533334e-06,0.0002
6.016743135459577e-06,0.1566185643215644,8.555273750722887e-06,0.0002,6.045961570706441e-06,0.2,5.005308105646481e-06,0.0002
6.018325889715725e-06,0.1777008510134541,8.559350554790857e-06,0.0002,6.046688243936905e-06,0.2,5.00534404807638e-06,0.0002
6.02e-06,0.1999999999999981,8.565062430419389e-06,0.0002,6.047502343881462e-06,0.2,5.005367258111912e-06,0.0002
6.02003642339413e-06,0.2,8.573419825664822e-06,0.0002,6.048101458982029e-06,0.2,5.005393436859635e-06,0.0002
6.020092447727278e-06,0.2,8.580905877550382e-06,0.0002,6.048517508757215e-06,0.2,5.005414382806697e-06,0.0002
6.020111522875709e-06,0.2,8.587670808039098e-06,0.0002,6.048944570627937e-06,0.2,5.005438287527288e-06,0.0002
6.020131197780691e-06,0.2,8.594163265231637e-06,0.0002,6.049389102650037e-06,0.2,5.005466533588972e-06,0.0002
6.020151834340636e-06,0.2,8.601210067953973e-06,0.0002,6.050171420598945e-06,0.2,5.00549238067714e-06,0.0002
6.020177335927792e-06,0.2,8.609348450254507e-06,0.0002,6.050785836110307e-06,0.2,5.005516302406882e-06,0.0002
6.020202775032324e-06,0.2,8.616349986397562e-06,0.0002,6.051516999371473e-06,0.2,5.005533655772093e-06,0.0002
6.020242633216831e-06,0.2,8.622432166394389e-06,0.0002,6.052350793829466e-06,0.2,5.005550117498172e-06,0.0002
6.020288196878335e-06,0.2,8.628830037764647e-06,0.0002,6.053272668655022e-06,0.2,5.005568777889197e-06,0.0002
6.02035414708633e-06,0.2,8.636614859408718e-06,0.0002,6.054463221454893e-06,0.2,5.005587264025816e-06,0.0002
6.020476279353233e-06,0.2,8.644579973337948e-06,0.0002,6.055575758062115e-06,0.2,5.00560151954037e-06,0.0002
6.020637418768596e-06,0.2,8.648636427951388e-06,0.0002,6.05673509167605e-06,0.2,5.00562021365984e-06,0.0002
6.020809688321902e-06,0.2,8.652564274221911e-06,0.0002,6.058048730297618e-06,0.2,5.005640481825159e-06,0.0002
6.020996355626946e-06,0.2,8.655801610440459e-06,0.0002,6.059721883916567e-06,0.2,5.005657841386835e-06,0.0002
6.021210900544938e-06,0.2,8.658210558559628e-06,0.0002,6.063036710299434e-06,0.2,5.005673093268791e-06,0.0002
6.021476318514512e-06,0.2,8.660166983283991e-06,0.0002,6.065929806159771e-06,0.2,5.005687473196691e-06,0.0002
6.021840143188677e-06,0.2,8.661997102155393e-06,0.0002,6.069356141115954e-06,0.2,5.005697602188939e-06,0.0002
6.022307413466117e-06,0.2,8.663578193351783e-06,0.0002,6.072801733403868e-06,0.2,5.005708360762746e-06,0.0002
6.022824124232159e-06,0.2,8.665019301502338e-06,0.0002,6.076686045851564e-06,0.2,5.005719079927971e-06,0.0002
6.02339680218336e-06,0.2,8.666387563227848e-06,0.0002,6.081452257041057e-06,0.2,5.005729732736073e-06,0.0002
6.024045108943236e-06,0.2,8.667895173393858e-06,0.0002,6.086994550852203e-06,0.2,5.005740077140495e-06,0.0002
6.024797241795792e-06,0.2,8.670183728194725e-06,0.0002,6.09325159874173e-06,0.2,5.005749898278336e-06,0.0002
6.025704491642814e-06,0.2,8.672005302594549e-06,0.0002,6.100462268482651e-06,0.2,5.005761576222067e-06,0.0002
6.026859655249906e-06,0.2,8.673717856879691e-06,0.0002,6.108724168674272e-06,0.2,5.005773959785031e-06,0.0002
6.028454055605946e-06,0.2,8.675626178507438e-06,0.0002,6.118505164154576e-06,0.2,5.005784729364946e-06,0.0002
6.030448136775145e-06,0.2,8.678218064890188e-06,0.0002,6.13046550845206e-06,0.2,5.005795598539446e-06,0.0002
6.033043453164787e-06,0.2,8.681447972564089e-06,0.0002,6.145796351309792e-06,0.2,5.005807585113446e-06,0.0002
6.036035319790755e-06,0.2,8.684842944124873e-06,0.0002,6.165782091523345e-06,0.2,5.005821686747488e-06,0.0002
6.039566379157373e-06,0.2,8.690779904681731e-06,0.0002,6.187596247678828e-06,0.2,5.005834631062508e-06,0.0002
6.044540407125419e-06,0.2,8.695003000039894e-06,0.0002,6.212397158665636e-06,0.2,5.005848182237585e-06,0.0002
