Load Current (Temp=27) X,Load Current (Temp=27) Y,Load Current (Temp=125) X,Load Current (Temp=125) Y,Load Current (Temp=-55) X,Load Current (Temp=-55) Y,Load Current (Temp=-180) X,Load Current (Temp=-180) Y
5.5823947016286e-09,0.0002,5.645139746031895e-09,0.0002,5.585093452080183e-09,0.0002,5.59159829680348e-09,0.0002
5.593228163566904e-09,0.0002,5.655189551778721e-09,0.0002,5.594142731557064e-09,0.0002,5.598251558804946e-09,0.0002
5.603754449989959e-09,0.0002,5.665434478437851e-09,0.0002,5.602684948670582e-09,0.0002,5.603954303960798e-09,0.0002
5.614058654571241e-09,0.0002,5.676040008096016e-09,0.0002,5.610879101081291e-09,0.0002,5.609153373292214e-09,0.0002
5.624239034766144e-09,0.0002,5.686830390559514e-09,0.0002,5.618836000982602e-09,0.0002,5.613956331827587e-09,0.0002
5.634475090420334e-09,0.0002,5.69758286076469e-09,0.0002,5.626640345448702e-09,0.0002,5.61850501726897e-09,0.0002
5.645217096786162e-09,0.0002,5.708278157883071e-09,0.0002,5.634372065511583e-09,0.0002,5.622835812625846e-09,0.0002
5.657793848243274e-09,0.0002,5.719089294514734e-09,0.0002,5.64215040156038e-09,0.0002,5.626944619467647e-09,0.0002
5.665057475729641e-09,0.0002,5.730353570688138e-09,0.0002,5.650253503937275e-09,0.0002,5.630881442009421e-09,0.0002
5.672106400083453e-09,0.0002,5.742683694164727e-09,0.0002,5.65949848953811e-09,0.0002,5.634760922383428e-09,0.0002
5.678547927076879e-09,0.0002,5.75766956923524e-09,0.0002,5.669721999864442e-09,0.0002,5.63871406421624e-09,0.0002
5.684338575273415e-09,0.0002,5.774943392030163e-09,0.0002,5.679619890875026e-09,0.0002,5.642856535319552e-09,0.0002
5.690133535633986e-09,0.0002,5.789045068182357e-09,0.0002,5.692121705944585e-09,0.0002,5.64727201646773e-09,0.0002
5.696341386768456e-09,0.0002,5.80038335628166e-09,0.0002,5.696246566363598e-09,0.0002,5.651980824342671e-09,0.0002
5.703101479496531e-09,0.0002,5.811035697314384e-09,0.0002,5.700633046110357e-09,0.0002,5.65692118141211e-09,0.0002
5.710434096359628e-09,0.0002,5.821874724499455e-09,0.0002,5.704825993821644e-09,0.0002,5.661973310509113e-09,0.0002
5.718259932194468e-09,0.0002,5.833771568777317e-09,0.0002,5.708311140359369e-09,0.0002,5.66709999323194e-09,0.0002
5.726527466980098e-09,0.0002,5.847628277587332e-09,0.0002,5.7116897669955e-09,0.0002,5.672746170029937e-09,0.0002
5.73536172771519e-09,0.0002,5.864289072448778e-09,0.0002,5.71533905089613e-09,0.0002,5.678340481453261e-09,0.0002
5.745167920563478e-09,0.0002,5.884465873563764e-09,0.0002,5.719479112138317e-09,0.0002,5.684188601322434e-09,0.0002
5.7571822086024e-09,0.0002,5.90137012630754e-09,0.0002,5.724456519662844e-09,0.0002,5.690956363306577e-09,0.0002
5.768323522199744e-09,0.0002,5.914679581644687e-09,0.0002,5.730945357697958e-09,0.0002,5.700527572695973e-09,0.0002
5.779753708471858e-09,0.0002,5.930027866239152e-09,0.0002,5.740853663887055e-09,0.0002,5.708290342385258e-09,0.0002
5.788986421999974e-09,0.0002,5.947724475195347e-09,0.0002,5.750745441722838e-09,0.0002,5.716218043261035e-09,0.0002
5.79731096994294e-09,0.0002,5.966351406635163e-09,0.0002,5.760568821912541e-09,0.0002,5.725356286703498e-09,0.0002
5.805960481208923e-09,0.0002,5.986095291609105e-09,0.0002,5.768934099152291e-09,0.0002,5.735486332201664e-09,0.0002
5.815514004791179e-09,0.0002,6e-09,0.0002,5.776431680655409e-09,0.0002,5.738846854631972e-09,0.0002
5.826454609917872e-09,0.0002,6.001644876186794e-09,0.0002,5.784084977356292e-09,0.0002,5.741475555807663e-09,0.0002
5.838607645122139e-09,0.0002,6.003348110053213e-09,0.0002,5.792257239558934e-09,0.0002,5.743619660241624e-09,0.0002
5.85189469282162e-09,0.0002,6.005055630164897e-09,0.0002,5.800799443202192e-09,0.0002,5.745813463537644e-09,0.0002
5.861441996547344e-09,0.0002,6.006455513487247e-09,0.0002,5.809708489967016e-09,0.0002,5.747566720784104e-09,0.0002
5.868437520812007e-09,0.0002,6.008497549468461e-09,0.0002,5.819421337346435e-09,0.0002,5.749018913630554e-09,0.0002
5.876910777369267e-09,0.0002,6.011287139817682e-09,0.0002,5.829460185181573e-09,0.0002,5.750421335644207e-09,0.0002
5.892060508681599e-09,0.0002,6.013994467640067e-09,0.0002,5.834814866566678e-09,0.0002,5.751890385628819e-09,0.0002
5.906949806370067e-09,0.0002,6.017103484048231e-09,0.0002,5.840750234891797e-09,0.0002,5.75357842580313e-09,0.0002
5.92380787294823e-09,0.0002,6.020914681644889e-09,0.0002,5.845416775890268e-09,0.0002,5.755986252876256e-09,0.0002
5.94091819921622e-09,0.0002,6.026011777303234e-09,0.0002,5.851500151937956e-09,0.0002,5.758703007373926e-09,0.0002
5.957528349035023e-09,0.0002,6.032980961487885e-09,0.0002,5.862129742694839e-09,0.0002,5.760739251427734e-09,0.0002
5.973049825729255e-09,0.0002,6.04215880885989e-09,0.0002,5.875261368391546e-09,0.0002,5.762670459113112e-09,0.0002
5.986524912864627e-09,0.0002,6.052426437109528e-09,0.0002,5.889055437746137e-09,0.0002,5.764723393073264e-09,0.0002
6e-09,0.0002,6.064016383498954e-09,0.0002,5.9023480874945e-09,0.0002,5.766960491628937e-09,0.0002
6.001511828626998e-09,0.0002,6.077274474265013e-09,0.0002,5.916244930857024e-09,0.0002,5.769507628828603e-09,0.0002
6.002982806841662e-09,0.0002,6.092846874791421e-09,0.0002,5.930579631319704e-09,0.0002,5.772480044439913e-09,0.0002
6.004597359409071e-09,0.0002,6.110348890810958e-09,0.0002,5.940549919374979e-09,0.0002,5.776023873352024e-09,0.0002
6.005937302409777e-09,0.0002,6.129253092422912e-09,0.0002,5.950270094509511e-09,0.0002,5.780357518133272e-09,0.0002
6.007842405431e-09,0.0002,6.149905284331182e-09,0.0002,5.959603443627419e-09,0.0002,5.78581959850245e-09,0.0002
6.010453499319209e-09,0.0002,6.173026033207162e-09,0.0002,5.972204189897954e-09,0.0002,5.792930553445065e-09,0.0002
6.012838837692451e-09,0.0002,6.199350439608881e-09,0.0002,5.987544096949771e-09,0.0002,5.802515683724104e-09,0.0002
6.015509437793636e-09,0.0002,6.230062452130382e-09,0.0002,6e-09,0.0002,5.816297010726001e-09,0.0002
6.018841864850534e-09,0.0002,6.267126222676936e-09,0.0002,6.001374798930396e-09,0.0002,5.822437247604419e-09,0.0002
6.023258270780048e-09,0.0002,6.306505814082213e-09,0.0002,6.002750323400452e-09,0.0002,5.828681716199354e-09,0.0002
6.029573197102146e-09,0.0002,6.346139149360404e-09,0.0002,6.004255932389064e-09,0.0002,5.833471961738756e-09,0.0002
6.0383667585947e-09,0.0002,6.380354139579586e-09,0.0002,6.005510821200946e-09,0.0002,5.835865120100104e-09,0.0002
6.048384237526394e-09,0.0002,6.413520682924989e-09,0.0002,6.007248971746503e-09,0.0002,5.838065541471319e-09,0.0002
6.059594425580665e-09,0.0002,6.448736039469914e-09,0.0002,6.009500756128548e-09,0.0002,5.842466384213749e-09,0.0002
6.072403214732015e-09,0.0002,6.486933125561779e-09,0.0002,6.011548360711471e-09,0.0002,5.846283758168167e-09,0.0002
6.086717538202456e-09,0.0002,6.526643761297673e-09,0.0002,6.013882157640912e-09,0.0002,5.851081685969136e-09,0.0002
6.102380466781994e-09,0.0002,6.572646542922299e-09,0.0002,6.016780826643098e-09,0.0002,5.857984511437891e-09,0.0002
6.119700142904655e-09,0.0002,6.632686183061463e-09,0.0002,6.020742758858328e-09,0.0002,5.867930973955595e-09,0.0002
6.139135849743756e-09,0.0002,6.704978925272007e-09,0.0002,6.026335288407453e-09,0.0002,5.878684078671912e-09,0.0002
6.161523325103882e-09,0.0002,6.787933705307578e-09,0.0002,6.03442427057872e-09,0.0002,5.888358360593392e-09,0.0002
6.187854162807226e-09,0.0002,6.875707436977768e-09,0.0002,6.044344139763083e-09,0.0002,5.89824664336901e-09,0.0002
6.219806406435507e-09,0.0002,6.964321565925097e-09,0.0002,6.055458422946843e-09,0.0002,5.903634103715064e-09,0.0002
6.252521866439645e-09,0.0002,7.049694696500654e-09,0.0002,6.067356845102044e-09,0.0002,5.908248680478244e-09,0.0002
6.283906176143347e-09,0.0002,7.115105829253485e-09,0.0002,6.080353891535409e-09,0.0002,5.912006063996141e-09,0.0002
6.311439770473537e-09,0.0002,7.174780702556925e-09,0.0002,6.0948480295401e-09,0.0002,5.915519716061414e-09,0.0002
6.337673524353751e-09,0.0002,7.237932073453298e-09,0.0002,6.111099735309628e-09,0.0002,5.920219284627389e-09,0.0002
6.364674064503033e-09,0.0002,7.310449164297964e-09,0.0002,6.129763389042477e-09,0.0002,5.927046514511693e-09,0.0002
6.393923860739602e-09,0.0002,7.378680938972903e-09,0.0002,6.151986808489006e-09,0.0002,5.933212678515252e-09,0.0002
6.426314950005561e-09,0.0002,7.441612514746729e-09,0.0002,6.178899885312324e-09,0.0002,5.939806761208456e-09,0.0002
6.464081639537277e-09,0.0002,7.502373744447438e-09,0.0002,6.207649248720787e-09,0.0002,5.946620634894887e-09,0.0002
6.508211980699635e-09,0.0002,7.563229990131099e-09,0.0002,6.235601396830658e-09,0.0002,5.953032263988984e-09,0.0002
6.560359115901441e-09,0.0002,7.627523718984405e-09,0.0002,6.262884744895099e-09,0.0002,5.958764103651677e-09,0.0002
6.620748899349168e-09,0.0002,7.701315851797281e-09,0.0002,6.28974338185253e-09,0.0002,5.964103082522737e-09,0.0002
6.683400340428489e-09,0.0002,7.806009982293859e-09,0.0002,6.315149002296859e-09,0.0002,5.969563217202005e-09,0.0002
6.746939175215495e-09,0.0002,7.903522994395336e-09,0.0002,6.340323888813883e-09,0.0002,5.975896730297299e-09,0.0002
6.804013338359657e-09,0.0002,7.98124134905692e-09,0.0002,6.36575401422933e-09,0.0002,5.983063600610094e-09,0.0002
6.853688754887034e-09,0.0002,8.05540406524238e-09,0.0002,6.39217845425228e-09,0.0002,5.990603931023971e-09,0.0002
6.903700738404647e-09,0.0002,8.134001002330979e-09,0.0002,6.421040983599397e-09,0.0002,5.995301965511985e-09,0.0002
6.957534029816441e-09,0.0002,8.224521608891105e-09,0.0002,6.456042268416423e-09,0.0002,6e-09,0.0002
7.015770494333217e-09,0.0002,8.336575508019472e-09,0.0002,6.49847541087846e-09,0.0002,6.000688924376274e-09,0.0002
7.084568534938748e-09,0.0002,8.450356994648174e-09,0.0002,6.534363033948544e-09,0.0002,6.001391020897441e-09,0.0002
7.152128297703931e-09,0.0002,8.556622165565242e-09,0.0002,6.571758723023409e-09,0.0002,6.002142861342516e-09,0.0002
7.213528657595613e-09,0.0002,8.653905654975005e-09,0.0002,6.615179203989705e-09,0.0002,6.002879507030377e-09,0.0002
7.275245577922036e-09,0.0002,8.743345882936889e-09,0.0002,6.661476707092866e-09,0.0002,6.003812988027913e-09,0.0002
7.322510953104321e-09,0.0002,8.829782972453495e-09,0.0002,6.71024756939454e-09,0.0002,6.00507306324817e-09,0.0002
7.359605382127169e-09,0.0002,8.913068910309181e-09,0.0002,6.762176234269754e-09,0.0002,6.006470536826553e-09,0.0002
7.395087450336864e-09,0.0002,8.991960727775171e-09,0.0002,6.817805401994631e-09,0.0002,6.007868606403051e-09,0.0002
7.429861380409607e-09,0.0002,9.054803209201159e-09,0.0002,6.877806921782544e-09,0.0002,6.009483881692093e-09,0.0002
7.467727061510143e-09,0.0002,9.104532103883387e-09,0.0002,6.94308711767823e-09,0.0002,6.011489100554446e-09,0.0002
7.514016600299069e-09,0.0002,9.151111939967628e-09,0.0002,7.01484760478699e-09,0.0002,6.014160287182711e-09,0.0002
7.590972664935243e-09,0.0002,9.201115055671857e-09,0.0002,7.094707769833932e-09,0.0002,6.017649440974314e-09,0.0002
7.653346745341548e-09,0.0002,9.266762543585103e-09,0.0002,7.184622466492138e-09,0.0002,6.022561924308949e-09,0.0002
7.704108218493319e-09,0.0002,9.351890998061712e-09,0.0002,7.286821362847156e-09,0.0002,6.029575971685929e-09,0.0002
7.75586716793106e-09,0.0002,9.431361364161043e-09,0.0002,7.404423206209454e-09,0.0002,6.037435232149687e-09,0.0002
7.811877005446995e-09,0.0002,9.501110910557406e-09,0.0002,7.502978799722229e-09,0.0002,6.045914806191073e-09,0.0002
7.880010863472313e-09,0.0002,9.568898876511178e-09,0.0002,7.579546798909857e-09,0.0002,6.055368873982847e-09,0.0002
7.968543592478263e-09,0.0002,9.631758379717419e-09,0.0002,7.648659467873591e-09,0.0002,6.06600914881373e-09,0.0002
8.065669171037852e-09,0.0002,9.689553455148635e-09,0.0002,7.714017499980313e-09,0.0002,6.07849212644186e-09,0.0002
8.171410040902601e-09,0.0002,9.743588014071689e-09,0.0002,7.777693309747607e-09,0.0002,6.093415731869489e-09,0.0002
8.271976259703776e-09,0.0002,9.795204234695096e-09,0.0002,7.841223701084975e-09,0.0002,6.112130980980542e-09,0.0002
8.371069158082665e-09,0.0002,9.826091811406325e-09,0.0002,7.905146570063393e-09,0.0002,6.128034013262781e-09,0.0002
8.481983671179187e-09,0.0002,9.857783838587996e-09,0.0002,7.970323479005738e-09,0.0002,6.140674936560432e-09,0.0002
8.584844681122025e-09,0.0002,9.884532068748567e-09,0.0002,8.038417227896021e-09,0.0002,6.155918423725085e-09,0.0002
8.660612636553362e-09,0.0002,9.90768576436198e-09,0.0002,8.111853603575963e-09,0.0002,6.172801796814253e-09,0.0002
8.727136697556601e-09,0.0002,9.932968686070694e-09,0.0002,8.194013458622779e-09,0.0002,6.189179649358639e-09,0.0002
8.798244673815904e-09,0.0002,9.959036325353182e-09,0.0002,8.28863384324301e-09,0.0002,6.204349667963061e-09,0.0002
8.829971133728491e-09,0.0002,9.986244368174737e-09,0.0002,8.394756137740119e-09,0.0002,6.221591343885937e-09,0.0002
8.876571130375122e-09,0.0002,1.001231375306365e-08,0.0002,8.428958019049368e-09,0.0002,6.239388123082264e-09,0.0002
8.909992806483082e-09,0.0002,1.004033908942961e-08,0.0002,8.468772778994172e-09,0.0002,6.25600578024056e-09,0.0002
8.935400071671253e-09,0.0002,1.007419576251898e-08,0.0002,8.501514522592954e-09,0.0002,6.272802944696409e-09,0.0002
8.958452646607275e-09,0.0002,1.011521205530897e-08,0.0002,8.5290407289938e-09,0.0002,6.290800665963908e-09,0.0002
8.979906490455519e-09,0.0002,1.016744707583693e-08,0.0002,8.562874091674703e-09,0.0002,6.311096686634109e-09,0.0002
9.002974182966816e-09,0.0002,1.022718531374128e-08,0.0002,8.602873393978898e-09,0.0002,6.332357130740917e-09,0.0002
9.018771960226185e-09,0.0002,1.027235560748512e-08,0.0002,8.633511585131268e-09,0.0002,6.35602755618237e-09,0.0002
9.039265700082403e-09,0.0002,1.03177077468308e-08,0.0002,8.664394813539793e-09,0.0002,6.378302945391179e-09,0.0002
9.056365329080473e-09,0.0002,1.03740113406229e-08,0.0002,8.701245756981614e-09,0.0002,6.401237168517484e-09,0.0002
9.071284683041916e-09,0.0002,1.043126956565935e-08,0.0002,8.751291299493855e-09,0.0002,6.427498067709916e-09,0.0002
9.08666438881865e-09,0.0002,1.049893452095567e-08,0.0002,8.785333520241114e-09,0.0002,6.45211394035265e-09,0.0002
9.104359032141615e-09,0.0002,1.05765937943442e-08,0.0002,8.825105641477874e-09,0.0002,6.474402636684041e-09,0.0002
9.134287708428489e-09,0.0002,1.066572460166864e-08,0.0002,8.856260688266877e-09,0.0002,6.498482441884029e-09,0.0002
9.158462243767728e-09,0.0002,1.07716922244151e-08,0.0002,8.882950916841574e-09,0.0002,6.522605009959302e-09,0.0002
9.17902166558777e-09,0.0002,1.090223397891307e-08,0.0002,8.914325274624055e-09,0.0002,6.546436185503448e-09,0.0002
9.20146523892084e-09,0.0002,1.106682391203999e-08,0.0002,8.938592715412665e-09,0.0002,6.574772531928117e-09,0.0002
9.228670785687936e-09,0.0002,1.123445212353812e-08,0.0002,8.957215995766205e-09,0.0002,6.60709552268755e-09,0.0002
9.264842821076183e-09,0.0002,1.140844160885111e-08,0.0002,8.97685416058914e-09,0.0002,6.641764619947932e-09,0.0002
9.304178114189159e-09,0.0002,1.159416293142829e-08,0.0002,8.999226721858644e-09,0.0002,6.676383501115013e-09,0.0002
9.340617376022039e-09,0.0002,1.179731116122755e-08,0.0002,9.02249726279436e-09,0.0002,6.714504993029899e-09,0.0002
9.37698058361776e-09,0.0002,1.202461350828447e-08,0.0002,9.043233262188683e-09,0.0002,6.757951703756201e-09,0.0002
9.394710948668155e-09,0.0002,1.22842851951148e-08,0.0002,9.05936563014009e-09,0.0002,6.781775117700979e-09,0.0002
9.411751804549591e-09,0.0002,1.258645278967882e-08,0.0002,9.072845264873325e-09,0.0002,6.805300339540724e-09,0.0002
9.426647594611037e-09,0.0002,1.292516396651409e-08,0.0002,9.084550213116106e-09,0.0002,6.825887246176947e-09,0.0002
9.442334327093188e-09,0.0002,1.329083137604237e-08,0.0002,9.094915922215831e-09,0.0002,6.845076949376575e-09,0.0002
9.45968611352986e-09,0.0002,1.366541194687243e-08,0.0002,9.104304978473195e-09,0.0002,6.865912839359868e-09,0.0002
9.478016071341088e-09,0.0002,1.40491479394183e-08,0.0002,9.112931970950271e-09,0.0002,6.891444313963954e-09,0.0002
9.495276307292415e-09,0.0002,1.444364995604967e-08,0.0002,9.120982997387198e-09,0.0002,6.913325178778479e-09,0.0002
9.513394189299964e-09,0.0002,1.484514430221075e-08,0.0002,9.128634678614305e-09,0.0002,6.935679755320987e-09,0.0002
9.534234271165412e-09,0.0002,1.525553786242948e-08,0.0002,9.136055222542277e-09,0.0002,6.955254982347462e-09,0.0002
9.561840290740756e-09,0.0002,1.567900043640744e-08,0.0002,9.143425538983523e-09,0.0002,6.974320625544496e-09,0.0002
9.600047119397971e-09,0.0002,1.612194914216925e-08,0.0002,9.150976956886253e-09,0.0002,6.995189569586806e-09,0.0002
9.636881674090228e-09,0.0002,1.659795927156712e-08,0.0002,9.159079246396319e-09,0.0002,7.016857006741682e-09,0.0002
9.666479043434181e-09,0.0002,1.713130056882628e-08,0.0002,9.16856730996524e-09,0.0002,7.038392213867356e-09,0.0002
9.695915831485221e-09,0.0002,1.76364260632805e-08,0.0002,9.183774279586685e-09,0.0002,7.060317121488235e-09,0.0002
9.737799812135692e-09,0.0002,1.811987585308462e-08,0.0002,9.195383511226466e-09,0.0002,7.083511025814288e-09,0.0002
9.770855626457697e-09,0.0002,1.856922119205622e-08,0.0002,9.204525771499033e-09,0.0002,7.109021056968286e-09,0.0002
9.801327205966457e-09,0.0002,1.900599560701212e-08,0.0002,9.213882851062458e-09,0.0002,7.13849726372099e-09,0.0002
9.837538849148493e-09,0.0002,1.945476145061331e-08,0.0002,9.223672475523359e-09,0.0002,7.176080212245892e-09,0.0002
9.885560540195573e-09,0.0002,1.993591280229878e-08,0.0002,9.234269720679294e-09,0.0002,7.228029729230163e-09,0.0002
9.937350655147337e-09,0.0002,2.043611205704175e-08,0.0002,9.245791910854896e-09,0.0002,7.270758660163831e-09,0.0002
9.991628567395224e-09,0.0002,2.09659687686544e-08,0.0002,9.257999868687744e-09,0.0002,7.307039253900395e-09,0.0002
1.005071333162905e-08,0.0002,2.153739268099404e-08,0.0002,9.270702786546755e-09,0.0002,7.342813123559576e-09,0.0002
1.011718685785226e-08,0.0002,2.216312381590228e-08,0.0002,9.283877956349146e-09,0.0002,7.378990641777908e-09,0.0002
1.019509273872671e-08,0.0002,2.286023737892894e-08,0.0002,9.297891492808666e-09,0.0002,7.417317612261715e-09,0.0002
1.029019789624711e-08,0.0002,2.364897924946435e-08,0.0002,9.3137973622567e-09,0.0002,7.459724943534064e-09,0.0002
1.041119479240257e-08,0.0002,2.453442174037839e-08,0.0002,9.33487788799216e-09,0.0002,7.509130739216532e-09,0.0002
1.056108310529791e-08,0.0002,2.557411532507387e-08,0.0002,9.358401657932669e-09,0.0002,7.559212840152793e-09,0.0002
1.072862963997509e-08,0.0002,2.685775954179133e-08,0.0002,9.378957910007745e-09,0.0002,7.610735487622759e-09,0.0002
1.09082720827035e-08,0.0002,2.840800823568748e-08,0.0002,9.397954306311358e-09,0.0002,7.677565586604119e-09,0.0002
1.109735815474007e-08,0.0002,3.015205617655065e-08,0.0002,9.417387662464917e-09,0.0002,7.729601427635686e-09,0.0002
1.130233219500209e-08,0.0002,3.191681633230649e-08,0.0002,9.437959848914992e-09,0.0002,7.781775686245536e-09,0.0002
1.152779252614256e-08,0.0002,3.371651195605732e-08,0.0002,9.460378880829394e-09,0.0002,7.831625048726449e-09,0.0002
1.177715420245809e-08,0.0002,3.580410308488343e-08,0.0002,9.485247790392601e-09,0.0002,7.879378188245948e-09,0.0002
1.205219131812552e-08,0.0002,3.851284455466227e-08,0.0002,9.513194019618909e-09,0.0002,7.92732862035327e-09,0.0002
