"Ref. Voltage (VREF=0.6,Temp=27) X","Ref. Voltage (VREF=0.6,Temp=27) Y","Ref. Voltage (VREF=0.6,Temp=125) X","Ref. Voltage (VREF=0.6,Temp=125) Y","Ref. Voltage (VREF=0.6,Temp=-55) X","Ref. Voltage (VREF=0.6,Temp=-55) Y","Ref. Voltage (VREF=0.6,Temp=-180) X","Ref. Voltage (VREF=0.6,Temp=-180) Y","Ref. Voltage (VREF=0.7,Temp=27) X","Ref. Voltage (VREF=0.7,Temp=27) Y","Ref. Voltage (VREF=0.7,Temp=125) X","Ref. Voltage (VREF=0.7,Temp=125) Y","Ref. Voltage (VREF=0.7,Temp=-55) X","Ref. Voltage (VREF=0.7,Temp=-55) Y","Ref. Voltage (VREF=0.7,Temp=-180) X","Ref. Voltage (VREF=0.7,Temp=-180) Y","Ref. Voltage (VREF=0.8,Temp=27) X","Ref. Voltage (VREF=0.8,Temp=27) Y","Ref. Voltage (VREF=0.8,Temp=125) X","Ref. Voltage (VREF=0.8,Temp=125) Y","Ref. Voltage (VREF=0.8,Temp=-55) X","Ref. Voltage (VREF=0.8,Temp=-55) Y","Ref. Voltage (VREF=0.8,Temp=-180) X","Ref. Voltage (VREF=0.8,Temp=-180) Y","Ref. Voltage (VREF=0.9,Temp=27) X","Ref. Voltage (VREF=0.9,Temp=27) Y","Ref. Voltage (VREF=0.9,Temp=125) X","Ref. Voltage (VREF=0.9,Temp=125) Y","Ref. Voltage (VREF=0.9,Temp=-55) X","Ref. Voltage (VREF=0.9,Temp=-55) Y","Ref. Voltage (VREF=0.9,Temp=-180) X","Ref. Voltage (VREF=0.9,Temp=-180) Y","Ref. Voltage (VREF=1,Temp=27) X","Ref. Voltage (VREF=1,Temp=27) Y","Ref. Voltage (VREF=1,Temp=125) X","Ref. Voltage (VREF=1,Temp=125) Y","Ref. Voltage (VREF=1,Temp=-55) X","Ref. Voltage (VREF=1,Temp=-55) Y","Ref. Voltage (VREF=1,Temp=-180) X","Ref. Voltage (VREF=1,Temp=-180) Y"
0,0.6,0,0.6,0,0.6,0,0.6,0,0.7,0,0.7,0,0.7,0,0.7,0,0.8,0,0.8,0,0.8,0,0.8,0,0.9,0,0.9,0,0.9,0,0.9,0,1,0,1,0,1,0,1
5e-09,0.6,5e-09,0.6,5e-09,0.6,5e-09,0.6,5e-09,0.7,5e-09,0.7,5e-09,0.7,5e-09,0.7,5e-09,0.8,5e-09,0.8,5e-09,0.8,5e-09,0.8,5e-09,0.9,5e-09,0.9,5e-09,0.9,5e-09,0.9,5e-09,1,5e-09,1,5e-09,1,5e-09,1
5.004490455655229e-09,0.6,5.005237385023172e-09,0.6,5.004807174929288e-09,0.6,5.004650007795727e-09,0.6,5.004490587429022e-09,0.7,5.005237316953912e-09,0.7,5.004807010581253e-09,0.7,5.004650575207678e-09,0.7,5.004490802355871e-09,0.8,5.005237336969276e-09,0.8,5.004807198829715e-09,0.8,5.004651280001945e-09,0.8,5.004490836087771e-09,0.9,5.005237336508896e-09,0.9,5.004807331833902e-09,0.9,5.004651727790028e-09,0.9,5.00449084780608e-09,1,5.005237351462901e-09,1,5.004807420696285e-09,1,5.004651663520633e-09,1
5.008124766242629e-09,0.6,5.009343220835699e-09,0.6,5.008495728212047e-09,0.6,5.008184679092989e-09,0.6,5.008124989485527e-09,0.7,5.009343044227684e-09,0.7,5.008495347302379e-09,0.7,5.008185869752093e-09,0.7,5.008125357513234e-09,0.8,5.00934302400715e-09,0.8,5.008495732299429e-09,0.8,5.008187219675262e-09,0.8,5.008125417317766e-09,0.9,5.009342985687386e-09,0.9,5.008496008844018e-09,0.9,5.008188114216223e-09,0.9,5.00812545590783e-09,1,5.009343023999622e-09,1,5.008496196082006e-09,1,5.008188017595213e-09,1
5.010122216929249e-09,0.6,5.011491897081693e-09,0.6,5.010518876141648e-09,0.6,5.010220978446089e-09,0.6,5.010122474459814e-09,0.7,5.011491736447318e-09,0.7,5.010518416211949e-09,0.7,5.010222204871924e-09,0.7,5.010122893312983e-09,0.8,5.01149173758758e-09,0.8,5.01051879553533e-09,0.8,5.010223582284124e-09,0.8,5.010122917568377e-09,0.9,5.011491692562768e-09,0.9,5.010519046454049e-09,0.9,5.010224564839305e-09,0.9,5.010122904130499e-09,1,5.011491694608956e-09,1,5.010519201346196e-09,1,5.010224366364175e-09,1
5.012183000696548e-09,0.6,5.01370290285147e-09,0.6,5.012603597880805e-09,0.6,5.012316347994775e-09,0.6,5.012183320906149e-09,0.7,5.013702754647438e-09,0.7,5.012603063103397e-09,0.7,5.01231770525327e-09,0.7,5.012183817257528e-09,0.8,5.013702787607123e-09,0.8,5.012603463328244e-09,0.8,5.012319243691045e-09,0.8,5.012183819193883e-09,0.9,5.013702745946321e-09,0.9,5.012603712275128e-09,0.9,5.012320334988279e-09,0.9,5.012183765135051e-09,1,5.013702722231454e-09,1,5.012603852989452e-09,1,5.01232004314455e-09,1
5.014548782089419e-09,0.6,5.016261795675583e-09,0.6,5.014981433030685e-09,0.6,5.014682569803398e-09,0.6,5.014549128869764e-09,0.7,5.016261683865156e-09,0.7,5.014980841329032e-09,0.7,5.014683900582017e-09,0.7,5.014549683427625e-09,0.8,5.016261743308613e-09,0.8,5.014981235045491e-09,0.8,5.014685438174505e-09,0.8,5.014549655884136e-09,0.9,5.016261693184156e-09,0.9,5.014981449035679e-09,0.9,5.014686652610247e-09,0.9,5.014549540791907e-09,1,5.016261626971001e-09,1,5.014981547291317e-09,1,5.014686252443236e-09,1
5.017094410151164e-09,0.6,5.019192036985004e-09,0.6,5.017483719336774e-09,0.6,5.017042332217194e-09,0.6,5.017094922940698e-09,0.7,5.019192031548913e-09,0.7,5.017483218811841e-09,0.7,5.017043784451427e-09,0.7,5.017095697145221e-09,0.8,5.019192285280834e-09,0.8,5.017483769058867e-09,0.8,5.017045868495764e-09,0.8,5.017095777404928e-09,0.9,5.019192330993147e-09,0.9,5.017484107540554e-09,0.9,5.017047267438728e-09,0.9,5.017095714349666e-09,1,5.019192330839637e-09,1,5.017484292904316e-09,1,5.017046908520961e-09,1
5.019871083065319e-09,0.6,5.022380140324921e-09,0.6,5.020226217425497e-09,0.6,5.019633139315307e-09,0.6,5.019871734417652e-09,0.7,5.02238019917621e-09,0.7,5.020225802188363e-09,0.7,5.019634570062765e-09,0.7,5.019872748680451e-09,0.8,5.022380657552189e-09,0.8,5.020226480751721e-09,0.8,5.019637255345916e-09,0.8,5.019872926385375e-09,0.9,5.022380822078319e-09,0.9,5.020226914347771e-09,0.9,5.019638850736443e-09,0.9,5.019872866773573e-09,1,5.022380858545172e-09,1,5.020227149711218e-09,1,5.019638463337082e-09,1
5.023064406350604e-09,0.6,5.026033743352546e-09,0.6,5.023398539068679e-09,0.6,5.02263927921594e-09,0.6,5.023065233876992e-09,0.7,5.026033900493572e-09,0.7,5.023398119819085e-09,0.7,5.022640592803886e-09,0.7,5.023066591441582e-09,0.8,5.026034626804836e-09,0.8,5.023398953738705e-09,0.8,5.022643981851306e-09,0.8,5.023066845020437e-09,0.9,5.026034955129569e-09,0.9,5.023399439613515e-09,0.9,5.022645812268042e-09,0.9,5.023066723686694e-09,1,5.026034982262347e-09,1,5.023399671229352e-09,1,5.022645286032071e-09,1
5.026808476658462e-09,0.6,5.03022729263213e-09,0.6,5.027149612870559e-09,0.6,5.026214134193216e-09,0.6,5.026809568965445e-09,0.7,5.030227488324241e-09,0.7,5.027149301605013e-09,0.7,5.026215442105051e-09,0.7,5.026811511611597e-09,0.8,5.030228314360952e-09,0.8,5.027150168097804e-09,0.8,5.026219331695128e-09,0.8,5.026811874545512e-09,0.9,5.03022873779294e-09,0.9,5.027150632147992e-09,0.9,5.026221952449969e-09,0.9,5.026811606789264e-09,1,5.030228842496998e-09,1,5.027150775597754e-09,1,5.026221139237922e-09,1
5.030811319773001e-09,0.6,5.034496771902907e-09,0.6,5.03116275587182e-09,0.6,5.03035580440092e-09,0.6,5.030812720785229e-09,0.7,5.034497023917523e-09,0.7,5.031162548165424e-09,0.7,5.030357025900012e-09,0.7,5.030815049202219e-09,0.8,5.034498051119238e-09,0.8,5.031163661602502e-09,0.8,5.030362385824739e-09,0.8,5.030815526675678e-09,0.9,5.034498535402433e-09,0.9,5.031164260984295e-09,0.9,5.030365475734074e-09,0.9,5.030815247151471e-09,1,5.034498663895423e-09,1,5.03116445582658e-09,1,5.030364532924261e-09,1
5.034966384456654e-09,0.6,5.03898148703606e-09,0.6,5.035326087720118e-09,0.6,5.034595209904367e-09,0.6,5.034967916636473e-09,0.7,5.038981737875736e-09,0.7,5.035325794747207e-09,0.7,5.034596966690148e-09,0.7,5.034970473687762e-09,0.8,5.038982833811173e-09,0.8,5.035327032187837e-09,0.8,5.034602791560052e-09,0.8,5.0349710201442e-09,0.9,5.038983343402324e-09,0.9,5.035327669959735e-09,0.9,5.034606366906456e-09,0.9,5.034970677927084e-09,1,5.038983468000135e-09,1,5.035327847266304e-09,1,5.034605244295224e-09,1
5.039385475326153e-09,0.6,5.043798770614677e-09,0.6,5.039755394366776e-09,0.6,5.039053781691137e-09,0.6,5.039387028566746e-09,0.7,5.0437991828194e-09,0.7,5.039755162126872e-09,0.7,5.039055687496927e-09,0.7,5.039389880248295e-09,0.8,5.043800606923358e-09,0.8,5.039756530254176e-09,0.8,5.039061236890846e-09,0.8,5.039390600079254e-09,0.9,5.043801368879816e-09,0.9,5.039757187110498e-09,0.9,5.039066539759045e-09,0.9,5.039390145654637e-09,1,5.043801467695222e-09,1,5.039757324203342e-09,1,5.039065137172434e-09,1
5.044155114400253e-09,0.6,5.049032386189025e-09,0.6,5.044537617880114e-09,0.6,5.043839672474587e-09,0.6,5.044157214492217e-09,0.7,5.049032973975099e-09,0.7,5.044537428197073e-09,0.7,5.043841473040706e-09,0.7,5.04416073169654e-09,0.8,5.049034654278402e-09,0.8,5.04453891508626e-09,0.8,5.043848256518692e-09,0.8,5.044161306326863e-09,0.9,5.049035457068564e-09,0.9,5.044539562854718e-09,0.9,5.043852931899911e-09,0.9,5.044160693419976e-09,1,5.049035489398055e-09,1,5.04453959429723e-09,1,5.043851203492513e-09,1
5.049370893293737e-09,0.6,5.054792594151903e-09,0.6,5.049768820699987e-09,0.6,5.049033774176981e-09,0.6,5.049373276991732e-09,0.7,5.054793335205296e-09,0.7,5.049768669168126e-09,0.7,5.049035622642548e-09,0.7,5.049377190558318e-09,0.8,5.054795294753597e-09,0.8,5.04977014626709e-09,0.8,5.049043380655005e-09,0.8,5.04937780235425e-09,0.9,5.054796238903875e-09,0.9,5.049770718164008e-09,0.9,5.049048280519057e-09,0.9,5.049376980358108e-09,1,5.054796178005047e-09,1,5.049770737169141e-09,1,5.049046119108648e-09,1
5.055137250424798e-09,0.6,5.06118142312242e-09,0.6,5.055556077005591e-09,0.6,5.05474497892146e-09,0.6,5.055139948382136e-09,0.7,5.061182407241953e-09,0.7,5.055555920203733e-09,0.7,5.054746611708191e-09,0.7,5.055144300396507e-09,0.8,5.061184733648902e-09,0.8,5.0555573559468e-09,0.8,5.054754952328848e-09,0.8,5.055144955985656e-09,0.9,5.061185832504199e-09,0.9,5.055557814924493e-09,0.9,5.054760336234562e-09,0.9,5.055143870162393e-09,1,5.061185649939944e-09,1,5.055557682025505e-09,1,5.054757735692864e-09,1
5.061557299586282e-09,0.6,5.068312105604014e-09,0.6,5.062004876390821e-09,0.6,5.061078744671025e-09,0.6,5.061560474376107e-09,0.7,5.068313242333497e-09,0.7,5.062004804815001e-09,0.7,5.061079926830161e-09,0.7,5.061565487543493e-09,0.8,5.068315958549624e-09,0.8,5.062006314665374e-09,0.8,5.061089223135043e-09,0.8,5.061566104582448e-09,0.9,5.068317062384362e-09,0.9,5.062006630506733e-09,0.9,5.06109471703821e-09,0.9,5.061564709985108e-09,1,5.068316719797582e-09,1,5.062006219993442e-09,1,5.061091507152095e-09,1
5.068753781555573e-09,0.6,5.076318490779016e-09,0.6,5.069239392768867e-09,0.6,5.068145906799391e-09,0.6,5.068756800338764e-09,0.7,5.07631994225638e-09,0.7,5.069239410681736e-09,0.7,5.068147121744348e-09,0.7,5.068762520194384e-09,0.8,5.076323061521331e-09,0.8,5.069240839564995e-09,0.8,5.068154019017432e-09,0.8,5.068763231005469e-09,0.9,5.076324591336377e-09,0.9,5.069240943047198e-09,0.9,5.068162487809757e-09,0.9,5.068761498135377e-09,1,5.076324066728775e-09,1,5.069240476560484e-09,1,5.068158762486719e-09,1
5.076872266109547e-09,0.6,5.085372910156446e-09,0.6,5.077410330881582e-09,0.6,5.076079691972665e-09,0.6,5.076875967320241e-09,0.7,5.085374698425688e-09,0.7,5.077410364293534e-09,0.7,5.076080285822116e-09,0.7,5.076882411563764e-09,0.8,5.085378244512299e-09,0.8,5.07741145857844e-09,0.8,5.076090013142245e-09,0.8,5.076882616252093e-09,0.9,5.08537974136764e-09,0.9,5.077411404143181e-09,0.9,5.076096026344308e-09,0.9,5.076880506758822e-09,1,5.0853790016168e-09,1,5.077410690357611e-09,1,5.076091630151141e-09,1
5.086102562467948e-09,0.6,5.095697484568295e-09,0.6,5.086712882344909e-09,0.6,5.085045724312732e-09,0.6,5.086106798807886e-09,0.7,5.095699485931679e-09,0.7,5.086712973612632e-09,0.7,5.085045661723907e-09,0.7,5.086113693784554e-09,0.8,5.09570341156913e-09,0.8,5.086713849637715e-09,0.8,5.085056498975092e-09,0.8,5.086113761880484e-09,0.9,5.095705005053701e-09,0.9,5.086713486024452e-09,0.9,5.08506198146692e-09,0.9,5.086111289378472e-09,1,5.095704031826248e-09,1,5.086712614193702e-09,1,5.0850571001824e-09,1
5.096689416997559e-09,0.6,5.107590697679603e-09,0.6,5.097401301359681e-09,0.6,5.09526478901916e-09,0.6,5.096693646009391e-09,0.7,5.10759316418592e-09,0.7,5.097401480007806e-09,0.7,5.09526429520567e-09,0.7,5.096701244591362e-09,0.8,5.107597656048247e-09,0.8,5.097402149095553e-09,0.8,5.095272191186611e-09,0.8,5.096701406473859e-09,0.9,5.107599502579432e-09,0.9,5.09740151729806e-09,0.9,5.095280810966424e-09,0.9,5.096698531409371e-09,1,5.107598272238773e-09,1,5.097400277671285e-09,1,5.095275172970031e-09,1
5.108954597452138e-09,0.6,5.121473359008633e-09,0.6,5.109773408682694e-09,0.6,5.107020435667972e-09,0.6,5.108959714217589e-09,0.7,5.121476153175164e-09,0.7,5.109773816540344e-09,0.7,5.107019282889756e-09,0.7,5.108967983320913e-09,0.8,5.121481060490528e-09,0.8,5.109775345049848e-09,0.8,5.107028673310767e-09,0.8,5.108967466901056e-09,0.9,5.121482882511087e-09,0.9,5.109774632461682e-09,0.9,5.107034168691636e-09,0.9,5.108964260993386e-09,1,5.121481417545902e-09,1,5.109772869766758e-09,1,5.107028340629752e-09,1
5.122565380497638e-09,0.6,5.137956290907518e-09,0.6,5.122481406616448e-09,0.6,5.120706721865817e-09,0.6,5.122574580843379e-09,0.7,5.137959752073843e-09,0.7,5.12248203442223e-09,0.7,5.120703638852402e-09,0.7,5.122585613688916e-09,0.8,5.137965084039741e-09,0.8,5.122484081177654e-09,0.8,5.120711285081498e-09,0.8,5.122585813240474e-09,0.9,5.137966982535102e-09,0.9,5.122483093982125e-09,0.9,5.120717320681432e-09,0.9,5.122581315677569e-09,1,5.137965295386623e-09,1,5.122481115853197e-09,1,5.120711207074189e-09,1
5.136335442678371e-09,0.6,5.157081974664581e-09,0.6,5.135835978691805e-09,0.6,5.1362214317184e-09,0.6,5.136343285315253e-09,0.7,5.157090405527663e-09,0.7,5.135836842195139e-09,0.7,5.136210085515943e-09,0.7,5.136357913221425e-09,0.8,5.157099559525159e-09,0.8,5.135839021179134e-09,0.8,5.1362341849746e-09,0.8,5.136358475825179e-09,0.9,5.157102619717275e-09,0.9,5.135837564537535e-09,0.9,5.136239729662099e-09,0.9,5.136352557198943e-09,1,5.157100024994173e-09,1,5.135835137422984e-09,1,5.136228792799364e-09,1
5.150573386622174e-09,0.6,5.179547978533609e-09,0.6,5.150197568342302e-09,0.6,5.153919774767088e-09,0.6,5.150587452671355e-09,0.7,5.179554484721802e-09,0.7,5.150198524963937e-09,0.7,5.15390826485561e-09,0.7,5.150604838991854e-09,0.8,5.179570797496559e-09,0.8,5.150200748901634e-09,0.8,5.153942992126688e-09,0.8,5.150605318031262e-09,0.9,5.17958032055503e-09,0.9,5.150198714049863e-09,0.9,5.153949734795813e-09,0.9,5.150597877661007e-09,1,5.179575181489761e-09,1,5.150195859763526e-09,1,5.153929583455207e-09,1
5.16571016995851e-09,0.6,5.204712884264831e-09,0.6,5.16591916450908e-09,0.6,5.174508809433833e-09,0.6,5.165722283837041e-09,0.7,5.204718235228719e-09,0.7,5.165920313409718e-09,0.7,5.174496541790573e-09,0.7,5.165745774724154e-09,0.8,5.204720431519756e-09,0.8,5.1659209328788e-09,0.8,5.17452441729323e-09,0.8,5.165745950145083e-09,0.9,5.204731997705469e-09,0.9,5.165918258570203e-09,0.9,5.174531867043403e-09,0.9,5.165736343455534e-09,1,5.204719991969819e-09,1,5.165915066047441e-09,1,5.174518124521889e-09,1
5.182302006694565e-09,0.6,5.229724784366862e-09,0.6,5.183462739421673e-09,0.6,5.197214491355133e-09,0.6,5.182317523530244e-09,0.7,5.229731875583494e-09,0.7,5.183464048577487e-09,0.7,5.197228933819616e-09,0.7,5.182342621882553e-09,0.8,5.229724264000915e-09,0.8,5.18346404041015e-09,0.8,5.197252620275944e-09,0.8,5.182342359388729e-09,0.9,5.229720569165516e-09,0.9,5.183460643416829e-09,0.9,5.19734714800802e-09,0.9,5.182331647953038e-09,1,5.229706252220995e-09,1,5.183456994722516e-09,1,5.197308725596346e-09,1
5.201803268375667e-09,0.6,5.252725925348539e-09,0.6,5.203226610852537e-09,0.6,5.220651227900205e-09,0.6,5.201821578384987e-09,0.7,5.252732313314173e-09,0.7,5.203228069448756e-09,0.7,5.220664066963413e-09,0.7,5.201860438902467e-09,0.8,5.25272259943923e-09,0.8,5.203227747575932e-09,0.8,5.220769925112579e-09,0.8,5.20185886730642e-09,0.9,5.252715641542297e-09,0.9,5.203223802164611e-09,0.9,5.220879373711986e-09,0.9,5.201842865603361e-09,1,5.252704165724763e-09,1,5.203220946038396e-09,1,5.220793730725714e-09,1
5.223773832337104e-09,0.6,5.273752013735251e-09,0.6,5.225208758001598e-09,0.6,5.245305359770467e-09,0.6,5.22376306695019e-09,0.7,5.273757954667054e-09,0.7,5.225210410968492e-09,0.7,5.245346739167825e-09,0.7,5.223759290662714e-09,0.8,5.273748662708971e-09,0.8,5.225208969303299e-09,0.8,5.245439615841746e-09,0.8,5.223764331139265e-09,0.9,5.273741914892409e-09,0.9,5.225204640301658e-09,0.9,5.245683867470068e-09,0.9,5.223769468399831e-09,1,5.273732142070158e-09,1,5.225200295077766e-09,1,5.24554745113439e-09,1
5.246870346007235e-09,0.6,5.294113429151435e-09,0.6,5.248810600107522e-09,0.6,5.271809689307766e-09,0.6,5.24685777506656e-09,0.7,5.294118979303234e-09,0.7,5.248814028347469e-09,0.7,5.271884804596068e-09,0.7,5.246843236127533e-09,0.8,5.294110011285319e-09,0.8,5.248811888461184e-09,0.8,5.272100148110009e-09,0.8,5.246848717449383e-09,0.9,5.294105407080037e-09,0.9,5.248807517189186e-09,0.9,5.272351784922874e-09,0.9,5.246857671625715e-09,1,5.294096115498267e-09,1,5.248803805597043e-09,1,5.272178905973795e-09,1
5.264371988306918e-09,0.6,5.314343554799976e-09,0.6,5.276588874255427e-09,0.6,5.300826031013893e-09,0.6,5.264360765327117e-09,0.7,5.314351488420954e-09,0.7,5.276592737077272e-09,0.7,5.300895721013584e-09,0.7,5.264345373401205e-09,0.8,5.314345727187179e-09,0.8,5.276587845675152e-09,0.8,5.301082495715202e-09,0.8,5.264350958268923e-09,0.9,5.314341379683476e-09,0.9,5.276581712667348e-09,0.9,5.301546384574473e-09,0.9,5.264359930752193e-09,1,5.314331748182562e-09,1,5.276577260583101e-09,1,5.301312995863325e-09,1
5.279754590249045e-09,0.6,5.334537221772779e-09,0.6,5.291056267420672e-09,0.6,5.322251433186707e-09,0.6,5.279742588086968e-09,0.7,5.334545995347372e-09,0.7,5.291060831474063e-09,0.7,5.322297348819445e-09,0.7,5.279728769506211e-09,0.8,5.334542786599963e-09,0.8,5.291056414092289e-09,0.8,5.322443068314979e-09,0.8,5.279734413112775e-09,0.9,5.334540916762929e-09,0.9,5.291050587212135e-09,0.9,5.322703354060314e-09,0.9,5.279743480240476e-09,1,5.334530390029585e-09,1,5.291046387701975e-09,1,5.322568935729707e-09,1
5.294785881337036e-09,0.6,5.354644463603629e-09,0.6,5.305907062538356e-09,0.6,5.342053338414922e-09,0.6,5.294776637640191e-09,0.7,5.354656909065749e-09,0.7,5.305911797206655e-09,0.7,5.342078449814957e-09,0.7,5.294763928020237e-09,0.8,5.354658901042845e-09,0.8,5.305908615937603e-09,0.8,5.342183811061315e-09,0.8,5.294769832529759e-09,0.9,5.354658104089316e-09,0.9,5.305904137037883e-09,0.9,5.34222322182391e-09,0.9,5.294777930493083e-09,1,5.354645967139669e-09,1,5.305900994617389e-09,1,5.342193128335901e-09,1
5.310139799386631e-09,0.6,5.37453860492946e-09,0.6,5.318844108925701e-09,0.6,5.357756169793053e-09,0.6,5.310130694511763e-09,0.7,5.374553577995463e-09,0.7,5.318848822666766e-09,0.7,5.357782870015596e-09,0.7,5.310120799572806e-09,0.8,5.374561192669113e-09,0.8,5.318846150339406e-09,0.8,5.357905757176123e-09,0.8,5.310126813046997e-09,0.9,5.374563838362753e-09,0.9,5.318842049683093e-09,0.9,5.357920037967294e-09,0.9,5.310134462683902e-09,1,5.374549393580205e-09,1,5.318839170236298e-09,1,5.357897994512579e-09,1
5.326188962099858e-09,0.6,5.394463583426957e-09,0.6,5.331518459441097e-09,0.6,5.367611003532006e-09,0.6,5.326182603763201e-09,0.7,5.394485644265385e-09,0.7,5.331523675470416e-09,0.7,5.367643755171214e-09,0.7,5.32617444809017e-09,0.8,5.394503034559271e-09,0.8,5.331521185363524e-09,0.8,5.367783518583951e-09,0.8,5.326180784199149e-09,0.9,5.394509093749298e-09,0.9,5.331517112477188e-09,0.9,5.367828607128689e-09,0.9,5.32618794923279e-09,1,5.394490890185367e-09,1,5.331514222855164e-09,1,5.367789429219377e-09,1
5.342926744530774e-09,0.6,5.415165458849046e-09,0.6,5.34524998421584e-09,0.6,5.376925463110833e-09,0.6,5.342921703754064e-09,0.7,5.415194181882879e-09,0.7,5.34525582509004e-09,0.7,5.376961190630622e-09,0.7,5.342919002179265e-09,0.8,5.415221576696585e-09,0.8,5.345253370397485e-09,0.8,5.3771088157083e-09,0.8,5.342925274059619e-09,0.9,5.415233997924792e-09,0.9,5.345249147978473e-09,0.9,5.377157774989822e-09,0.9,5.342931833725413e-09,1,5.415213178201588e-09,1,5.345246127437408e-09,1,5.377114448146066e-09,1
5.360115067995298e-09,0.6,5.435978549582897e-09,0.6,5.360149151795843e-09,0.6,5.387110257598967e-09,0.6,5.360115235269852e-09,0.7,5.436015048438273e-09,0.7,5.360155695085572e-09,0.7,5.387149253857836e-09,0.7,5.360116259744347e-09,0.8,5.436050601030968e-09,0.8,5.360153242391578e-09,0.8,5.387310862872166e-09,0.8,5.360122551947876e-09,0.9,5.436070139998252e-09,0.9,5.360148808210868e-09,0.9,5.387376908399014e-09,0.9,5.360127294295378e-09,1,5.436050236457124e-09,1,5.360145618179182e-09,1,5.387323678169212e-09,1
5.3775455933293e-09,0.6,5.456042311032182e-09,0.6,5.376090691893189e-09,0.6,5.400874544965112e-09,0.6,5.377550768095409e-09,0.7,5.456083071711739e-09,0.7,5.376099276729084e-09,0.7,5.400918484419888e-09,0.7,5.377563322500002e-09,0.8,5.456121929464332e-09,0.8,5.376097182319105e-09,0.8,5.401109250995606e-09,0.8,5.377568855284113e-09,0.9,5.456149994699815e-09,0.9,5.376092745069177e-09,0.9,5.401205062984715e-09,0.9,5.377571554271469e-09,1,5.456134697781886e-09,1,5.376089502552948e-09,1,5.401135944482549e-09,1
5.395044301826147e-09,0.6,5.474964680679036e-09,0.6,5.392695038795965e-09,0.6,5.417671923110915e-09,0.6,5.395060038341109e-09,0.7,5.475009196193236e-09,0.7,5.392704575514002e-09,0.7,5.417716349214302e-09,0.7,5.395084432112605e-09,0.8,5.475048656899637e-09,0.8,5.392703161724788e-09,0.8,5.417913511407539e-09,0.8,5.395088573317205e-09,0.9,5.475083153470407e-09,0.9,5.392698933811282e-09,0.9,5.418013796859718e-09,0.9,5.395087021607793e-09,1,5.475074077453e-09,1,5.392695755272854e-09,1,5.417942986087856e-09,1
5.412493930670469e-09,0.6,5.492734278935577e-09,0.6,5.409658050493442e-09,0.6,5.435817259230228e-09,0.6,5.412520228622243e-09,0.7,5.492780070488588e-09,0.7,5.409669350167817e-09,0.7,5.435850654658321e-09,0.7,5.412563219539093e-09,0.8,5.492818057056597e-09,0.8,5.409669041913746e-09,0.8,5.436007214422616e-09,0.8,5.412564062480786e-09,0.9,5.492858046386019e-09,0.9,5.409665267498205e-09,0.9,5.43616985477617e-09,0.9,5.412557347708913e-09,1,5.492855165911172e-09,1,5.409662266239575e-09,1,5.436093343279985e-09,1
5.429813101940947e-09,0.6,5.509487848684638e-09,0.6,5.426745419866524e-09,0.6,5.455378268821726e-09,0.6,5.429859006822482e-09,0.7,5.509534525051857e-09,0.7,5.426758452582395e-09,0.7,5.455427383476509e-09,0.7,5.429924836968209e-09,0.8,5.509570482995484e-09,0.8,5.426759627153682e-09,0.8,5.455643617774718e-09,0.8,5.429921285574793e-09,0.9,5.509614014534158e-09,0.9,5.426756512197368e-09,0.9,5.455776304366812e-09,0.9,5.429906599350577e-09,1,5.509616728487279e-09,1,5.426753764046155e-09,1,5.455694020463386e-09,1
5.4477568268207e-09,0.6,5.525392594013782e-09,0.6,5.443845366125152e-09,0.6,5.47681404932171e-09,0.6,5.447824190089069e-09,0.7,5.525439223580405e-09,0.7,5.443859289205542e-09,0.7,5.476887533651449e-09,0.7,5.447925006846811e-09,0.8,5.525472706692097e-09,0.8,5.443862382787748e-09,0.8,5.477183130271142e-09,0.8,5.447915342952447e-09,0.9,5.525518919672082e-09,0.9,5.443860120297831e-09,0.9,5.477319619017647e-09,0.9,5.447889781984399e-09,1,5.525526405404478e-09,1,5.443857675720613e-09,1,5.477212609960954e-09,1
5.466528427665017e-09,0.6,5.540603053558698e-09,0.6,5.460980240786469e-09,0.6,5.501391409333792e-09,0.6,5.466625029393477e-09,0.7,5.540649546042872e-09,0.7,5.460992362358954e-09,0.7,5.501402985928181e-09,0.7,5.466760464677399e-09,0.8,5.540680342520938e-09,0.8,5.460997932256548e-09,0.8,5.501791951604099e-09,0.8,5.466747248261907e-09,0.9,5.540727845564354e-09,0.9,5.460996759277711e-09,0.9,5.502021723769518e-09,0.9,5.466710922094743e-09,1,5.540739203343385e-09,1,5.460994654160975e-09,1,5.50190118620073e-09,1
5.485254855826948e-09,0.6,5.555253777795728e-09,0.6,5.478836259023159e-09,0.6,5.518882967850187e-09,0.6,5.485363953145642e-09,0.7,5.555299208368926e-09,0.7,5.478841906656451e-09,0.7,5.518536836471936e-09,0.7,5.485518682157614e-09,0.8,5.555327525028232e-09,0.8,5.478851111388523e-09,0.8,5.518307831457465e-09,0.8,5.48551126784868e-09,0.9,5.55537566585259e-09,0.9,5.478851144149311e-09,0.9,5.518571220691499e-09,0.9,5.485473249919888e-09,1,5.555389964263831e-09,1,5.478849145415828e-09,1,5.51849294950652e-09,1
