Output Voltage (Temp=27) X,Output Voltage (Temp=27) Y,Output Voltage (Temp=125) X,Output Voltage (Temp=125) Y,Output Voltage (Temp=-55) X,Output Voltage (Temp=-55) Y,Output Voltage (Temp=-180) X,Output Voltage (Temp=-180) Y
5.377563322500002e-09,-0.5066036338603268,5.456121929464332e-09,-0.4794262448586163,5.376097182319105e-09,1.199831751437769,5.401109250995606e-09,-0.512577462877035
5.395084432112605e-09,-0.5066084927412315,5.475048656899637e-09,-0.4794424642455326,5.392703161724788e-09,1.199831770575857,5.417913511407539e-09,-0.5125545053309474
5.412563219539093e-09,-0.5066124517961342,5.492818057056597e-09,-0.4794576577597443,5.409669041913746e-09,1.199831793551578,5.436007214422616e-09,-0.5125285581516061
5.429924836968209e-09,-0.5066155729358598,5.509570482995484e-09,-0.4794719596335915,5.426759627153682e-09,1.199831818662647,5.455643617774718e-09,-0.5124990899997839
5.447925006846811e-09,-0.506618076273514,5.525472706692097e-09,-0.4794854922919141,5.443862382787748e-09,1.199831845040074,5.477183130271142e-09,-0.5124653591334765
5.466760464677399e-09,-0.5066200972362164,5.540680342520938e-09,-0.4794983430474874,5.460997932256548e-09,1.199831870285531,5.501791951604099e-09,-0.5124252866536451
5.485518682157614e-09,-0.5066217454325362,5.555327525028232e-09,-0.4795105612411739,5.478851111388523e-09,1.199831888294524,5.518307831457465e-09,-0.5123977035702403
5.50307418124507e-09,-0.5066231653888734,5.569527019279236e-09,-0.47952216316729,5.498748321980913e-09,1.199831885122419,5.531835298254777e-09,-0.5123750458158742
5.519036574660495e-09,-0.5066244836083753,5.583370253248414e-09,-0.4795331359682465,5.51874533866139e-09,1.199831846356014,5.545634565350037e-09,-0.5123526739420551
5.533564632629327e-09,-0.5066257739030271,5.596934862267889e-09,-0.4795434462060378,5.536773923756249e-09,1.199831780590757,5.555904119629842e-09,-0.5123372234707126
5.546929979061591e-09,-0.5066270610134709,5.610301777047923e-09,-0.4795530530132177,5.551783071875767e-09,1.199831707866978,5.564696929840348e-09,-0.5123253634543948
5.559389455628787e-09,-0.5066283388670555,5.623290546244828e-09,-0.4795617366202148,5.56435489383565e-09,1.199831638004175,5.573618318918907e-09,-0.5123150416893778
5.571156489954356e-09,-0.5066295761592357,5.634764120009374e-09,-0.4795687734823057,5.575287396155695e-09,1.199831573678462,5.582724764250248e-09,-0.5123064619320589
5.5823947016286e-09,-0.5066307205225414,5.645139746031895e-09,-0.4795745472947523,5.585093452080183e-09,1.19983151674342,5.59159829680348e-09,-0.5122999332135579
5.593228163566904e-09,-0.5066317010494713,5.655189551778721e-09,-0.4795795392232557,5.594142731557064e-09,1.199831469333346,5.598251558804946e-09,-0.5122961029436939
5.603754449989959e-09,-0.5066324341374847,5.665434478437851e-09,-0.4795839574722197,5.602684948670582e-09,1.1998314340996,5.603954303960798e-09,-0.5122934341395627
5.614058654571241e-09,-0.5066328260835142,5.676040008096016e-09,-0.4795877580225332,5.610879101081291e-09,1.199831413678057,5.609153373292214e-09,-0.512291392404267
5.624239034766144e-09,-0.5066327736863373,5.686830390559514e-09,-0.4795907624893206,5.618836000982602e-09,1.199831409880407,5.613956331827587e-09,-0.5122897349315607
5.634475090420334e-09,-0.5066321484996893,5.69758286076469e-09,-0.4795928442741908,5.626640345448702e-09,1.199831423210351,5.61850501726897e-09,-0.512288252556705
5.645217096786162e-09,-0.5066307245571089,5.708278157883071e-09,-0.479593974498622,5.634372065511583e-09,1.19983145281926,5.622835812625846e-09,-0.5122867951389535
5.657793848243274e-09,-0.5066278420820093,5.719089294514734e-09,-0.4795941362917486,5.64215040156038e-09,1.199831497058448,5.626944619467647e-09,-0.5122852491101465
5.665057475729641e-09,-0.5066255097619865,5.730353570688138e-09,-0.479593239566713,5.650253503937275e-09,1.199831555005122,5.630881442009421e-09,-0.5122835100046679
5.672106400083453e-09,-0.5066227247200127,5.742683694164727e-09,-0.4795910116520758,5.65949848953811e-09,1.199831630318239,5.634760922383428e-09,-0.5122814578573202
5.678547927076879e-09,-0.5066196965399016,5.75766956923524e-09,-0.479586593747691,5.669721999864442e-09,1.199831717571468,5.63871406421624e-09,-0.5122789498550155
5.684338575273415e-09,-0.5066165602739334,5.774943392030163e-09,-0.4795793298374866,5.679619890875026e-09,1.199831798974671,5.642856535319552e-09,-0.5122758259163901
5.690133535633986e-09,-0.5066130144709432,5.789045068182357e-09,-0.4795718590596535,5.692121705944585e-09,1.199831890670498,5.64727201646773e-09,-0.512271931730317
5.696341386768456e-09,-0.5066087520654892,5.80038335628166e-09,-0.4795649999405965,5.696246566363598e-09,1.199831917612139,5.651980824342671e-09,-0.5122671795134678
5.703101479496531e-09,-0.5066035553735141,5.811035697314384e-09,-0.479558006702077,5.700633046110357e-09,1.199831944264574,5.65692118141211e-09,-0.5122616110878746
5.710434096359628e-09,-0.506597259014794,5.821874724499455e-09,-0.4795504927696242,5.704825993821644e-09,1.199831968156104,5.661973310509113e-09,-0.5122553898356763
5.718259932194468e-09,-0.5065897837490684,5.833771568777317e-09,-0.4795419606067549,5.708311140359369e-09,1.199831987255467,5.66709999323194e-09,-0.5122485909015748
5.726527466980098e-09,-0.5065810517726381,5.847628277587332e-09,-0.479531900992829,5.7116897669955e-09,1.199832005533643,5.672746170029937e-09,-0.5122405324108835
5.73536172771519e-09,-0.506570802227306,5.864289072448778e-09,-0.4795200449755746,5.71533905089613e-09,1.19983202541527,5.678340481453261e-09,-0.5122318786236312
5.745167920563478e-09,-0.5065583690541561,5.884465873563764e-09,-0.4795066976272785,5.719479112138317e-09,1.199832048411911,5.684188601322434e-09,-0.5122219892218425
5.7571822086024e-09,-0.5065417436838913,5.90137012630754e-09,-0.4794967733109475,5.724456519662844e-09,1.199832076486313,5.690956363306577e-09,-0.5122093153629477
5.768323522199744e-09,-0.5065250947247928,5.914679581644687e-09,-0.4794899301097009,5.730945357697958e-09,1.199832112226698,5.700527572695973e-09,-0.5121890658700252
5.779753708471858e-09,-0.5065069602965255,5.930027866239152e-09,-0.4794831857401037,5.740853663887055e-09,1.199832159981235,5.708290342385258e-09,-0.5121707516528425
5.788986421999974e-09,-0.5064916671093106,5.947724475195347e-09,-0.4794769057117149,5.750745441722838e-09,1.19983219701162,5.716218043261035e-09,-0.5121504598357517
5.79731096994294e-09,-0.5064775014781936,5.966351406635163e-09,-0.4794718468637656,5.760568821912541e-09,1.199832225027753,5.725356286703498e-09,-0.5121251797760902
5.805960481208923e-09,-0.5064625405253189,5.986095291609105e-09,-0.4794678268952216,5.768934099152291e-09,1.199832244645266,5.735486332201664e-09,-0.5120947040612138
5.815514004791179e-09,-0.5064459151007304,6e-09,-0.4794655573511637,5.776431680655409e-09,1.19983226029848,5.738846854631972e-09,-0.5120840054119308
5.826454609917872e-09,-0.5064270265717663,6.001644876186794e-09,-0.4794652358098995,5.784084977356292e-09,1.199832274165515,5.741475555807663e-09,-0.5120754222152075
5.838607645122139e-09,-0.5064066258355586,6.003348110053213e-09,-0.4794648206747208,5.792257239558934e-09,1.199832284708342,5.743619660241624e-09,-0.512068277860222
5.85189469282162e-09,-0.5063855188659495,6.005055630164897e-09,-0.4794642666837104,5.800799443202192e-09,1.199832288404082,5.745813463537644e-09,-0.5120608323369076
5.861441996547344e-09,-0.5063713522661041,6.006455513487247e-09,-0.4794636823266255,5.809708489967016e-09,1.199832282035207,5.747566720784104e-09,-0.5120547830576134
5.868437520812007e-09,-0.5063615902796121,6.008497549468461e-09,-0.4794625765084702,5.819421337346435e-09,1.199832262426648,5.749018913630554e-09,-0.5120497062586543
5.876910777369267e-09,-0.506350540007397,6.011287139817682e-09,-0.479460530508517,5.829460185181573e-09,1.199832229122708,5.750421335644207e-09,-0.5120447470312455
5.892060508681599e-09,-0.5063330405757825,6.013994467640067e-09,-0.4794579491970075,5.834814866566678e-09,1.199832206638837,5.751890385628819e-09,-0.5120394937306284
5.906949806370067e-09,-0.5063188081500815,6.017103484048231e-09,-0.4794543350079368,5.840750234891797e-09,1.199832179601042,5.75357842580313e-09,-0.5120333853605771
5.92380787294823e-09,-0.50630640118084,6.020914681644889e-09,-0.4794492228151394,5.845416775890268e-09,1.199832158357349,5.755986252876256e-09,-0.5120245453481755
5.94091819921622e-09,-0.5062978450438049,6.026011777303234e-09,-0.4794419724901389,5.851500151937956e-09,1.199832133520863,5.758703007373926e-09,-0.5120144045985872
5.957528349035023e-09,-0.5062932192338513,6.032980961487885e-09,-0.4794328164182906,5.862129742694839e-09,1.199832101877755,5.760739251427734e-09,-0.5120066976388925
5.973049825729255e-09,-0.5062918095536805,6.04215880885989e-09,-0.4794229968044436,5.875261368391546e-09,1.199832075549064,5.762670459113112e-09,-0.5119993132241367
5.986524912864627e-09,-0.5062925045004047,6.052426437109528e-09,-0.4794128010531593,5.889055437746137e-09,1.199832049876916,5.764723393073264e-09,-0.5119913940781703
6e-09,-0.5062945679045576,6.064016383498954e-09,-0.4793982471929121,5.9023480874945e-09,1.199832022444631,5.766960491628937e-09,-0.5119826972377671
6.001511828626998e-09,-0.5062948187558832,6.077274474265013e-09,-0.4793763030356405,5.916244930857024e-09,1.19983199254332,5.769507628828603e-09,-0.5119727301588543
6.002982806841662e-09,-0.5062950080040114,6.092846874791421e-09,-0.4793467791805133,5.930579631319704e-09,1.199831961622188,5.772480044439913e-09,-0.5119610431075829
6.004597359409071e-09,-0.5062951068337482,6.110348890810958e-09,-0.479311308818454,5.940549919374979e-09,1.199831941063175,5.776023873352024e-09,-0.5119470805314985
6.005937302409777e-09,-0.5062950764720638,6.129253092422912e-09,-0.4792678017915682,5.950270094509511e-09,1.199831923849831,5.780357518133272e-09,-0.5119300418891591
6.007842405431e-09,-0.506294815358285,6.149905284331182e-09,-0.4792107325529537,5.959603443627419e-09,1.199831912112943,5.78581959850245e-09,-0.5119087432779891
6.010453499319209e-09,-0.5062939824583761,6.173026033207162e-09,-0.4791340081697217,5.972204189897954e-09,1.199831905013879,5.792930553445065e-09,-0.5118814970189193
6.012838837692451e-09,-0.506292717754251,6.199350439608881e-09,-0.4790287885166524,5.987544096949771e-09,1.199831906575918,5.802515683724104e-09,-0.5118460076807316
6.015509437793636e-09,-0.5062907513483839,6.230062452130382e-09,-0.478877392562939,6e-09,1.199831913297985,5.816297010726001e-09,-0.5117987976197588
6.018841864850534e-09,-0.5062876243582223,6.267126222676936e-09,-0.4786462159038994,6.001374798930396e-09,1.199831940115697,5.822437247604419e-09,-0.5117795859831671
6.023258270780048e-09,-0.5062828248669657,6.306505814082213e-09,-0.4783344595351641,6.002750323400452e-09,1.199831986140121,5.828681716199354e-09,-0.5117616056363785
6.029573197102146e-09,-0.506276080409193,6.346139149360404e-09,-0.4779436696476156,6.004255932389064e-09,1.199832065281535,5.833471961738756e-09,-0.5117491198593289
6.0383667585947e-09,-0.5062689006562989,6.380354139579586e-09,-0.4775384884827392,6.005510821200946e-09,1.199832153930413,5.835865120100104e-09,-0.5117433645384181
6.048384237526394e-09,-0.5062630210669201,6.413520682924989e-09,-0.4770811323758732,6.007248971746503e-09,1.199832305990712,5.838065541471319e-09,-0.5117383946427644
6.059594425580665e-09,-0.5062551863257251,6.448736039469914e-09,-0.4765215215719749,6.009500756128548e-09,1.199832540094693,5.842466384213749e-09,-0.511729505517899
6.072403214732015e-09,-0.5062410976451965,6.486933125561779e-09,-0.4758235252329162,6.011548360711471e-09,1.199832774793227,5.846283758168167e-09,-0.5117230186446289
6.086717538202456e-09,-0.5062203782132535,6.526643761297673e-09,-0.4749923758787277,6.013882157640912e-09,1.199833046300936,5.851081685969136e-09,-0.5117165894787158
6.102380466781994e-09,-0.5061951040446776,6.572646542922299e-09,-0.4738880571898544,6.016780826643098e-09,1.199833353645444,5.857984511437891e-09,-0.5117108072494782
6.119700142904655e-09,-0.5061633274945667,6.632686183061463e-09,-0.4722053712674533,6.020742758858328e-09,1.199833652851396,5.867930973955595e-09,-0.5117095706069245
6.139135849743756e-09,-0.5061185157184489,6.704978925272007e-09,-0.4697946048913073,6.026335288407453e-09,1.199833754215058,5.878684078671912e-09,-0.5117174497252728
6.161523325103882e-09,-0.5060518457451909,6.787933705307578e-09,-0.4664776693068581,6.03442427057872e-09,1.199833378070229,5.888358360593392e-09,-0.5117326541590901
6.187854162807226e-09,-0.50595109790492,6.875707436977768e-09,-0.462288131370504,6.044344139763083e-09,1.19983277895845,5.89824664336901e-09,-0.5117561311090632
6.219806406435507e-09,-0.5057908825603007,6.964321565925097e-09,-0.4573121390694472,6.055458422946843e-09,1.199832669197647,5.903634103715064e-09,-0.5117723124348291
6.252521866439645e-09,-0.5055763476160939,7.049694696500654e-09,-0.4517848466050631,6.067356845102044e-09,1.199833154506943,5.908248680478244e-09,-0.5117880904588979
6.283906176143347e-09,-0.5053166017994634,7.115105829253485e-09,-0.4470580095571272,6.080353891535409e-09,1.199833644424494,5.912006063996141e-09,-0.5118022534998921
6.311439770473537e-09,-0.5050412876352027,7.174780702556925e-09,-0.4423766064173468,6.0948480295401e-09,1.199833659956673,5.915519716061414e-09,-0.5118165656872009
6.337673524353751e-09,-0.504734439242898,7.237932073453298e-09,-0.4370502554754032,6.111099735309628e-09,1.199833437735438,5.920219284627389e-09,-0.5118372844466189
6.364674064503033e-09,-0.5043700917865096,7.310449164297964e-09,-0.4304869541269156,6.129763389042477e-09,1.199833473535369,5.927046514511693e-09,-0.5118703315583115
6.393923860739602e-09,-0.5039162766449871,7.378680938972903e-09,-0.4239053433482676,6.151986808489006e-09,1.199833727301012,5.933212678515252e-09,-0.511902767251716
6.426314950005561e-09,-0.5033373685395245,7.441612514746729e-09,-0.4175152437745228,6.178899885312324e-09,1.199833854593045,5.939806761208456e-09,-0.5119395512400197
6.464081639537277e-09,-0.5025538789670617,7.502373744447438e-09,-0.411082584421627,6.207649248720787e-09,1.199833881202926,5.946620634894887e-09,-0.5119791259090054
6.508211980699635e-09,-0.5014791635336066,7.563229990131099e-09,-0.4044089985060395,6.235601396830658e-09,1.199833949363654,5.953032263988984e-09,-0.5120172326219251
6.560359115901441e-09,-0.4999694455403536,7.627523718984405e-09,-0.3971385500351232,6.262884744895099e-09,1.199834027365502,5.958764103651677e-09,-0.5120516267887996
6.620748899349168e-09,-0.4978664349029466,7.701315851797281e-09,-0.3885571874961062,6.28974338185253e-09,1.199834080888831,5.964103082522737e-09,-0.5120836773326253
6.683400340428489e-09,-0.4952466197768934,7.806009982293859e-09,-0.3760401411341192,6.315149002296859e-09,1.199834121408338,5.969563217202005e-09,-0.512116230771801
6.746939175215495e-09,-0.4921006904180018,7.903522994395336e-09,-0.3641093394598531,6.340323888813883e-09,1.199834159884322,5.975896730297299e-09,-0.5121533660031408
6.804013338359657e-09,-0.4888368756619094,7.98124134905692e-09,-0.3544673748792118,6.36575401422933e-09,1.199834188851059,5.983063600610094e-09,-0.5121940298569072
6.853688754887034e-09,-0.4856540771719577,8.05540406524238e-09,-0.3451998831033355,6.39217845425228e-09,1.199834201521984,5.990603931023971e-09,-0.5122345266383769
6.903700738404647e-09,-0.4821328935183788,8.134001002330979e-09,-0.3353493871077417,6.421040983599397e-09,1.199834196903004,5.995301965511985e-09,-0.5122582887792181
6.957534029816441e-09,-0.478003755268241,8.224521608891105e-09,-0.3240207045129421,6.456042268416423e-09,1.199834179972978,6e-09,-0.5122806919303059
7.015770494333217e-09,-0.4731721641424297,8.336575508019472e-09,-0.3101074582530386,6.49847541087846e-09,1.199834158296005,6.000688924376274e-09,-0.5122838338409225
7.084568534938748e-09,-0.4670338090269175,8.450356994648174e-09,-0.2962048105766847,6.534363033948544e-09,1.199834136390023,6.001391020897441e-09,-0.5122870024519468
7.152128297703931e-09,-0.4606160507123717,8.556622165565242e-09,-0.283520680637411,6.571758723023409e-09,1.199834107745103,6.002142861342516e-09,-0.5122903413380827
7.213528657595613e-09,-0.4544976706903841,8.653905654975005e-09,-0.2722444594241086,6.615179203989705e-09,1.199834072024815,6.002879507030377e-09,-0.5122935489966584
7.275245577922036e-09,-0.4481104659106276,8.743345882936889e-09,-0.2622273266030719,6.661476707092866e-09,1.199834036832809,6.003812988027913e-09,-0.5122975117778005
7.322510953104321e-09,-0.4430703151527803,8.829782972453495e-09,-0.2529226205047233,6.71024756939454e-09,1.199834006598095,6.00507306324817e-09,-0.5123026607620187
7.359605382127169e-09,-0.4390273033978482,8.913068910309181e-09,-0.2443542645786675,6.762176234269754e-09,1.199833984700093,6.006470536826553e-09,-0.5123080772347405
7.395087450336864e-09,-0.4350875837228217,8.991960727775171e-09,-0.236633745521859,6.817805401994631e-09,1.199833974137589,6.007868606403051e-09,-0.5123131626535592
7.429861380409607e-09,-0.4311557363242977,9.054803209201159e-09,-0.2307779715465418,6.877806921782544e-09,1.199833976288182,6.009483881692093e-09,-0.5123185960466562
7.467727061510143e-09,-0.4267915744844672,9.104532103883387e-09,-0.2263378190639971,6.94308711767823e-09,1.19983398760599,6.011489100554446e-09,-0.5123246537962907
7.514016600299069e-09,-0.4213350160870912,9.151111939967628e-09,-0.2223395962953542,7.01484760478699e-09,1.199833988634847,6.014160287182711e-09,-0.5123315359073943
7.590972664935243e-09,-0.4119611761959448,9.201115055671857e-09,-0.2182252919360822,7.094707769833932e-09,1.199833915521508,6.017649440974314e-09,-0.5123386172910305
7.653346745341548e-09,-0.4040897947647114,9.266762543585103e-09,-0.2131097845783127,7.184622466492138e-09,1.199833604165502,6.022561924308949e-09,-0.5123456451991035
7.704108218493319e-09,-0.3975097753098313,9.351890998061712e-09,-0.2069698189236494,7.286821362847156e-09,1.199832739881037,6.029575971685929e-09,-0.512352043617936
7.75586716793106e-09,-0.3906501261071808,9.431361364161043e-09,-0.2017484330244468,7.404423206209454e-09,1.199830864529508,6.037435232149687e-09,-0.5123565209842371
7.811877005446995e-09,-0.3830720197203613,9.501110910557406e-09,-0.1975762468075047,7.502978799722229e-09,1.199828531796554,6.045914806191073e-09,-0.5123582061707046
7.880010863472313e-09,-0.3736661052656108,9.568898876511178e-09,-0.1938917805026378,7.579546798909857e-09,1.199826271459871,6.055368873982847e-09,-0.5123529997331639
7.968543592478263e-09,-0.3612031686713569,9.631758379717419e-09,-0.1908021602257589,7.648659467873591e-09,1.19982393473893,6.06600914881373e-09,-0.5123340595513531
8.065669171037852e-09,-0.3473202534329504,9.689553455148635e-09,-0.1882379177810378,7.714017499980313e-09,1.19982150430229,6.07849212644186e-09,-0.5122939919168948
8.171410040902601e-09,-0.3321013470182149,9.743588014071689e-09,-0.1860771682065019,7.777693309747607e-09,1.199818965577751,6.093415731869489e-09,-0.5122264957339737
8.271976259703776e-09,-0.3176745788403276,9.795204234695096e-09,-0.1842228031047674,7.841223701084975e-09,1.199816297349507,6.112130980980542e-09,-0.5121159142950799
8.371069158082665e-09,-0.303659468293655,9.826091811406325e-09,-0.183210244564061,7.905146570063393e-09,1.19981350510905,6.128034013262781e-09,-0.5119969563872111
8.481983671179187e-09,-0.2884145884564794,9.857783838587996e-09,-0.1822471604288079,7.970323479005738e-09,1.199810570590759,6.140674936560432e-09,-0.5118841629702816
8.584844681122025e-09,-0.2748764796647848,9.884532068748567e-09,-0.1814950267098972,8.038417227896021e-09,1.199807428450847,6.155918423725085e-09,-0.5117258058327707
8.660612636553362e-09,-0.2653631894564827,9.90768576436198e-09,-0.1808894898234004,8.111853603575963e-09,1.199803965944068,6.172801796814253e-09,-0.5115214526588868
8.727136697556601e-09,-0.257385639232861,9.932968686070694e-09,-0.1802767179436473,8.194013458622779e-09,1.199800014389571,6.189179649358639e-09,-0.511291903714158
8.798244673815904e-09,-0.2492909615490768,9.959036325353182e-09,-0.1796974004733528,8.28863384324301e-09,1.199795392035535,6.204349667963061e-09,-0.5110484493744032
8.829971133728491e-09,-0.2458300401822187,9.986244368174737e-09,-0.1791485557135551,8.394756137740119e-09,1.199790260397734,6.221591343885937e-09,-0.5107305932079046
8.876571130375122e-09,-0.2409247507305953,1.001231375306365e-08,-0.1786750595484639,8.428958019049368e-09,1.199788676673558,6.239388123082264e-09,-0.5103496181087015
8.909992806483082e-09,-0.2375402590696434,1.004033908942961e-08,-0.1782219814558613,8.468772778994172e-09,1.199786944612741,6.25600578024056e-09,-0.5099372106671046
8.935400071671253e-09,-0.2350433058044138,1.007419576251898e-08,-0.1777501952964755,8.501514522592954e-09,1.199785614700495,6.272802944696409e-09,-0.5094550251842772
8.958452646607275e-09,-0.2328352484701733,1.011521205530897e-08,-0.1772873896991027,8.5290407289938e-09,1.199784543215486,6.290800665963908e-09,-0.5088548129262208
8.979906490455519e-09,-0.2308299175232042,1.016744707583693e-08,-0.1768688295229396,8.562874091674703e-09,1.199783255339457,6.311096686634109e-09,-0.5080615898443512
9.002974182966816e-09,-0.2287275100475754,1.022718531374128e-08,-0.1766260054535525,8.602873393978898e-09,1.199781757220539,6.332357130740917e-09,-0.5070847252953288
9.018771960226185e-09,-0.227320027398841,1.027235560748512e-08,-0.1766116186329428,8.633511585131268e-09,1.19978062867243,6.35602755618237e-09,-0.5058063018241346
9.039265700082403e-09,-0.225533650374199,1.03177077468308e-08,-0.17674610831997,8.664394813539793e-09,1.199779514987156,6.378302945391179e-09,-0.5044096647938558
