IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.595732E-04,1.49869093,1.4584994,1.4794001470588236
0.0003,+4.517702E-04,1.49848373,1.40614294,1.4265401470588235
0.0005,+6.490993E-04,1.49855402,1.35384459,1.3736801470588236
0.001,+1.143667E-03,1.49832539,1.22320838,1.2415301470588234
0.002,+2.136094E-03,1.49835018,0.961482314,0.9772301470588235
0.003,+3.128457E-03,1.4982407,0.699825067,0.7129301470588235
0.004,+4.120611E-03,1.49813923,0.438168331,0.4486301470588234
0.005,+5.115783E-03,1.49815329,0.175828844,0.18433014705882345
0.006,+6.108024E-03,1.49827708,-0.0857188926,-0.07996985294117676
0.007,+7.097017E-03,1.49810648,-0.346544219,-0.34426985294117673
0.008,+8.089725E-03,1.49811795,-0.60816597,-0.6085698529411765
0.009,+9.081916E-03,1.49811161,-0.86975256,-0.8728698529411765
0.01,+1.007447E-02,1.49817836,-1.13135662,-1.137169852941177
