VIN,VOUT
0.0,-4.84181966754067
0.001,-4.840757716335529
0.002,-4.839698297913374
0.003,-4.83864049187414
0.004,-4.83758425225164
0.005,-4.836529534437465
0.006,-4.835476295009954
0.007,-4.834424491583079
0.008,-4.833374082966585
0.009,-4.832325028907696
0.01,-4.831277290335452
0.011,-4.830230828993822
0.012,-4.829185607778077
0.013,-4.828141590392814
0.014,-4.827098741446572
0.015,-4.82605702667102
0.016,-4.825016412508468
0.017,-4.823976866196307
0.018,-4.822938355905494
0.019,-4.821900850577015
0.02,-4.820864319864633
0.021,-4.819828734327441
0.022,-4.818794065113037
0.023,-4.817760284166678
0.024,-4.816727364055564
0.025,-4.81569527820141
0.026,-4.814664000425151
0.027,-4.813633505345592
0.028,-4.812603768206902
0.029,-4.811574764686731
0.03,-4.810546471264835
0.031,-4.80951886485679
0.032,-4.80849192287249
0.033,-4.80746562337998
0.034,-4.80643994486302
0.035,-4.80541486630804
0.036,-4.804390367204826
0.037,-4.803366427482701
0.038,-4.802343027568572
0.039,-4.801320148219461
0.04,-4.800297770679582
0.041,-4.799275876584678
0.042,-4.798254447943582
0.043,-4.797233467150607
0.044,-4.796212916904696
0.045,-4.795192780391116
0.046,-4.794173040906308
0.047,-4.793153682337681
0.048,-4.792134688518746
0.049,-4.791116044013498
0.05,-4.790097733254682
0.051,-4.78907974121317
0.052,-4.788062053046959
0.053,-4.787044654052532
0.054,-4.786027529872401
0.055,-4.785010666382126
0.056,-4.783994049613614
0.057,-4.782977665758356
0.058,-4.781961501322572
0.059,-4.78094554285413
0.06,-4.779929777116955
0.061,-4.77891419109661
0.062,-4.777898771835618
0.063,-4.776883506457412
0.064,-4.77586838244216
0.065,-4.774853387080841
0.066,-4.773838507915936
0.067,-4.772823732750978
0.068,-4.771809049124708
0.069,-4.770794444859112
0.07,-4.769779907884637
0.071,-4.768765426007369
0.072,-4.767750987310366
0.073,-4.766736579555248
0.074,-4.765722190913794
0.075,-4.764707809392822
0.076,-4.76369342293604
0.077,-4.76267901954825
0.078,-4.761664587276364
0.079,-4.76065011409505
0.08,-4.759635587955535
0.081,-4.758620996595698
0.082,-4.757606327992289
0.083,-4.756591569937449
0.084,-4.755576709930977
0.085,-4.754561735734962
0.086,-4.753546634848124
0.087,-4.752531394588583
0.088,-4.751516002297439
0.089,-4.750500445080526
0.09,-4.749484709956144
0.091,-4.748468783891239
0.092,-4.747452653500885
0.093,-4.746436305245052
0.094,-4.745419725629443
0.095,-4.744402900787834
0.096,-4.74338581662004
0.097,-4.742368458835125
0.098,-4.741350813031655
0.099,-4.740332864477707
0.1000000000000001,-4.739314598115754
0.1010000000000001,-4.738295998799995
0.1020000000000001,-4.737277050970094
0.1030000000000001,-4.736257738787243
0.1040000000000001,-4.735238046185123
0.1050000000000001,-4.734217956750307
0.1060000000000001,-4.733197453664143
0.1070000000000001,-4.732176519931801
0.1080000000000001,-4.731155138003053
0.1090000000000001,-4.730133290078932
0.1100000000000001,-4.729110958031256
0.1110000000000001,-4.728088123108218
0.1120000000000001,-4.727064766366041
0.1130000000000001,-4.726040868400213
0.1140000000000001,-4.725016409224321
0.1150000000000001,-4.723991368487991
0.1160000000000001,-4.722965725425572
0.1170000000000001,-4.721939458543146
0.1180000000000001,-4.720912546158147
0.1190000000000001,-4.719884965816325
0.1200000000000001,-4.718856694499355
0.1210000000000001,-4.717827708833349
0.1220000000000001,-4.716797984644327
0.1230000000000001,-4.715767497241392
0.1240000000000001,-4.714736221340609
0.1250000000000001,-4.713704130896238
0.1260000000000001,-4.712671199395357
0.1270000000000001,-4.711637399443823
0.1280000000000001,-4.710602702952406
0.1290000000000001,-4.709567081217803
0.1300000000000001,-4.708530504667025
0.1310000000000001,-4.707492943017476
0.1320000000000001,-4.706454365111881
0.1330000000000001,-4.705414739080198
0.1340000000000001,-4.704374032054924
0.1350000000000001,-4.703332210401454
0.1360000000000001,-4.702289239531452
0.1370000000000001,-4.701245083845425
0.1380000000000001,-4.700199706963685
0.1390000000000001,-4.699153071383114
0.1400000000000001,-4.698105138519749
0.1410000000000001,-4.697055868887321
0.1420000000000001,-4.696005221936191
0.1430000000000001,-4.694953155839925
0.1440000000000001,-4.693899627635685
0.1450000000000001,-4.692844593358802
0.1460000000000001,-4.691788007724173
0.1470000000000001,-4.690729824096215
0.1480000000000001,-4.68966999474423
0.1490000000000001,-4.688608470470984
0.1500000000000001,-4.687545200860833
0.1510000000000001,-4.686480133884273
0.1520000000000001,-4.685413216268538
0.1530000000000001,-4.684344393173457
