V Input,V Output
0.0,1.18479525
0.01,1.1847676
0.02,1.18482291
0.03,1.18480316
0.04,1.18485453
0.05,1.18485058
0.06,1.18473599
0.07,1.18477944
0.08,1.18477549
0.09,1.18475574
0.1,1.18484267
0.11,1.18479919
0.12,1.18471623
0.13,1.18491381
0.14,1.18475968
0.15,1.18480711
0.16,1.18475179
0.17,1.18477547
0.18,1.18483475
0.19,1.18482688
0.2,1.18465298
0.21,1.18485848
0.22,1.18474782
0.23,1.18466484
0.24,1.18482688
0.25,1.18468065
0.26,1.18483478
0.27,1.1846767
0.28,1.18457789
0.29,1.18468065
0.3,1.18460952
0.31,1.1844554
0.32,1.18455813
0.33,1.18437633
0.34,1.184404
0.35000000000000003,1.18419059
0.36,1.18404437
0.37,1.18391002
0.38,1.18368477
0.39,1.183254
0.4,1.18311175
0.41000000000000003,1.1825071
0.42,1.18201312
0.43,1.18126619
0.44,1.18025451
0.45,1.17918749
0.46,1.17757906
0.47000000000000003,1.17588371
0.48,1.17384059
0.49,1.17134691
0.5,1.16814587
0.51,1.16460498
0.52,1.16008399
0.53,1.15487539
0.54,1.14844564
0.55,1.14038376
0.56,1.13092685
0.5700000000000001,1.11800411
0.58,1.10095955
0.59,1.07621274
0.6,1.02820105
0.61,0.868050165
0.62,0.43524555
0.63,0.298426694
0.64,0.194128068
0.65,0.135343504
0.66,0.100333574
0.67,0.0787206064
0.68,0.0646597513
0.6900000000000001,0.0538117755
0.7000000000000001,0.04599885
0.71,0.0397430047
0.72,0.0349414302
0.73,0.0308986424
0.74,0.0275237177
0.75,0.0248996638
0.76,0.0226352137
0.77,0.020959613
0.78,0.0193432726
0.79,0.0179877689
0.8,0.0169009935
0.81,0.0159407027
0.8200000000000001,0.015150301
0.8300000000000001,0.0144942755
0.84,0.0138975584
0.85,0.0134865379
0.86,0.0130320888
0.87,0.0126922144
0.88,0.0124709086
0.89,0.0122496029
0.9,0.0120599122
0.91,0.011961121
0.92,0.0117951297
0.93,0.0117081761
0.9400000000000001,0.0117200618
0.9500000000000001,0.0115936014
0.96,0.0115698781
0.97,0.0115619623
0.98,0.0115659322
0.99,0.0115105937
1.0,0.0115106178
1.01,0.0114710869
1.02,0.0114394477
1.03,0.0114948102
1.04,0.0114434176
1.05,0.0114355018
1.06,0.0114829485
1.07,0.0113683257
1.08,0.0114552793
1.09,0.0113643799
1.1,0.0113880792
1.11,0.0113762175
1.12,0.011360434
1.1300000000000001,0.011395995
1.1400000000000001,0.0113762415
1.1500000000000001,0.011392025
1.16,0.0114038867
1.17,0.0113801874
1.18,0.0114038867
1.19,0.0113999408
1.2,0.011395995
