V Input,V Output
0.0,1.18481894
0.01,1.18473991
0.02,1.18478338
0.03,1.18474785
0.04,1.18483081
0.05,1.18482686
0.06,1.18474388
0.07,1.18472807
0.08,1.18482686
0.09,1.18478733
0.1,1.18471621
0.11,1.18468459
0.12,1.18475968
0.13,1.18479525
0.14,1.18473202
0.15,1.18473204
0.16,1.18484267
0.17,1.18474782
0.18,1.18473596
0.19,1.18462928
0.2,1.18476363
0.21,1.18473993
0.22,1.18467668
0.23,1.18462136
0.24,1.18458186
0.25,1.18471224
0.26,1.18462928
0.27,1.18453441
0.28,1.18471226
0.29,1.18456999
0.3,1.18455419
0.31,1.18440403
0.32,1.18448306
0.33,1.18447515
0.34,1.18424593
0.35000000000000003,1.18416294
0.36,1.18394164
0.37,1.18384285
0.38,1.18366502
0.39,1.18331725
0.4,1.18298924
0.41000000000000003,1.18248337
0.42,1.18186293
0.43,1.18104885
0.44,1.18024662
0.45,1.17912428
0.46,1.17750397
0.47000000000000003,1.17587184
0.48,1.17357183
0.49,1.1713153
0.5,1.16811031
0.51,1.16459709
0.52,1.16017487
0.53,1.15467781
0.54,1.14790421
0.55,1.14002808
0.56,1.13070949
0.5700000000000001,1.11732044
0.58,1.10112949
0.59,1.07573851
0.6,1.02665586
0.61,0.879052271
0.62,0.433854485
0.63,0.296375682
0.64,0.193515519
0.65,0.134806023
0.66,0.10034149
0.67,0.078874736
0.68,0.0645491225
0.6900000000000001,0.0538354748
0.7000000000000001,0.0464256781
0.71,0.039980118
0.72,0.0351982969
0.73,0.0310290727
0.74,0.0277054925
0.75,0.0250933003
0.76,0.0227458665
0.77,0.0209398596
0.78,0.0193077116
0.79,0.0180114922
0.8,0.0168772702
0.81,0.0159327628
0.8200000000000001,0.015150301
0.8300000000000001,0.0144666303
0.84,0.0138896426
0.85,0.013482592
0.86,0.0130439505
0.87,0.0127791679
0.88,0.0124551251
0.89,0.0122772721
0.9,0.0120559663
0.91,0.0119373977
0.92,0.0117674604
0.93,0.011751677
0.9400000000000001,0.01164497
0.9500000000000001,0.0115856856
0.96,0.0115422088
0.97,0.0115105937
0.98,0.0114908403
0.99,0.0114710869
1.0,0.0114236642
1.01,0.0114276101
1.02,0.01143158
1.03,0.0114078566
1.04,0.0114868944
1.05,0.0113564641
1.06,0.0114315559
1.07,0.0114868944
1.08,0.0114868944
1.09,0.0114355018
1.1,0.011467141
1.11,0.0114552793
1.12,0.0114355018
1.1300000000000001,0.0114552793
1.1400000000000001,0.0114196943
1.1500000000000001,0.0114473635
1.16,0.0114513334
1.17,0.0114434176
1.18,0.0114434176
1.19,0.0114513334
1.2,0.0114315559
