IL,ITOT,VOUT,VDROP
0.0001,+3.780134E-03,1.49410534,0.713707378
0.0003,+3.956889E-03,1.49410267,0.661151962
0.0005,+4.150668E-03,1.49433752,0.608598289
0.001,+4.645032E-03,1.4941788,0.477286637
0.002,+5.640091E-03,1.49407314,0.213738713
0.003,+6.631855E-03,1.49399446,-0.0488957246
0.004,+7.618892E-03,1.49408289,-0.310511468
0.005,+8.610869E-03,1.49405477,-0.573145129
0.006,+9.603471E-03,1.49406121,-0.83583538
0.007,+1.049992E-02,1.49388791,-1.09850579
0.008,+1.049991E-02,1.40946426,-1.36094769
0.009,+1.049990E-02,1.19531611,-1.62361339
0.01,+1.049990E-02,0.970248845,-1.88628755
