IL,ITOT,VOUT,VDROP
0.0001,+3.589024E-03,1.39409236,0.663909486
0.0003,+3.764461E-03,1.39417501,0.611364205
0.0005,+3.959968E-03,1.39416128,0.558818503
0.001,+4.455187E-03,1.39406455,0.42750312
0.002,+5.449858E-03,1.39400346,0.163863814
0.003,+6.441902E-03,1.3940424,-0.0987447116
0.004,+7.430889E-03,1.39401815,-0.360547802
0.005,+8.421486E-03,1.39404001,-0.623033566
0.006,+9.413831E-03,1.39414682,-0.885633269
0.007,+1.040610E-02,1.39400198,-1.14829631
0.008,+1.049990E-02,1.38029495,-1.41095636
0.009,+1.049989E-02,1.14140339,-1.67363683
0.01,+1.049989E-02,0.921252079,-1.93609066
