VIN,ITOT,VOUT,VDROP
3.3,+3.237748E-03,1.59040403,-1.38287471
3.2,+3.192865E-03,1.59033365,-1.38286962
3.1,+3.175505E-03,1.59018376,-1.3829011
3.0,+3.162110E-03,1.59009982,-1.38287753
2.9,+3.150693E-03,1.58999881,-1.38287749
2.8,+3.139659E-03,1.58995541,-1.38287972
2.7,+3.128770E-03,1.58987061,-1.38286713
2.6,+3.118129E-03,1.58983058,-1.38287209
2.5,+3.105602E-03,1.58976599,-1.38286593
2.4,+3.078888E-03,1.5896614,-1.38287885
2.3,+3.011597E-03,1.56828066,-1.3828524
2.2,+2.916348E-03,1.47155012,-1.38288393
2.1,+2.814895E-03,1.37324718,-1.38293995
2.0,+2.711687E-03,1.27458926,-1.38293985
1.9,+2.607969E-03,1.17591298,-1.38298714
1.8,+2.504290E-03,1.07735402,-1.38301352
1.7,+2.400676E-03,0.978769311,-1.38305497
1.6,+2.297044E-03,0.880257163,-1.38305822
