IL,ITOT,VOUT,VDROP
0.0001,+2.356318E-03,0.797294637,0.370413147
0.0003,+2.552068E-03,0.79761992,0.318681376
0.0005,+2.747592E-03,0.797555424,0.267003413
0.001,+3.238032E-03,0.797452924,0.137017533
0.002,+4.214303E-03,0.797625788,-0.121508664
0.003,+5.188088E-03,0.797422985,-0.379383896
0.004,+6.164849E-03,0.797288507,-0.638075502
0.005,+7.141728E-03,0.797323244,-0.896598953
0.006,+8.117738E-03,0.797505454,-1.15488779
0.007,+9.092147E-03,0.797453161,-1.41342311
0.008,+1.007164E-02,0.79749277,-1.67195591
0.009,+1.049993E-02,0.795756987,-1.93046436
0.01,+1.049991E-02,0.655375443,-2.18872903
