IL,ITOT,VOUT,VDROP
0.0001,+2.171495E-03,0.699185084,0.321421464
0.0003,+2.365672E-03,0.699203437,0.269692117
0.0005,+2.563474E-03,0.699259853,0.217234729
0.001,+3.052681E-03,0.699269033,0.0879571237
0.002,+4.029163E-03,0.699395417,-0.170565962
0.003,+5.003740E-03,0.699364638,-0.428428623
0.004,+5.980489E-03,0.69929183,-0.687067218
0.005,+6.956985E-03,0.699332462,-0.945594927
0.006,+7.933908E-03,0.6994035,-1.20415948
0.007,+8.911104E-03,0.69947917,-1.46249624
0.008,+9.888151E-03,0.699475846,-1.7210501
0.009,+1.049993E-02,0.698392965,-1.9795279
0.01,+1.049991E-02,0.643818645,-2.23797308
