IL,ITOT,VOUT,VDROP
0.0001,+3.965858E-03,1.59758267,0.763385654
0.0003,+4.140506E-03,1.59765094,0.710830495
0.0005,+4.334477E-03,1.59765436,0.65835376
0.001,+4.828000E-03,1.59757981,0.526998996
0.002,+5.819297E-03,1.59746963,0.264595954
0.003,+6.814845E-03,1.59741455,0.00113371649
0.004,+7.806835E-03,1.59756166,-0.261310783
0.005,+8.795447E-03,1.59768706,-0.523286581
0.006,+9.787745E-03,1.59769531,-0.785637595
0.007,+1.049988E-02,1.59721302,-1.04825622
0.008,+1.049987E-02,1.43773936,-1.31086641
0.009,+1.049986E-02,1.24963069,-1.5735179
0.01,+1.049986E-02,1.01882439,-1.83611642
