IL,ITOT,VOUT,VDROP
0.0001,+3.776185E-03,1.49792983,0.713588633
0.0003,+3.951129E-03,1.4979574,0.661056684
0.0005,+4.145155E-03,1.49787087,0.608513272
0.001,+4.639939E-03,1.49796189,0.477212798
0.002,+5.634260E-03,1.49779509,0.21383788
0.003,+6.626942E-03,1.49789477,-0.0487368182
0.004,+7.615179E-03,1.49783281,-0.310455707
0.005,+8.607315E-03,1.49786222,-0.573025036
0.006,+9.600427E-03,1.49783122,-0.835683609
0.007,+1.049988E-02,1.49763242,-1.09827086
0.008,+1.049987E-02,1.4135991,-1.36069153
0.009,+1.049986E-02,1.19609267,-1.62330567
0.01,+1.049987E-02,0.970278978,-1.88591872
