VIN,ITOT,VOUT,VDROP
1.8,+7.002520E-03,1.69740262,0.0509461162
1.775,+6.984605E-03,1.6971759,0.0509420604
1.75,+6.970281E-03,1.69699791,0.0509558208
1.725,+6.958213E-03,1.69666111,0.0509440646
1.7,+6.885599E-03,1.68347751,0.0509630763
1.675,+6.727114E-03,1.65861622,0.0509651501
1.65,+6.569397E-03,1.63374335,0.0509339765
1.625,+6.413825E-03,1.60884331,0.0509233267
1.6,+6.261638E-03,1.58395814,0.0509511478
1.575,+6.113348E-03,1.55906116,0.0509451988
1.55,+5.969600E-03,1.5341295,0.0509624119
1.525,+5.830763E-03,1.50923952,0.050969609
1.5,+5.696866E-03,1.48429274,0.0509681551
1.475,+5.568078E-03,1.45940061,0.0509849651
1.45,+5.443869E-03,1.43447059,0.0509795554
1.425,+5.324578E-03,1.40956426,0.0509733674
1.4,+5.208963E-03,1.38463355,0.0509666206
1.375,+5.097175E-03,1.35973498,0.0509582254
1.35,+4.988218E-03,1.33476743,0.0509645885
1.325,+4.881942E-03,1.30985178,0.0509798834
1.3,+4.777368E-03,1.2848723,0.0509850818
1.275,+4.674661E-03,1.25996025,0.0509740346
1.25,+4.573165E-03,1.23500407,0.0509780709
1.225,+4.472662E-03,1.21006587,0.0509675157
1.2,+4.372892E-03,1.18514199,0.0509537748
1.175,+4.273524E-03,1.160173,0.0509656504
1.15,+4.174710E-03,1.13522298,0.0509925402
1.125,+4.076087E-03,1.11025308,0.0509818516
1.1,+3.977687E-03,1.08529988,0.0509869332
1.075,+3.879417E-03,1.06030926,0.0509909946
1.05,+3.781392E-03,1.03536765,0.0509749158
1.025,+3.683261E-03,1.0103604,0.0509894351
1.0,+3.585347E-03,0.985397784,0.0509984141
