IL,ITOT,VOUT,VDROP
0.0001,+2.237719E-03,0.700403734,0.314637111
0.0003,+2.420007E-03,0.700277057,0.262120558
0.0005,+2.619858E-03,0.700114153,0.208848489
0.001,+3.119327E-03,0.699870712,0.0775535902
0.002,+4.116101E-03,0.699640934,-0.184932844
0.003,+5.107683E-03,0.699505481,-0.446737015
0.004,+6.101617E-03,0.699270797,-0.70935323
0.005,+7.095270E-03,0.699422646,-0.971908751
0.006,+8.088849E-03,0.699527439,-1.23452219
0.007,+9.080579E-03,0.699430383,-1.49692771
0.008,+1.007249E-02,0.699237941,-1.75957372
0.009,+1.049987E-02,0.697649851,-2.02216657
0.01,+1.049985E-02,0.663384616,-2.28478471
