IL,ITOT,VOUT,VDROP
0.0001,+3.585286E-03,1.39812007,0.663827248
0.0003,+3.760223E-03,1.39807095,0.61129738
0.0005,+3.955168E-03,1.39808009,0.55876534
0.001,+4.449383E-03,1.39806426,0.427450536
0.002,+5.445578E-03,1.3979254,0.163988931
0.003,+6.437339E-03,1.39791272,-0.0985346304
0.004,+7.426734E-03,1.39782393,-0.360488193
0.005,+8.418458E-03,1.39792917,-0.622877387
0.006,+9.410059E-03,1.39786174,-0.885456552
0.007,+1.040237E-02,1.39777768,-1.14803287
0.008,+1.049986E-02,1.38339307,-1.41068119
0.009,+1.049986E-02,1.1422172,-1.67329919
0.01,+1.049985E-02,0.921213565,-1.93570268
