IL,ITOT,VOUT,VDROP
0.0001,+3.201067E-03,1.19841659,0.564021072
0.0003,+3.379401E-03,1.19835961,0.511502986
0.0005,+3.574338E-03,1.19840929,0.458976211
0.001,+4.069804E-03,1.19821293,0.327634609
0.002,+5.065753E-03,1.19823415,0.064259252
0.003,+6.058230E-03,1.19801387,-0.198206405
0.004,+7.048067E-03,1.19791737,-0.460003238
0.005,+8.040576E-03,1.19802933,-0.722647421
0.006,+9.033157E-03,1.19810606,-0.985225842
0.007,+1.002582E-02,1.1981711,-1.24784316
0.008,+1.049987E-02,1.1966365,-1.5102551
0.009,+1.049986E-02,1.03978441,-1.77290299
0.01,+1.049984E-02,0.8218327,-2.03547992
