V Input,V Output
0.0,-0.00607792769
0.01,-0.00206719203
0.02,0.000994895424
0.03,0.00634568741
0.04,0.00509473921
0.05,0.00642840992
0.06,0.00574089394
0.07,0.00677226467
0.08,0.00585544768
0.09,0.00386923664
0.1,0.00713832388
0.11,0.00092808853
0.12,0.00666085534
0.13,0.000842124844
0.14,-0.0074784053
0.15,0.00578549637
0.16,0.00159015888
0.17,-0.00636755323
0.18,0.00264373407
0.19,0.000931232953
0.2,-0.00669539561
0.21,0.00487192056
0.22,0.00108085911
0.23,-0.00636116764
0.24,0.00654306042
0.25,-0.00336588708
0.26,-0.00621154148
0.27,0.00121781082
0.28,-0.00682910615
0.29,-0.00441946228
0.3,-0.00216907133
0.31,-0.00501787015
0.32,-0.00172343403
0.33,-0.00355373007
0.34,-0.00620515588
0.35000000000000003,0.00299397441
0.36,-0.00435265538
0.37,-0.00639938447
0.38,0.00482093253
0.39,-0.00656492624
0.4,-0.00692459985
0.41000000000000003,0.00690273403
0.42,-0.00664450433
0.43,-0.00697863555
0.44,0.00651122919
0.45,-0.00533942368
0.46,0.00077531795
0.47000000000000003,0.00592549575
0.48,-0.00729065906
0.49,-0.00285658732
0.5,0.00594779697
0.51,-0.00389110247
0.52,-0.00350274205
0.53,0.00189255561
0.54,-0.00615426461
0.55,0.000224656926
0.56,0.000402873144
0.5700000000000001,-0.00397068056
0.58,0.00423853702
0.59,-0.00266874433
0.6,-0.002942551
0.61,0.00587460448
0.62,-0.00594097598
0.63,0.0002819338
0.64,0.00685498718
0.65,-0.0060651565
0.66,0.00691540848
0.67,0.00691550523
0.68,-0.00539994173
0.6900000000000001,0.00615155558
0.7000000000000001,0.00629794056
0.71,-0.00512299063
0.72,0.00680724033
0.73,0.00769851492
0.74,-0.00498289449
0.75,0.00678179469
0.76,0.00604329067
0.77,0.000256488162
0.78,0.00700785451
0.79,0.00726879324
0.8,0.000708414304
0.81,0.00645709674
0.8200000000000001,0.00310528699
0.8300000000000001,0.00439445202
0.84,0.00727832326
0.85,0.00212814546
0.86,0.00673404784
0.87,-0.00406302984
0.88,-0.00485556955
0.89,0.00740250378
0.9,0.00852927147
0.91,0.00218856675
0.92,0.00710963706
0.93,0.00370693604
0.9400000000000001,-0.00272287678
0.9500000000000001,0.00861209073
0.96,0.00279974583
0.97,-0.00422208927
0.98,0.00621836247
0.99,-0.00406302984
1.0,-0.00444814909
1.01,0.0056007978
1.02,-0.00235367315
1.03,-0.00340410392
1.04,0.00357636992
1.05,-0.00425077608
1.06,-0.00382429557
1.07,-0.000946713189
1.08,-0.00336274266
1.09,-0.00104544807
1.1,-0.00390063249
1.11,-0.00395152376
1.12,0.00558173776
1.1300000000000001,-0.00331499581
1.1400000000000001,-0.00298705668
1.1500000000000001,0.0035604543
1.16,-0.0027738648
1.17,-0.00318442969
1.18,-0.00207033645
1.19,-0.00376377753
1.2,0.00397750154
